affID	sortedName	fieldID	fieldName	bf_avejif	bf_avecitation	bf_avehindex	bf_avepapercnt	af_avejif	af_avecitation	af_avehindex	af_avepapercnt
108688024	xia yanzhi	185592680	chemistry	0.0	0.0	0.0	0.0	0.503710811266538	0.0	0.0	1.6
111381250	hailin zhang	185592680	chemistry	1.9536404160475485	0.4	1.2	0.6	1.6301618305227605	9.42	3.6	4.4
111599522	chen jian	185592680	chemistry	0.252	0.7	1.0	0.6	1.9606541129803028	2.441097948686795	6.2	37.2
113940042	lu xionggang	185592680	chemistry	1.9173203452078316	2.5063636363636363	4.4	11.4	2.991686120617497	3.768392043496573	17.4	26.8
113940042	rentao song	185592680	chemistry	0.0	4.198534798534799	8.2	5.4	0.0	2.3170329670329672	15.4	3.6
115488153	chen jing	121332964	physics	0.0	1.5666666666666669	5.4	7.4	0.0	1.3125966625966625	9.4	7.8
115592961	shouqi yuan	121332964	physics	0.16192286022849162	0.0	0.0	3.0	0.42628565480815084	1.2444444444444445	1.4	14.0
116953780	chen yinguang	185592680	chemistry	0.0	4.789166666666667	12.4	10.2	0.0	5.482351085222939	30.8	9.4
116953780	guoqiang li	121332964	physics	0.19545554672279844	0.5	1.4	1.4	0.7313948400322408	2.2206349206349203	4.0	7.8
116953780	huang maosong	127313418	geology	0.2344463971880492	0.6666666666666666	1.0	3.2	0.9874162852281797	2.3218944099378884	4.4	17.0
116953780	jian xu	127413603	engineering	0.8972715954181447	2.0957142857142856	2.2	4.6	1.346110933925209	3.4284234234234234	8.6	11.0
116953780	jiang mingjing	127313418	geology	0.7998943812100288	1.3166666666666669	1.6	2.2	1.070607481597822	3.406666666666667	8.6	16.8
116953780	jianzhuang xiao	121332964	physics	0.6726670440346951	3.617124542124542	6.0	8.0	1.394133379065514	4.803934165592262	17.0	15.8
116953780	tian yang	185592680	chemistry	3.896424627261596	4.173484108148355	7.0	7.4	4.365452378098415	9.086802759747552	24.8	3.8
116953780	xiaoning zhang	127413603	engineering	0.8824989302524603	3.9528571428571433	4.2	1.2	1.961966221092199	4.136862745098039	8.0	4.2
116953780	zheng zhong	121332964	physics	0.15360000000000001	0.4	0.2	0.2	0.46442722342523235	2.7852380952380953	2.4	4.8
119045251	xipeng xu	185592680	chemistry	0.5808263232239963	1.2045454545454546	3.0	2.0	0.9251156022765645	2.2676405946994183	7.8	2.2
119454577	dong jiang	86803240	biology	1.9357599215734198	3.1543594470046084	8.4	6.8	2.4421823853994473	4.160334909655562	22.6	9.4
119454577	futian qu	162324750	economics	0.0	1.3	1.4	1.0	1.1096159128228096	2.06	3.0	1.8
119454577	jianwen zou	86803240	biology	3.325844504963128	4.932271062271063	7.2	4.2	3.3163091169000127	8.727095687331536	19.6	6.4
119454577	jun zhu	185592680	chemistry	0.0	0.0	0.0	0.0	1.2241935745664294	1.7	1.0	1.2
119454577	li xianchun	86803240	biology	0.890842273362205	1.28	1.2	0.8	0.0	4.0166666666666675	3.0	0.2
119454577	wenhua zhang	185592680	chemistry	2.290156771308533	3.0166666666666666	2.0	1.2	3.7629182073735654	10.192418300653594	9.6	1.6
119454577	zhang zhengguang	185592680	chemistry	3.398630391108692	3.392333333333333	6.4	5.8	3.3477670769154515	4.548930795839165	18.2	13.4
12411659	gao xiumei	185592680	chemistry	0.9924571327208869	3.7023809523809517	2.6	8.6	2.3185150726648667	3.9187503224163565	15.6	24.4
125839683	baohua ji	185592680	chemistry	0.0807017543859649	0.2	0.0	0.6	1.7381698303992323	3.5111363636363633	5.2	6.2
125839683	cheng wang	121332964	physics	1.0240215521286977	2.015079365079365	2.2	3.8	1.320287733367199	2.4334920634920634	7.2	7.6
125839683	chun li	185592680	chemistry	0.0	3.9301923076923075	5.4	10.6	0.0	3.1700876504447932	17.2	6.2
125839683	gengkai hu	121332964	physics	0.4276335403726709	3.05	2.0	0.8	1.2549913901591476	2.659988574862717	6.0	6.6
125839683	hu jun	33923547	mathematics	0.0	1.743036701860231	7.0	4.0	0.0	1.1329059829059829	9.6	1.0
125839683	hua huang	41008148	computer science	0.0	1.8	1.0	1.2	0.0	4.002453102453103	6.4	2.6
126520041	chaoyang lu	121332964	physics	0.0	5.1183681568228625	11.8	4.2	0.0	4.295204678362573	20.6	6.2
126520041	chen chusheng	185592680	chemistry	0.9357413871665623	1.6	2.4	3.0	1.712855559483598	2.1530952380952386	7.4	5.6
126520041	chen enhong	41008148	computer science	1.4392605425005325	4.080128205128205	6.2	19.8	1.6729342706568207	4.135627338667538	21.8	30.2
126520041	chen falai	33923547	mathematics	0.3700529654281491	2.3733333333333335	2.2	3.2	0.5787891455921716	2.5528440666884604	5.8	5.6
126520041	chen gao	185592680	chemistry	1.6917854209818768	3.9	2.6	1.2	0.9555686920818015	7.255	3.8	5.6
126520041	chen yuao	121332964	physics	0.0	5.13682503770739	10.6	3.8	0.0	4.490463659147869	18.2	7.0
126520041	cui hua	185592680	chemistry	1.371851182200397	2.1069607843137255	5.2	6.8	2.480293073295568	3.9451683472712737	16.2	8.0
126520041	deng zhaoxiang	185592680	chemistry	0.0	8.881368795481698	16.0	4.2	0.0	4.730193735013132	25.0	3.6
126520041	ding hang	121332964	physics	0.0	3.7	2.2	2.0	0.0	6.314285714285714	5.4	3.0
126520041	ding zejun	185592680	chemistry	0.6156261138227466	1.1333333333333333	1.8	0.8	0.9188269349607416	2.025	3.4	4.6
126520041	dou xiankang	127313418	geology	1.5488036437726205	1.4333333333333331	1.2	1.6	2.831711351720231	2.4791843950962678	6.6	12.0
