fxID	assumeAwardYear	minYear	bf_jif	bf_aveCitation	bf_hindex	bf_paperCnt	af_jif	af_aveCitation	af_hindex	af_paperCnt
10021	2005	1999	0.0	0.0	0.0	0.6	0.0	0.6	1.0	0.6
100210	2012	2007	0.35280183428967954	1.35	1.6	4.6	1.8237208839389574	1.7805143540669857	4.4	7.2
100218	2008	2000	4.606925662082837	2.4416666666666664	3.2	2.2	2.1729079943307834	5.575032679738562	10.6	1.0
100219	2012	2002	2.6296631310720713	4.01998415998416	9.4	9.8	4.250292829179764	5.201163767988376	24.8	11.2
10022	2012	2006	0.31539039968123617	1.678095238095238	2.6	3.2	1.9033445133200637	4.030357142857143	8.2	9.4
100223	2008	1985	1.9754734479458538	8.936356027461638	23.8	9.0	3.007331871109841	7.28657139652875	37.0	11.8
100237	2012	1987	1.7365748834560084	3.2088344988344986	6.8	6.2	2.80937854842285	3.129722548306658	14.2	13.2
100242	2012	2001	0.0	92.3	3.0	0.0	1.3367995095033722	72.18333333333334	4.0	0.2
100245	2010	2005	0.5527495908346973	0.8666666666666666	1.0	1.8	1.486182875980069	6.50873015873016	6.4	1.6
100253	2003	1988	0.09876935291782454	0.6	1.0	0.2	0.0	0.4	1.0	0.0
100254	2012	2005	0.7595691923771328	2.0999999999999996	2.4	1.2	2.027675764372489	3.0214114832535883	6.2	3.0
100258	2002	1982	0.5459261236197777	2.346055505144155	18.8	9.6	1.241056075241473	2.2334923771880293	23.4	10.8
100269	2005	1997	0.49965253753528793	2.792857142857143	3.8	1.0	0.8250901590721007	3.6521001221001215	7.2	2.0
100271	2003	1995	0.0	1.6	1.2	0.2	0.4835033492880198	1.4266666666666665	3.2	3.8
100272	2012	2000	0.2632462686567164	0.6	1.0	0.2	3.266512525842482	3.337142857142857	3.2	2.0
100276	2011	2005	0.24273173513486362	2.8547619047619044	3.2	2.2	2.234460059597535	2.630995670995671	6.4	4.2
100281	2007	1995	0.44094259972762195	1.7666666666666664	1.4	1.4	0.0	0.8	3.0	0.2
100283	2009	1998	0.5349837720672006	0.6	1.4	0.6	0.0	0.2	2.0	0.0
10029	2012	2000	0.0	0.6	2.0	0.4	0.0	0.6	3.0	0.0
100291	2012	2006		0.2	0.2	1.0		0.4	1.0	1.4
100292	2008	1999	0.8630556493356067	1.65	1.6	3.0	1.84355987209261	2.504655248133509	7.4	8.2
100296	2006	1996	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0
100299	2012	2001	0.0	1.8	2.0	0.0	2.330487547410217	2.7800000000000002	3.0	0.8
100306	2009	2001	2.1844764632358777	3.14084126984127	6.4	8.8	4.256041511288642	4.488107967241371	18.8	19.8
100308	2005	1998	0.21930828246370768	0.7	0.6	3.2	1.2833239165489256	2.6037296037296036	5.8	12.8
100310	2004	1994	0.0	0.0	0.0	0.0	0.313313264746219	0.6	0.8	0.6
100313	2009	2003	1.0336253904260753	1.6666666666666665	1.6	1.2	2.4512269158253757	5.5473737373737375	7.2	3.8
100316	2010	2005	0.9499198382377461	1.2166666666666666	1.4	2.0	1.046302472448064	1.5833333333333333	3.8	3.6
100318	2012	2007	0.6352614015572858	1.8333333333333333	1.2	2.2	2.050982232179928	1.9757272727272728	5.2	21.4
100320	2012	2007	1.3601666506806898	1.1	1.0	1.0	2.745410751432535	3.793939393939394	5.6	2.2
100326	2011	2006	2.730700941142331	3.066666666666667	2.6	1.2	3.816508346981222	5.096302521008403	8.6	2.2
100354	2012	2007	1.6284973862186718	1.9805555555555556	2.6	3.0	3.4210725526574435	3.5415042046076524	12.0	10.2
100355	2009	2002	0.4745748020879648	2.479173508483853	3.8	17.6	0.8110559680368246	3.267119350713611	12.8	10.8
100360	2007	2002	0.5536558377570697	2.1	1.6	0.8	3.43295090806009	4.110571095571095	5.8	2.8
100365	2012	2007	0.7895359164360094	1.4333333333333333	1.6	0.6	3.91046918738956	3.275	4.6	1.4
100367	2004	1999	0.6574793072458155	4.833333333333333	1.2	1.2	0.0	5.533333333333333	3.0	0.0
100370	2002	1990	0.3265318555121437	1.7	2.8	0.4	0.7154227049564409	0.8666666666666666	4.2	5.0
100372	2010	2000	2.6717617463124053	2.7959200953653864	10.6	21.2	4.874851432875368	6.392573260829577	26.0	26.0
100377	2008	1997	0.0	0.4	1.0	1.2	1.53118495958508	1.991111111111111	3.8	8.0
100391	2001	1993	0.20333442301405688	0.4	0.8	1.8	0.9691840961112375	1.0285714285714285	1.8	4.2
10040	1998	1991	0.0	0.0	0.0	1.2	0.6492543743032344	1.180952380952381	1.6	16.2
100406	2011	2000	0.0	2.066666666666667	1.6	0.0	0.1153762268266085	0.6	2.2	0.2
100408	2012	2002	1.4024454606409589	4.326387535570066	17.4	10.4	3.1620818298120192	3.3418551164771673	24.4	6.4
100409	2011	2002	0.9544938103492772	3.534945054945055	5.0	3.6	1.5635506161373336	3.3579670329670335	11.0	2.4
100417	2002	1996	0.16018863785917964	1.6666666666666667	0.8	0.8	0.7983767533067633	1.9580628338523076	5.4	7.2
100425	2006	1988	0.0	0.8	1.0	0.0	0.205249343832021	1.2	1.2	0.6
100426	2008	2003	1.4297737367171297	0.7	1.0	1.8	2.2062593247966307	1.7523809523809526	5.6	2.4
100427	2006	1993	1.9530181919185725	1.5571428571428572	1.8	2.8	3.087195293341108	4.437912087912088	9.0	0.6
100435	2007	2001	0.0	0.4	0.6	0.0	0.5454347774402566	0.6	1.0	0.4
100442	2010	2004	1.0643964503367904	3.2333333333333334	2.0	0.4	1.3639374361681376	5.130000000000001	3.6	0.6
100455	2012	2006	1.5417211742381964	2.5	1.2	0.6	6.658291939407002	4.626666666666667	5.4	3.2
100467	2003	1980	0.980935133764753	2.166666666666667	7.8	8.4	1.4674235137588079	2.1925396825396826	9.8	3.4
100471	2008	2001	1.5599271106668822	2.315811965811966	2.6	7.6	1.6289887131319265	3.0058080808080807	10.0	1.6
100475	2009	1993	0.7013329342862349	2.9266666666666667	3.6	2.4	1.0308665992473176	3.5149019607843135	8.2	2.4
10048	2011	2006	0.13114035087719297	0.2	0.8	0.6	0.8370487221793587	1.3333333333333335	1.8	1.6
100482	2012	2006	0.0	0.4	1.2	0.0	5.504811869262103	6.7666666666666675	3.2	1.0
100487	2011	2006	3.3673985714597428	11.762698412698413	3.4	3.0	4.375709040217869	11.485555555555555	10.6	2.2
100490	2011	2004		1.5	1.0	0.4		1.2385714285714287	2.8	4.2
100494	2012	2005	1.4276595744680851	5.3	1.4	1.6	1.4493015667805582	4.3238095238095235	2.8	0.8
100499	2012	2005	4.140614187585753	3.980536130536131	5.6	5.2	5.759146139591616	12.191103974307506	25.4	6.0
1005	2011	2004	1.3628254465657563	3.95	2.6	2.6	3.2151786308380386	7.817857142857143	11.0	2.0
100509	2009	1990	1.4270535777036293	2.6993743099006258	9.4	8.2	3.803484199049513	3.592518537495459	17.2	8.6
100510	2010	2001	0.0	0.2	0.6	0.0	0.5016891891891891	2.0	1.4	0.2
100511	2011	2003	2.0618759317999955	2.6494864612511675	5.8	6.0	2.042198921652091	2.413939393939393	10.6	2.0
100513	2009	1999	0.21447963800904976	0.4	0.2	0.4	0.0	4.166666666666666	2.8	0.2
100521	1998	1991		0.2	0.0	0.0		0.0	0.0	0.0
100526	2012	2001	3.5287947283075587	7.749852216748769	13.0	5.8	2.793084474350151	4.514757723711864	22.8	1.4
100532	2006	1991	1.699746147683311	4.33876612071734	13.0	5.0	2.5900554299768954	4.50717885233397	23.6	3.8
100542	2006	2001	0.027350427350427347	0.4	0.6	0.8	0.03125	0.0	1.0	0.6
100543	2012	2003	1.596138363067612	4.165555555555555	5.6	2.0	3.0390630682289306	3.6076629072681703	10.2	3.8
100545	2011	2006	1.2414304933312659	4.7666666666666675	2.0	0.8	3.220808291835298	5.432121212121213	6.0	2.2
100553	2010	1997	3.750375041020613	10.065798319327731	7.0	4.8	1.2922585504774564	7.575806116080716	16.4	1.6
100560	2011	2002	0.42431761786600497	1.6	1.0	0.2	1.7066522202029581	2.333333333333333	4.8	2.4
100567	2012	2004	4.311354358453426	5.072177822177823	7.4	2.2	4.537571901671635	5.915290677674578	13.6	1.6
100579	2011	2005	1.463366586530356	2.148181818181818	4.6	11.6	3.1635522913101766	2.674848484848485	13.8	2.0
100581	2004	1994		0.0	0.0	0.0		0.0	0.0	0.4
100583	2012	2004	1.5088916120905556	3.323809523809524	4.4	4.2	1.870639293284618	2.3605069809417634	10.8	2.8
100608	2012	2002	0.0	1.6	1.0	0.0	0.0762589928057554	1.8	1.8	0.2
100609	2008	2003	1.8546606155643175	4.6000000000000005	2.2	1.6	3.5997484096693726	7.078636363636363	6.6	4.0
100610	2011	2006	7.720585532812271	5.303333333333333	3.0	2.6	7.598136907951532	11.379720685111987	15.6	4.6
100611	2012	1999	0.29473684210526313	4.9	3.4	0.2	0.0	7.540000000000001	5.4	0.0
100619	2004	1997	0.3651249753908988	0.9666666666666666	2.4	0.6	0.480277371424034	0.6	3.6	0.6
10064	2010	2005	0.02929936305732484	0.4	0.4	0.2	1.62277724751227	2.8666666666666663	2.8	1.4
100640	2008	2003	2.217954739787775	2.861904761904762	2.4	2.2	5.438462509714568	4.449177489177489	8.2	4.8
100642	2011	2006	2.7072951016210807	3.0476190476190483	2.0	1.8	2.6498193106333545	3.4266666666666667	7.2	2.6
100658	2007	2000	0.7156583418672644	0.6	0.8	3.4	0.7228377241861507	1.535930735930736	3.8	3.0
100659	2012	2007	0.9850215169542427	2.25	2.0	1.8	4.94567511864565	8.099340418353577	11.0	5.4
100660	2010	2004	0.9006296575176101	5.681590909090909	8.4	21.0	2.585822103792493	7.887671534085541	40.4	69.2
100662	2011	1996	0.06910086718393428	0.0	2.0	0.2	0.0	0.6	2.0	0.0
100669	2011	2006	1.3141755154316876	1.2333333333333334	1.8	1.6	3.3986030145959516	2.9136904761904763	6.6	5.0
10067	2005	1999	0.43055696583401126	1.7333333333333332	1.8	0.8	1.113824147617086	3.421666666666666	4.0	0.4
100682	2012	2002	1.3309564462202879	4.176803418803418	10.4	3.4	2.701072095186972	5.262498733429356	20.4	18.2
100683	2005	1996	0.6764548941381165	1.8	2.0	6.0	0.8138540635186937	1.9166666666666667	4.8	3.4
100684	2011	2001	3.562258299047059	6.453333333333333	4.2	1.0	0.8028222013170273	3.457142857142857	6.8	0.2
100696	2011	2006	0.7073282291093588	1.0	0.4	1.2	1.362329656961288	1.9833333333333332	3.4	2.4
100698	2012	2007	1.7250118479978809	1.3333333333333335	1.2	1.6	3.7111990963665114	16.15519816622301	22.0	12.0
100699	2010	2002	1.4161282164276179	2.373968253968254	4.8	2.2	2.2318945263128747	6.037912087912088	11.4	0.8
100704	2012	2000	0.027506112469437655	0.0	1.0	1.4	0.0	0.4	1.0	0.0
100705	2010	2005	1.5101053456249316	1.1	1.2	2.4	3.55681479854874	6.1201855287569575	13.8	29.6
100706	2012	2007	1.1051184574539967	4.366666666666667	3.0	1.6	0.862848825605367	6.493411033411033	7.8	1.0
100711	2012	1998	1.0760747259091101	4.514473684210526	10.0	10.4	1.9218400013801649	3.9595600748232327	20.4	13.2
100715	2011	2006	0.054187192118226604	1.4666666666666666	1.0	1.0	0.5766601446486034	2.78	3.6	2.8
100717	2011	2006	0.9140064706150687	0.9400000000000001	1.4	5.2	1.5741122900999374	2.5531623931623932	6.6	11.6
100719	2012	2006	1.8812630819398404	4.011111111111111	3.2	3.2	2.3619968507751943	4.380068532535352	12.2	14.0
10072	2002	1985	0.7189184477641332	1.7713294925625753	9.6	29.4	1.361999704573864	2.255379566751677	17.2	19.8
100722	2008	1993	2.9149133566758105	3.9903785103785103	5.6	2.2	5.471933745932581	7.92987117552335	14.6	9.6
100727	2002	1982	1.0631473484361942	1.6350000000000002	3.0	6.0	0.28531229113167056	1.8783333333333332	6.0	0.6
100732	2002	1997	0.30487516794377756	0.5	0.8	0.4	1.6437591508685352	1.6678571428571431	3.0	3.0
100735	2012	2006	2.933864404319745	5.291428571428572	5.0	4.4	4.0592333469600455	4.275371762740184	10.8	2.6
100739	2002	1985	0.0789090909090909	1.2	1.0	0.2	0.0	0.2	1.0	0.0
10074	2010	2002	1.787482834720716	1.8119047619047621	4.4	6.2	2.0506883841465773	2.0268398268398267	9.0	8.2
100740	2006	1991	0.19408302816931508	0.8	2.0	2.2	1.212079493636885	4.378290598290598	4.4	6.0
100754	2011	2005	0.45143022653871795	0.4	0.2	1.2	3.824320669323084	3.103333333333333	4.2	1.0
10076	2012	2006	0.0	0.8	0.8	1.6	0.0	1.2666666666666666	2.8	0.2
100767	2003	1992	0.3507259615384616	0.8	1.4	0.4	0.2717557251908397	3.2	3.2	0.4
100769	2010	2004	1.561199261118742	6.3	2.6	0.6	3.473981634537902	6.473111111111112	10.8	12.4
10077	2003	1994	0.1280562708396072	0.4	1.0	1.2	0.29535117604420547	1.33	2.8	1.4
100771	2012	2006	3.818986815727797	23.53142857142857	3.4	2.0	3.00671948054728	6.289377289377289	9.0	0.8
100772	2011	2006	0.7544335980450027	2.1	1.0	0.8	3.944270474058423	4.073333333333333	5.2	1.2
100775	2010	2004	2.0668194576310293	6.625062656641605	6.8	4.0	5.013184825649956	9.78249087868653	18.2	4.4
100778	2007	1996	0.5294226327944573	0.4	1.2	0.2	3.002392451493638	1.4	2.6	1.4
100780	2011	2003	0.136	1.0	1.4	0.8	0.0	2.05	4.0	0.6
100781	2007	1998	0.5775039374347617	0.6	1.0	0.6	1.382066990143404	2.178096416254311	5.0	14.4
100782	2011	2005	0.9133890187928341	0.2	0.2	2.4	6.918673851919922	5.807954545454545	6.8	4.8
100788	2005	1995	1.0413398693557983	2.793939393939394	4.0	4.6	2.1976662625898173	3.9417532552315167	12.0	6.6
100791	2011	2002	2.2291427769334993	4.005537267080745	6.8	8.4	1.9110857845960265	4.16203375006431	18.0	5.4
100796	2007	1993	0.5388195232690125	2.1327725215960514	6.6	0.2	0.0	1.5865079365079364	9.0	0.0
10080	2007	1996	0.0	0.4	0.6	0.0	2.2744158973687587	3.965921855921856	5.4	5.2
100807	2003	1980	2.909582392999478	2.0144444444444445	4.4	7.0	3.4244055665815885	14.337487768749629	11.0	9.4
100808	2011	2006	1.9665262728647945	2.2199999999999998	2.0	2.8	3.5711319962579857	4.815584415584416	10.8	5.4
10083	2010	2004	0.0	0.4	0.4	0.0	1.3954858169892053	1.6666666666666665	1.4	0.6
100833	2010	1997	0.0	0.6	2.0	0.0	0.8766381766381766	1.5	2.2	0.2
10084	2010	2003	1.6361703259766265	2.333333333333333	2.2	1.8	2.999932193438849	2.050757575757576	6.8	1.2
100847	2012	2002	1.0077495397948397	3.052380952380952	2.0	1.2	1.4123844349208277	4.8963636363636365	8.0	0.6
100853	2001	1981	0.7606122753374599	4.403636363636363	10.0	0.4	2.392681534405585	4.92329831932773	13.2	3.8
100866	2004	1989	0.0	0.2	0.4	0.6	0.35567258612675945	0.6	1.0	3.6
100874	2011	2006	0.7829922665912484	4.6	0.8	1.6	3.854977394197134	7.616961143431732	8.2	4.2
10088	2011	2005	1.4972065173123617	0.48	0.6	2.8	7.15041968664112	4.864196078431372	9.2	5.0
100882	2009	1997	2.5023427153677034	4.660309829059829	10.8	7.8	3.550517315428155	11.93274095495148	31.8	5.8
100884	2012	2007	2.9389611769301887	1.2	1.2	1.2	9.002625966774712	11.83531746031746	7.8	3.6
100891	2010	2004	2.2338502053207434	3.2444444444444445	3.0	2.8	3.443934707042518	13.761264328157944	17.2	7.0
100895	2000	1990	0.03285100821508589	0.4666666666666666	0.6	1.4	0.25239457630127743	1.5333333333333334	2.8	2.8
100896	2003	1996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
100897	2008	1990	1.8921817126931528	4.158762199391121	15.2	3.0	2.663847423806457	10.78460427744299	20.8	25.0
100900	2011	2005	2.308288628727197	4.46984126984127	3.6	2.8	3.129649550010405	6.359166666666667	15.2	2.4
100908	2005	1996	0.0	0.4	0.8	0.6	1.8933683811275703	2.475964912280702	3.4	11.0
100914	2012	1998	0.6980200377372001	1.3	1.6	1.2	3.179628447601624	3.073317460317461	6.2	7.0
100915	2011	2005	0.26420005126495133	0.2	1.0	0.4	2.6619896020239233	4.5	4.2	1.2
100926	2012	1996	2.065525613575384	3.319284893016145	11.0	8.0	3.7180524929886722	3.408922895578345	21.8	5.4
100929	2010	2002	1.1097950905923322	2.5253968253968253	3.6	4.2	2.1520169439405805	2.7920135420135423	7.8	8.0
100943	2012	2007	1.1751580746900732	1.6833333333333331	2.2	2.2	3.3638079166089647	3.6506613716536456	9.8	10.4
100948	2010	2005	0.5388195232690125	0.8	0.8	0.2	0.17935943060498216	0.6	1.0	0.2
100960	2012	1989	1.0362122395214814	2.406123316796598	6.2	28.4	2.014960848755474	2.1948242518351213	18.6	36.4
100962	2007	1994	1.8759574767098264	14.630555555555555	6.0	2.0	0.0	50.61666666666667	7.0	0.0
100966	2009	2000	0.6917084133881902	4.4	1.0	1.2	2.2895514828873593	3.367350427350427	5.6	5.6
100971	2008	2002	1.0629755145641948	4.652380952380952	2.6	10.4	2.0867051387408218	9.20380701754386	15.8	38.8
100972	2012	2005	0.0	0.6	1.0	0.0	0.0	0.2	1.0	0.2
100976	2010	2004	0.555646073759743	1.25	1.0	2.0	3.6998720273112538	2.5306098302200253	6.4	7.8
10099	2012	2004	4.469996372728627	2.6083333333333334	4.8	3.4	3.701243502363327	4.013630653394734	11.8	3.2
101015	2011	2004	2.7541363382529056	3.0149999999999997	4.4	3.2	2.630346043674296	7.639238539238539	9.6	2.2
101017	2012	1999	3.486149284600566	4.390769230769231	4.4	6.2	3.5326885834055055	6.771242083703884	16.0	14.4
101018	2010	2003	0.30063051702395965	1.8	1.0	0.2	5.013244345040745	2.05	1.8	1.0
101026	2004	1998	0.18879615205193803	1.3	1.8	0.8	0.0	1.1800000000000002	3.0	0.0
101029	2011	2006	2.150567555943011	2.4772222222222227	2.4	3.2	3.925748030522031	3.8230555555555554	10.6	2.0
101034	2010	1996	0.48442243661360207	0.33333333333333337	1.2	1.6	2.1917346920149634	2.752673992673993	6.2	3.2
101036	2010	2004	1.2866362571322185	2.95	1.8	0.8	3.41389506241779	2.5819047619047617	4.4	0.6
101039	2012	2005	1.535179583143823	2.5632080200501255	5.0	15.2	3.449919805878804	4.598965989977605	23.8	32.8
10104	2010	2004	1.3856252422956081	2.2333333333333334	2.4	5.8	3.280823911680943	5.903413436587487	19.0	68.4
101044	2012	2007	1.7524491007014205	2.5666666666666664	2.0	2.6	2.4673872507241286	5.72718954248366	10.6	2.4
101046	2002	1993	1.4998189093242342	7.3933333333333335	5.0	2.8	4.246330513521488	5.380084243242138	10.0	6.0
10105	2005	1998	0.07351351351351351	1.0	1.0	3.4	0.6094875645547816	1.9660163507989599	4.8	9.2
101057	2007	2002	0.6100855753522116	1.4755555555555557	1.8	4.4	1.9556083433305786	2.3140343915343915	7.8	6.8
10106	2003	1996	0.5327179155245678	0.8833333333333334	2.0	3.2	1.5543771137541786	2.0499735630223435	6.8	11.6
101062	2009	2004	0.0	0.2	0.4	0.6	1.3580508276113359	1.95	1.8	1.0
101075	2012	2007	1.8205700757875019	2.12	2.4	2.8	2.782540628378076	2.9206698564593303	7.8	3.8
101080	2011	2002	1.2344513833140078	2.0533333333333337	2.0	2.2	3.9263116882765265	5.204545454545455	7.6	3.0
101096	2006	1998	0.5927547187456164	1.7666666666666664	1.8	0.4	0.11393034825870647	3.5	3.0	0.2
101099	2007	1999	0.5605972086429569	1.7733333333333334	2.2	0.8	0.4929968413381139	3.2404761904761905	5.2	0.6
1011	2011	2006	0.0	1.0	0.8	0.2	1.276152281813245	0.8666666666666666	1.2	0.6
101100	2012	2003	0.6369086841705649	1.2333333333333332	1.4	2.2	1.8589591231673908	2.4604761904761903	3.6	1.6
101101	2010	2001	3.1860971857989555	3.2295454545454545	4.6	1.6	2.9801812009510287	3.235858585858586	8.4	3.2
101116	2010	2005	1.7370081735196083	1.9266666666666665	1.4	4.8	9.852503696783469	14.94425775284401	15.4	15.6
101124	2012	2001	1.6798375095523468	4.123333333333333	6.2	0.4	0.0	2.993571428571429	8.4	0.0
101129	2009	2002	0.8137102195825616	2.333333333333333	2.2	1.2	2.034894674927702	3.088	8.0	5.0
101138	2003	1991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101150	2010	2004	0.0	0.0	0.0	0.0	4.534635203759377	3.4899999999999998	1.0	1.2
101152	2007	2001	0.9512670752683305	0.26666666666666666	0.2	3.2	1.8222063508079103	3.7317948717948726	7.2	8.6
101154	2008	1996	0.0	0.0	0.0	0.0	3.03680689418797	4.177272727272728	5.0	7.2
101164	2011	1999	2.457243403895373	4.4282856032856035	5.8	0.8	0.7881305637982197	6.703589743589744	9.4	0.2
101165	2009	1997	0.0	0.0	1.0	0.0	1.580759861751181	2.6974025974025975	3.6	3.6
101174	2012	2007	3.9394099174950368	10.17	3.2	3.0	5.231623340947019	20.35045584045584	12.6	6.4
101183	2012	2007	0.9134818900970568	1.0333333333333334	1.2	2.0	1.0393202288260128	2.1028571428571423	3.8	6.6
101187	2011	2001	1.2847646639892076	2.503463203463203	3.8	3.0	2.677368361326899	3.833037300458353	11.6	5.6
101190	2002	1996	3.0955073874329653	6.412554112554112	3.4	3.8	4.081693833840664	21.373993506493505	33.2	27.0
101194	2010	2001	1.7549588882634617	3.343333333333333	3.2	2.6	1.9703079691872305	4.135457875457876	9.8	5.6
101196	2004	1996	0.6758206925858247	2.43495175848117	8.2	8.8	1.308430581320022	2.5776545595876987	15.0	7.0
101201	2009	2000	2.2508208407565613	4.011111111111111	3.0	2.0	1.6342342342342342	17.07111111111111	8.8	0.2
101207	2003	1980	2.3107211847811264	14.83827067669173	7.0	6.8	4.041874328426701	8.267493337640314	16.4	12.2
101212	2006	1989	0.5414216768041875	4.368571428571428	3.4	0.8	1.1634934080796095	5.608205128205129	7.2	2.6
101221	2009	2003	2.052152695510041	3.6	4.4	1.8	3.29721159297823	8.165321637426901	12.8	1.8
101230	2003	1996	0.32743906124121674	2.2399999999999998	3.4	1.8	1.0488983582439333	3.217857142857143	6.4	4.2
101232	2011	2003	3.688980600667496	14.294444444444446	5.0	1.6	6.411062420960475	12.50955710955711	11.2	1.0
