13847	102608744
12728	1038923144
44514	1048688720
57175	1082325523
63048	1099698064
49797	1113699904
85232	1126371583
85232	1126371583
96644	1129851895
49288	11348134
64451	114847808
22156	1155007596
4102	1156148646
7760	1166027658
79313	1171908564
1708	119732396
74142	1204674969
66415	1205172910
48100	120671465
43984	12088164
38565	1224664800
25579	1228588848
30442	123380901
20418	1234921804
70282	125934000
89883	1265299429
31720	1270127962
37381	127051157
16602	1271947275
26821	127505196
2523	1289526738
35140	1298348137
21587	131319887
90757	1326012892
40899	1330282718
11602	133617699
99298	1341361962
7167	1364592758
2370	1368821294
98329	139900089
42621	1406017381
43423	1409335097
54867	1414070041
66497	14350359
2895	1440278217
101797	1444178764
55544	1444242252
101865	1448253162
9102	1456423293
72938	1468750374
29428	1474460969
75384	1476051660
68646	1479332637
49857	148028028
59283	1482634699
82537	1487636976
82537	1487636976
58533	1489933968
26560	1492670098
66598	1507617011
72	1513347998
69502	1516252153
31919	1518052601
9893	1520916810
83565	15235242
87964	1527929564
97063	153316125
67327	153552741
13216	1539806497
35624	1550419227
55963	1551038256
35854	1554255824
25663	1554724804
65642	1563433288
5406	1563770344
85663	1567580566
73748	1569171415
73748	1569171415
100972	1569809709
4202	157588798
100121	1576773954
26788	1586537082
73646	1587054615
47558	1591290115
32335	160202727
52270	1603364583
53083	1603383808
18294	1603576898
4909	160591858
17992	1608617265
37379	161237284
9849	1614022152
15193	16175187
100704	1635148374
46608	1637265637
46608	1637265637
61891	164320112
71535	165226029
46668	1659608593
15890	1663638803
83083	1672055173
51573	1680916037
63050	1684025896
57947	1685223830
57947	1685223830
11331	1691077143
91536	16947473
54893	1696399272
34694	169762301
7355	1698671582
98486	1707922495
22662	1732681176
6142	173345437
47499	1751759276
61451	1754570159
65651	1756980210
30003	175778165
73357	1758083137
85654	1760419344
99979	1760832220
26569	1768702493
74567	1778967224
7576	1799445977
99450	180108957
39158	1810739527
35132	181181486
2426	1811820982
46003	182053841
50598	1822676266
51456	1823033438
53622	1827722697
3184	1832697079
92281	1834671155
100542	1836986099
52413	1841614954
61664	184322722
55551	1848677491
100895	1850186082
86573	1850378141
36921	1851866442
7118	1855989441
86277	1859182133
30749	1859321307
7599	1860922580
9567	1864903988
34510	1866897055
36036	1869787586
75224	1871158244
97880	1876103468
54601	1880532091
45705	1883815341
2104	18851973
66563	188544384
69053	1887258365
10903	1888231534
53881	1888423457
1673	1889951203
11194	1894009215
29281	1894308642
61369	1894556669
65121	1894719595
27372	1895555568
91875	1896378540
91154	1896917933
40904	1898005881
74267	1899175166
77387	1900504705
95093	1901264535
87839	1901488571
230	1906940463
26724	1907100767
55259	1907453209
94107	1908447128
32703	1908967510
28951	1909022849
72166	1909540586
12763	1911737500
28843	1915139377
80675	1915578266
91342	1916428393
