JQ_affiliationID	JQ_sortedName	CO_authorID	Ki	Kj	Kij	flag	CII
19820366	hong zhang	2565220215	230	60	49	1	0.0035507246376811595
19820366	hong zhang	2141399423	230	41	1	1	0.00010604453870625662
19820366	hong zhang	2142942080	230	7	4	1	0.002484472049689441
19820366	hong zhang	2652778369	230	6	4	1	0.002898550724637681
19820366	hong zhang	2467490179	230	4	2	1	0.002173913043478261
19820366	hong zhang	1974244227	230	5	1	1	0.0008695652173913044
19820366	hong zhang	1996561283	230	40	1	1	0.00010869565217391305
19820366	hong zhang	2205470096	230	26	7	1	0.0011705685618729096
19820366	hong zhang	2129171860	230	14	2	1	0.0006211180124223603
19820366	hong zhang	2690825110	230	1	1	1	0.004347826086956522
19820366	hong zhang	2308092316	230	1	1	1	0.004347826086956522
19820366	hong zhang	2761046945	230	6	1	1	0.0007246376811594203
19820366	hong zhang	2165327268	230	12	2	1	0.0007246376811594203
19820366	hong zhang	2128003500	230	29	3	1	0.0004497751124437781
19820366	hong zhang	2098454444	230	12	1	1	0.00036231884057971015
19820366	hong zhang	2169961904	230	9	2	1	0.000966183574879227
19820366	hong zhang	2289997744	230	1	1	1	0.004347826086956522
19820366	hong zhang	2638307258	230	9	1	1	0.0004830917874396135
19820366	hong zhang	2609456064	230	1	1	1	0.004347826086956522
19820366	hong zhang	2684744647	230	15	1	1	0.0002898550724637681
19820366	hong zhang	2052769224	230	3	2	1	0.002898550724637681
19820366	hong zhang	2638372297	230	3	2	1	0.002898550724637681
19820366	hong zhang	2669444600	230	15	1	1	0.0002898550724637681
19820366	hong zhang	2125782475	230	44	8	1	0.0007905138339920949
19820366	hong zhang	2622186959	230	3	1	1	0.0014492753623188406
19820366	hong zhang	2164694482	230	12	1	1	0.00036231884057971015
19820366	hong zhang	2557777887	230	36	1	1	0.00012077294685990338
19820366	hong zhang	2141609956	230	29	2	1	0.0002998500749625187
19820366	hong zhang	2583534565	230	4	2	1	0.002173913043478261
19820366	hong zhang	2657060330	230	16	1	1	0.0002717391304347826
19820366	hong zhang	2114442733	230	1	1	1	0.004347826086956522
19820366	hong zhang	2078543854	230	4	2	1	0.002173913043478261
19820366	hong zhang	2682784242	230	5	3	1	0.0026086956521739132
19820366	hong zhang	2695741430	230	5	1	1	0.0008695652173913044
19820366	hong zhang	2612818936	230	1	1	1	0.004347826086956522
19820366	hong zhang	2643875322	230	2	1	1	0.002173913043478261
19820366	hong zhang	2162932736	393	8	1	0	0.0003180661577608143
19820366	hong zhang	2110364672	393	4	4	0	0.002544529262086514
19820366	hong zhang	2099438592	393	33	4	0	0.00030842778934381986
19820366	hong zhang	2116308489	393	27	2	0	0.00018848364904344549
19820366	hong zhang	2700830221	393	31	3	0	0.0002462447672986949
19820366	hong zhang	2129707538	393	68	9	0	0.0003367759317467445
19820366	hong zhang	2096974869	393	72	2	0	7.068136839129205e-05
19820366	hong zhang	2084070423	393	7	1	0	0.0003635041802980734
19820366	hong zhang	2149529111	393	1	1	0	0.002544529262086514
19820366	hong zhang	2183133209	393	2	1	0	0.001272264631043257
19820366	hong zhang	2164300827	393	49	2	0	0.00010385833722802097
19820366	hong zhang	2172252702	393	28	6	0	0.0005452562704471102
19820366	hong zhang	2119854625	393	28	7	0	0.0006361323155216285
19820366	hong zhang	2224544804	393	6	2	0	0.0008481764206955047
19820366	hong zhang	2656987181	393	6	1	0	0.00042408821034775233
19820366	hong zhang	2162445359	393	29	6	0	0.0005264543300868649
19820366	hong zhang	2144486448	393	63	11	0	0.0004442828870309786
19820366	hong zhang	2168318022	393	62	4	0	0.00016416317819912992
19820366	hong zhang	2250280519	393	1	1	0	0.002544529262086514
19820366	hong zhang	2137467464	393	5	2	0	0.0010178117048346056
19820366	hong zhang	2489575497	393	50	2	0	0.00010178117048346055
19820366	hong zhang	2617022538	393	102	47	0	0.0011724791697849623
19820366	hong zhang	2170764363	393	85	1	0	2.99356383774884e-05
19820366	hong zhang	2231487564	393	59	3	0	0.00012938284383490748
19820366	hong zhang	2653046345	393	4	4	0	0.002544529262086514
19820366	hong zhang	2574152276	393	1	1	0	0.002544529262086514
19820366	hong zhang	1925168219	393	25	1	0	0.00010178117048346055
19820366	hong zhang	2115996766	393	2	2	0	0.002544529262086514
19820366	hong zhang	2298482270	393	21	18	0	0.0021810250817884407
19820366	hong zhang	2557889634	393	25	1	0	0.00010178117048346055
19820366	hong zhang	2129533547	393	2	2	0	0.002544529262086514
19820366	hong zhang	2150910062	393	6	1	0	0.00042408821034775233
19820366	hong zhang	2608655470	393	42	2	0	0.00012116806009935781
19820366	hong zhang	2562579566	393	31	3	0	0.0002462447672986949
19820366	hong zhang	2155327605	393	36	30	0	0.0021204410517387615
19820366	hong zhang	2706092166	393	1	1	0	0.002544529262086514
19820366	hong zhang	2715883657	393	26	9	0	0.0008807985907222549
19820366	hong zhang	2682026129	393	3	3	0	0.002544529262086514
19820366	hong zhang	2240168593	393	84	7	0	0.00021204410517387616
19820366	hong zhang	2162779794	393	37	19	0	0.0013066501616119937
19820366	hong zhang	2632909972	393	19	9	0	0.0012053033346725592
19820366	hong zhang	2460693141	393	50	43	0	0.002188295165394402
19820366	hong zhang	2705302171	393	1	1	0	0.002544529262086514
19820366	hong zhang	2151131293	393	18	4	0	0.0005654509471303364
19820366	hong zhang	2117060277	393	6	2	0	0.0008481764206955047
19820366	hong zhang	2702245560	393	27	1	0	9.424182452172274e-05
19820366	hong zhang	2117731513	393	1	1	0	0.002544529262086514
19820366	hong zhang	2164181178	393	21	3	0	0.0003635041802980734
19820366	hong zhang	2761329339	393	2	2	0	0.002544529262086514
19820366	hong zhang	2309533887	393	1	1	0	0.002544529262086514
19820366	hong zhang	2507606721	393	1	1	0	0.002544529262086514
19820366	hong zhang	2311174850	393	2	2	0	0.002544529262086514
19820366	hong zhang	2639679691	393	1	1	0	0.002544529262086514
19820366	hong zhang	2159094990	393	5	2	0	0.0010178117048346056
19820366	hong zhang	2099543758	393	3	3	0	0.002544529262086514
19820366	hong zhang	2104129231	393	24	6	0	0.0006361323155216285
19820366	hong zhang	2129832657	393	1	1	0	0.002544529262086514
19820366	hong zhang	2719932120	393	6	3	0	0.001272264631043257
19820366	hong zhang	2275623641	393	1	1	0	0.002544529262086514
19820366	hong zhang	2324269785	393	34	4	0	0.000299356383774884
19820366	hong zhang	2689557721	393	3	3	0	0.002544529262086514
19820366	hong zhang	2102654681	393	13	5	0	0.0009786651008025053
19820366	hong zhang	2714617572	393	5	5	0	0.002544529262086514
19820366	hong zhang	2121002727	393	16	2	0	0.0003180661577608143
19820366	hong zhang	1603364583	393	24	7	0	0.0007421543681085666
19820366	hong zhang	1495386349	393	38	1	0	6.696129637069774e-05
19820366	hong zhang	2031923449	393	53	1	0	4.800998607710404e-05
19820366	hong zhang	2146408698	393	28	7	0	0.0006361323155216285
19820366	hong zhang	1921777917	393	7	3	0	0.0010905125408942203
19820366	hong zhang	2629914886	393	8	1	0	0.0003180661577608143
19820366	hong zhang	2618050829	393	8	2	0	0.0006361323155216285
19820366	hong zhang	2218104077	393	26	1	0	9.786651008025054e-05
19820366	hong zhang	2561116952	393	1	1	0	0.002544529262086514
19820366	hong zhang	2214162201	393	203	7	0	8.774238834781083e-05
19820366	hong zhang	2152569119	393	8	1	0	0.0003180661577608143
19820366	hong zhang	2089081631	393	52	4	0	0.00019573302016050108
19820366	hong zhang	2583363877	393	72	1	0	3.5340684195646025e-05
19820366	hong zhang	2026256680	393	4	1	0	0.0006361323155216285
19820366	hong zhang	2570199340	393	68	18	0	0.000673551863493489
19820366	hong zhang	2712552243	393	75	4	0	0.00013570822731128076
19820366	hong zhang	2499681593	393	6	1	0	0.00042408821034775233
19820366	hong zhang	2660837692	393	6	5	0	0.0021204410517387615
19820366	hong zhang	2012791106	393	2	1	0	0.001272264631043257
19820366	hong zhang	2161148227	393	38	1	0	6.696129637069774e-05
19820366	hong zhang	1259058006	393	23	1	0	0.00011063170704723974
19820366	hong zhang	2160511836	393	7	1	0	0.0003635041802980734
19820366	hong zhang	2657540468	393	4	3	0	0.0019083969465648854
19820366	hong zhang	2565220215	393	100	87	0	0.0022137404580152673
19820366	hong zhang	2141399423	393	33	1	0	7.710694733595497e-05
19820366	hong zhang	2142942080	393	23	8	0	0.000885053656377918
19820366	hong zhang	2652778369	393	9	6	0	0.0016963528413910093
19820366	hong zhang	2467490179	393	8	2	0	0.0006361323155216285
19820366	hong zhang	1974244227	393	5	2	0	0.0010178117048346056
19820366	hong zhang	1996561283	393	49	3	0	0.00015578750584203146
19820366	hong zhang	2205470096	393	34	8	0	0.000598712767549768
19820366	hong zhang	2129171860	393	27	2	0	0.00018848364904344549
19820366	hong zhang	2690825110	393	17	7	0	0.001047747343212094
19820366	hong zhang	2308092316	393	1	1	0	0.002544529262086514
19820366	hong zhang	2761046945	393	9	1	0	0.0002827254735651682
19820366	hong zhang	2165327268	393	5	2	0	0.0010178117048346056
19820366	hong zhang	2128003500	393	33	2	0	0.00015421389467190993
19820366	hong zhang	2098454444	393	17	1	0	0.000149678191887442
19820366	hong zhang	2169961904	393	35	1	0	7.270083605961468e-05
19820366	hong zhang	2289997744	393	1	1	0	0.002544529262086514
19820366	hong zhang	2638307258	393	1	1	0	0.002544529262086514
19820366	hong zhang	2609456064	393	4	4	0	0.002544529262086514
19820366	hong zhang	2684744647	393	33	6	0	0.0004626416840157298
19820366	hong zhang	2052769224	393	1	1	0	0.002544529262086514
19820366	hong zhang	2638372297	393	1	1	0	0.002544529262086514
19820366	hong zhang	2669444600	393	63	13	0	0.0005250615937638838
19820366	hong zhang	2125782475	393	106	2	0	4.800998607710404e-05
19820366	hong zhang	2622186959	393	52	1	0	4.893325504012527e-05
19820366	hong zhang	2164694482	393	14	1	0	0.0001817520901490367
19820366	hong zhang	2557777887	393	60	3	0	0.0001272264631043257
19820366	hong zhang	2141609956	393	54	4	0	0.00018848364904344549
19820366	hong zhang	2583534565	393	1	1	0	0.002544529262086514
19820366	hong zhang	2657060330	393	64	1	0	3.9758269720101784e-05
19820366	hong zhang	2114442733	393	1	1	0	0.002544529262086514
19820366	hong zhang	2078543854	393	1	1	0	0.002544529262086514
19820366	hong zhang	2682784242	393	1	1	0	0.002544529262086514
19820366	hong zhang	2695741430	393	18	1	0	0.0001413627367825841
19820366	hong zhang	2612818936	393	37	25	0	0.0017192765284368338
19820366	hong zhang	2643875322	393	4	3	0	0.0019083969465648854
19820366	hong zhong	2099407782	28	54	1	1	0.0006613756613756613
19820366	hong zhong	2430209126	28	4	2	1	0.017857142857142856
19820366	hong zhong	2147953322	28	64	10	1	0.005580357142857143
19820366	hong zhong	2132329771	28	6	6	1	0.03571428571428571
19820366	hong zhong	2398484238	28	13	1	1	0.0027472527472527475
19820366	hong zhong	2476009524	28	2	2	1	0.03571428571428571
19820366	hong zhong	2637279509	28	1	1	1	0.03571428571428571
19820366	hong zhong	2169547223	28	21	3	1	0.00510204081632653
19820366	hong zhong	2124851288	28	34	1	1	0.0010504201680672268
19820366	hong zhong	2420231068	28	35	1	1	0.0010204081632653062
19820366	hong zhong	2139230142	28	12	11	1	0.03273809523809524
19820366	hong zhong	2099407782	23	26	1	0	0.0016722408026755853
19820366	hong zhong	2430209126	23	3	2	0	0.028985507246376812
19820366	hong zhong	2147953322	23	43	3	0	0.003033367037411527
19820366	hong zhong	2132329771	23	9	8	0	0.03864734299516908
19820366	hong zhong	2398484238	23	6	1	0	0.007246376811594203
19820366	hong zhong	2476009524	23	1	1	0	0.043478260869565216
19820366	hong zhong	2637279509	23	7	2	0	0.012422360248447204
19820366	hong zhong	2169547223	23	23	3	0	0.005671077504725898
19820366	hong zhong	2124851288	23	37	3	0	0.0035252643948296123
19820366	hong zhong	2420231068	23	28	1	0	0.0015527950310559005
19820366	hong zhong	2139230142	23	11	10	0	0.039525691699604744
19820366	hongbin ji	2642682507	37	2	2	1	0.02702702702702703
19820366	hongbin ji	2653415692	37	7	2	1	0.007722007722007722
19820366	hongbin ji	2125492118	37	89	17	1	0.00516246583662314
19820366	hongbin ji	2122473111	37	27	1	1	0.001001001001001001
19820366	hongbin ji	2101710742	37	29	3	1	0.0027958993476234857
19820366	hongbin ji	2618044699	37	1	1	1	0.02702702702702703
19820366	hongbin ji	2130393374	37	10	1	1	0.002702702702702703
19820366	hongbin ji	2581744800	37	9	2	1	0.006006006006006006
19820366	hongbin ji	2786918311	37	2	1	1	0.013513513513513514
19820366	hongbin ji	317553577	37	21	2	1	0.002574002574002574
19820366	hongbin ji	2156284714	37	75	1	1	0.00036036036036036037
19820366	hongbin ji	2607172010	37	7	2	1	0.007722007722007722
19820366	hongbin ji	2161054508	37	24	4	1	0.0045045045045045045
19820366	hongbin ji	2618110388	37	3	3	1	0.02702702702702703
19820366	hongbin ji	1973763389	37	84	3	1	0.0009652509652509653
19820366	hongbin ji	2155284861	37	12	2	1	0.0045045045045045045
19820366	hongbin ji	2712393920	37	7	4	1	0.015444015444015444
19820366	hongbin ji	2106156992	37	13	7	1	0.014553014553014554
19820366	hongbin ji	2250212419	37	142	11	1	0.002093642938713361
19820366	hongbin ji	2577427268	37	2	1	1	0.013513513513513514
19820366	hongbin ji	2253176389	37	23	2	1	0.0023501762632197414
19820366	hongbin ji	2120398149	37	12	3	1	0.006756756756756757
19820366	hongbin ji	2614690888	37	15	2	1	0.0036036036036036037
19820366	hongbin ji	2127320521	37	8	8	1	0.02702702702702703
19820366	hongbin ji	2632713039	37	4	4	1	0.02702702702702703
19820366	hongbin ji	305290191	37	66	3	1	0.0012285012285012285
19820366	hongbin ji	2108134994	37	56	6	1	0.0028957528957528956
19820366	hongbin ji	2262790740	37	5	2	1	0.010810810810810811
19820366	hongbin ji	2002354901	37	10	2	1	0.005405405405405406
19820366	hongbin ji	2121667028	37	91	8	1	0.002376002376002376
19820366	hongbin ji	2643372635	37	48	4	1	0.0022522522522522522
19820366	hongbin ji	2006095707	37	12	1	1	0.0022522522522522522
19820366	hongbin ji	2166637789	37	10	2	1	0.005405405405405406
19820366	hongbin ji	2607625695	37	10	4	1	0.010810810810810811
19820366	hongbin ji	2148907107	37	26	1	1	0.0010395010395010396
19820366	hongbin ji	2302848483	37	26	13	1	0.013513513513513514
19820366	hongbin ji	2101269352	37	11	9	1	0.022113022113022112
19820366	hongbin ji	2096500585	37	2	1	1	0.013513513513513514
19820366	hongbin ji	2573061995	37	24	3	1	0.0033783783783783786
19820366	hongbin ji	2501852014	37	1	1	1	0.02702702702702703
19820366	hongbin ji	2701213935	37	2	2	1	0.02702702702702703
19820366	hongbin ji	2123337840	37	2	2	1	0.02702702702702703
19820366	hongbin ji	2122270320	37	5	4	1	0.021621621621621623
19820366	hongbin ji	2127256178	37	20	1	1	0.0013513513513513514
19820366	hongbin ji	2014452590	37	62	1	1	0.00043591979075850045
19820366	hongbin ji	2113018485	37	2	2	1	0.02702702702702703
19820366	hongbin ji	2685203318	37	1	1	1	0.02702702702702703
19820366	hongbin ji	2579278711	37	7	6	1	0.023166023166023165
19820366	hongbin ji	2648981112	37	24	1	1	0.0011261261261261261
19820366	hongbin ji	2620555126	37	2	1	1	0.013513513513513514
19820366	hongbin ji	2138117242	37	12	11	1	0.024774774774774775
19820366	hongbin ji	2164033149	37	18	3	1	0.0045045045045045045
19820366	hongbin ji	2127958910	37	10	4	1	0.010810810810810811
19820366	hongbin ji	2642682507	45	5	5	0	0.022222222222222223
19820366	hongbin ji	2653415692	45	2	2	0	0.022222222222222223
19820366	hongbin ji	2125492118	45	154	15	0	0.0021645021645021645
19820366	hongbin ji	2122473111	45	15	1	0	0.0014814814814814814
19820366	hongbin ji	2101710742	45	62	5	0	0.0017921146953405018
19820366	hongbin ji	2618044699	45	11	10	0	0.020202020202020204
19820366	hongbin ji	2130393374	45	27	4	0	0.0032921810699588477
19820366	hongbin ji	2581744800	45	67	5	0	0.001658374792703151
19820366	hongbin ji	2786918311	45	4	1	0	0.005555555555555556
19820366	hongbin ji	317553577	45	82	1	0	0.00027100271002710027
19820366	hongbin ji	2156284714	45	48	1	0	0.000462962962962963
19820366	hongbin ji	2607172010	45	12	6	0	0.011111111111111112
19820366	hongbin ji	2161054508	45	29	3	0	0.0022988505747126436
19820366	hongbin ji	2618110388	45	4	4	0	0.022222222222222223
19820366	hongbin ji	1973763389	45	71	1	0	0.00031298904538341156
19820366	hongbin ji	2155284861	45	22	2	0	0.00202020202020202
19820366	hongbin ji	2712393920	45	1	1	0	0.022222222222222223
19820366	hongbin ji	2106156992	45	12	2	0	0.003703703703703704
19820366	hongbin ji	2250212419	45	65	3	0	0.0010256410256410256
19820366	hongbin ji	2577427268	45	12	9	0	0.016666666666666666
19820366	hongbin ji	2253176389	45	52	4	0	0.0017094017094017094
19820366	hongbin ji	2120398149	45	33	5	0	0.003367003367003367
19820366	hongbin ji	2614690888	45	9	1	0	0.0024691358024691358
19820366	hongbin ji	2127320521	45	12	9	0	0.016666666666666666
19820366	hongbin ji	2632713039	45	1	1	0	0.022222222222222223
19820366	hongbin ji	305290191	45	47	1	0	0.00047281323877068556
19820366	hongbin ji	2108134994	45	36	2	0	0.0012345679012345679
19820366	hongbin ji	2262790740	45	29	2	0	0.0015325670498084292
19820366	hongbin ji	2002354901	45	8	2	0	0.005555555555555556
19820366	hongbin ji	2121667028	45	153	7	0	0.0010167029774872912
19820366	hongbin ji	2643372635	45	18	2	0	0.0024691358024691358
19820366	hongbin ji	2006095707	45	13	1	0	0.0017094017094017094
19820366	hongbin ji	2166637789	45	32	2	0	0.001388888888888889
19820366	hongbin ji	2607625695	45	41	2	0	0.001084010840108401
19820366	hongbin ji	2148907107	45	29	2	0	0.0015325670498084292
19820366	hongbin ji	2302848483	45	79	11	0	0.0030942334739803095
19820366	hongbin ji	2101269352	45	8	7	0	0.019444444444444445
19820366	hongbin ji	2096500585	45	4	1	0	0.005555555555555556
19820366	hongbin ji	2573061995	45	63	6	0	0.0021164021164021165
19820366	hongbin ji	2501852014	45	2	1	0	0.011111111111111112
19820366	hongbin ji	2701213935	45	4	4	0	0.022222222222222223
19820366	hongbin ji	2123337840	45	2	2	0	0.022222222222222223
19820366	hongbin ji	2122270320	45	11	9	0	0.01818181818181818
19820366	hongbin ji	2127256178	45	15	1	0	0.0014814814814814814
19820366	hongbin ji	2014452590	45	57	1	0	0.0003898635477582846
19820366	hongbin ji	2113018485	45	2	2	0	0.022222222222222223
19820366	hongbin ji	2685203318	45	2	1	0	0.011111111111111112
19820366	hongbin ji	2579278711	45	14	10	0	0.015873015873015872
19820366	hongbin ji	2648981112	45	37	1	0	0.0006006006006006006
19820366	hongbin ji	2620555126	45	3	2	0	0.014814814814814815
19820366	hongbin ji	2138117242	45	5	5	0	0.022222222222222223
19820366	hongbin ji	2164033149	45	18	3	0	0.003703703703703704
19820366	hongbin ji	2127958910	45	42	4	0	0.0021164021164021165
19820366	hongbo li	2153034040	38	2	1	1	0.013157894736842105
19820366	hongbo li	2117571938	38	1	1	1	0.02631578947368421
19820366	hongbo li	2112390717	38	13	1	1	0.0020242914979757085
19820366	hongbo li	2717317482	38	1	1	1	0.02631578947368421
19820366	hongbo li	2153034040	52	8	1	0	0.002403846153846154
19820366	hongbo li	2117571938	52	7	1	0	0.0027472527472527475
19820366	hongbo li	2112390717	52	28	1	0	0.0006868131868131869
19820366	hongbo li	2717317482	52	2	2	0	0.019230769230769232
19820366	hongmei su	2113639875	19	18	8	1	0.023391812865497075
19820366	hongmei su	2641430916	19	1	1	1	0.05263157894736842
19820366	hongmei su	2620924774	19	1	1	1	0.05263157894736842
19820366	hongmei su	2108608505	19	3	3	1	0.05263157894736842
19820366	hongmei su	2147068413	19	3	3	1	0.05263157894736842
19820366	hongmei su	2098302206	19	13	11	1	0.044534412955465584
19820366	hongmei su	2113639875	12	5	5	0	0.08333333333333333
19820366	hongmei su	2641430916	12	1	1	0	0.08333333333333333
19820366	hongmei su	2620924774	12	3	3	0	0.08333333333333333
19820366	hongmei su	2108608505	12	3	3	0	0.08333333333333333
19820366	hongmei su	2147068413	12	2	2	0	0.08333333333333333
19820366	hongmei su	2098302206	12	6	6	0	0.08333333333333333
19820366	hongmei wang	2777458053	38	1	1	1	0.02631578947368421
19820366	hongmei wang	2590930792	38	1	1	1	0.02631578947368421
19820366	hongmei wang	2613111497	38	7	4	1	0.015037593984962405
19820366	hongmei wang	2138180681	38	7	7	1	0.02631578947368421
19820366	hongmei wang	2135859853	38	14	10	1	0.018796992481203006
19820366	hongmei wang	2128599087	38	8	2	1	0.006578947368421052
19820366	hongmei wang	2107556303	38	2	2	1	0.02631578947368421
19820366	hongmei wang	2134022364	38	6	4	1	0.017543859649122806
19820366	hongmei wang	2107135829	38	1	1	1	0.02631578947368421
19820366	hongmei wang	2122208439	38	6	6	1	0.02631578947368421
19820366	hongmei wang	2603468601	38	6	6	1	0.02631578947368421
19820366	hongmei wang	2154515418	38	4	3	1	0.019736842105263157
19820366	hongmei wang	2290141083	38	11	10	1	0.023923444976076555
19820366	hongmei wang	2116207516	38	15	15	1	0.02631578947368421
19820366	hongmei wang	2777458053	50	7	7	0	0.02
19820366	hongmei wang	2590930792	50	5	1	0	0.004
19820366	hongmei wang	2613111497	50	47	5	0	0.002127659574468085
19820366	hongmei wang	2138180681	50	20	5	0	0.005
19820366	hongmei wang	2135859853	50	20	17	0	0.017
19820366	hongmei wang	2128599087	50	12	4	0	0.006666666666666667
19820366	hongmei wang	2107556303	50	13	3	0	0.004615384615384616
19820366	hongmei wang	2134022364	50	1	1	0	0.02
19820366	hongmei wang	2107135829	50	6	1	0	0.0033333333333333335
19820366	hongmei wang	2122208439	50	11	2	0	0.0036363636363636364
19820366	hongmei wang	2603468601	50	2	1	0	0.01
19820366	hongmei wang	2154515418	50	8	1	0	0.0025
19820366	hongmei wang	2290141083	50	8	8	0	0.02
19820366	hongmei wang	2116207516	50	19	5	0	0.005263157894736842
19820366	hongqing ling	1900198834	3	15	1	1	0.022222222222222223
19820366	hongqing ling	1900198834	17	14	1	0	0.004201680672268907
19820366	hongwei xue	2137458209	2	4	1	1	0.125
19820366	hongwei xue	2509443051	2	4	1	1	0.125
19820366	hongwei xue	2137458209	24	18	1	0	0.0023148148148148147
19820366	hongwei xue	2509443051	24	26	4	0	0.00641025641025641
19820366	hongzhi kong	2704090819	12	2	2	1	0.08333333333333333
19820366	hongzhi kong	2162348644	12	3	3	1	0.08333333333333333
19820366	hongzhi kong	2129390120	12	5	5	1	0.08333333333333333
19820366	hongzhi kong	2569637065	12	67	6	1	0.007462686567164179
19820366	hongzhi kong	2107159635	12	1	1	1	0.08333333333333333
19820366	hongzhi kong	2704090819	15	2	2	0	0.06666666666666667
19820366	hongzhi kong	2162348644	15	4	3	0	0.05
19820366	hongzhi kong	2129390120	15	13	9	0	0.046153846153846156
19820366	hongzhi kong	2569637065	15	57	2	0	0.0023391812865497076
19820366	hongzhi kong	2107159635	15	2	2	0	0.06666666666666667
19820366	hou jianhui	2716458880	29	1	1	1	0.034482758620689655
19820366	hou jianhui	2151424773	29	14	2	1	0.0049261083743842365
19820366	hou jianhui	2099834760	29	2	2	1	0.034482758620689655
19820366	hou jianhui	2150091788	29	12	1	1	0.0028735632183908046
19820366	hou jianhui	2296726285	29	168	6	1	0.0012315270935960591
19820366	hou jianhui	2167839504	29	17	12	1	0.02434077079107505
19820366	hou jianhui	2380258964	29	43	17	1	0.0136327185244587
19820366	hou jianhui	2584026780	29	2	1	1	0.017241379310344827
19820366	hou jianhui	2171007132	29	2	2	1	0.034482758620689655
19820366	hou jianhui	704662816	29	64	1	1	0.0005387931034482759
19820366	hou jianhui	2342777249	29	6	1	1	0.005747126436781609
19820366	hou jianhui	2094052010	29	67	1	1	0.000514668039114771
19820366	hou jianhui	1970630574	29	10	2	1	0.006896551724137931
19820366	hou jianhui	2653988916	29	4	4	1	0.034482758620689655
19820366	hou jianhui	2110458681	29	14	2	1	0.0049261083743842365
19820366	hou jianhui	2119911742	29	5	4	1	0.027586206896551724
19820366	hou jianhui	2461356866	29	25	18	1	0.02482758620689655
19820366	hou jianhui	2395815874	29	1	1	1	0.034482758620689655
19820366	hou jianhui	2100968140	29	43	8	1	0.006415396952686447
19820366	hou jianhui	2095847887	29	199	1	1	0.00017328019407381737
19820366	hou jianhui	2112924380	29	200	16	1	0.002758620689655172
19820366	hou jianhui	2716458880	150	1	1	0	0.006666666666666667
19820366	hou jianhui	2151424773	150	24	1	0	0.0002777777777777778
19820366	hou jianhui	2099834760	150	1	1	0	0.006666666666666667
19820366	hou jianhui	2150091788	150	18	2	0	0.0007407407407407407
19820366	hou jianhui	2296726285	150	157	1	0	4.2462845010615714e-05
19820366	hou jianhui	2167839504	150	71	64	0	0.006009389671361502
19820366	hou jianhui	2380258964	150	11	7	0	0.004242424242424243
19820366	hou jianhui	2584026780	150	146	14	0	0.0006392694063926941
19820366	hou jianhui	2171007132	150	1	1	0	0.006666666666666667
19820366	hou jianhui	704662816	150	127	24	0	0.0012598425196850393
19820366	hou jianhui	2342777249	150	4	3	0	0.005
19820366	hou jianhui	2094052010	150	90	7	0	0.0005185185185185185
19820366	hou jianhui	1970630574	150	9	3	0	0.0022222222222222222
19820366	hou jianhui	2653988916	150	3	2	0	0.0044444444444444444
19820366	hou jianhui	2110458681	150	52	4	0	0.0005128205128205128
19820366	hou jianhui	2119911742	150	42	36	0	0.005714285714285714
19820366	hou jianhui	2461356866	150	39	6	0	0.0010256410256410256
19820366	hou jianhui	2395815874	150	1	1	0	0.006666666666666667
19820366	hou jianhui	2100968140	150	15	9	0	0.004
19820366	hou jianhui	2095847887	150	250	1	0	2.6666666666666667e-05
19820366	hou jianhui	2112924380	150	237	11	0	0.00030942334739803094
19820366	hou shugui	2275583329	13	10	2	1	0.015384615384615385
19820366	hou shugui	303396226	13	13	1	1	0.005917159763313609
19820366	hou shugui	2661400454	13	2	2	1	0.07692307692307693
19820366	hou shugui	184079815	13	91	2	1	0.0016906170752324597
19820366	hou shugui	1838593421	13	4	1	1	0.019230769230769232
19820366	hou shugui	2428845296	13	21	2	1	0.007326007326007326
19820366	hou shugui	2787814417	13	9	1	1	0.008547008547008548
19820366	hou shugui	1984881108	13	101	2	1	0.0015232292460015233
19820366	hou shugui	2021996926	13	15	3	1	0.015384615384615385
19820366	hou shugui	2275583329	25	8	2	0	0.01
19820366	hou shugui	303396226	25	6	3	0	0.02
19820366	hou shugui	2661400454	25	12	3	0	0.01
19820366	hou shugui	184079815	25	159	1	0	0.00025157232704402514
19820366	hou shugui	1838593421	25	2	2	0	0.04
19820366	hou shugui	2428845296	25	37	6	0	0.006486486486486486
19820366	hou shugui	2787814417	25	12	1	0	0.0033333333333333335
19820366	hou shugui	1984881108	25	75	4	0	0.0021333333333333334
19820366	hou shugui	2021996926	25	26	6	0	0.009230769230769232
19820366	hou zengguang	2152189964	119	43	10	1	0.0019542700801250734
19820366	hou zengguang	2762666256	119	3	1	1	0.0028011204481792717
19820366	hou zengguang	2149466897	119	5	5	1	0.008403361344537815
19820366	hou zengguang	2647856019	119	6	2	1	0.0028011204481792717
19820366	hou zengguang	2264755866	119	29	8	1	0.0023181686467690526
19820366	hou zengguang	2121201200	119	16	12	1	0.0063025210084033615
19820366	hou zengguang	2133024693	119	39	32	1	0.00689506571859513
19820366	hou zengguang	2527066934	119	7	7	1	0.008403361344537815
19820366	hou zengguang	2102705975	119	7	7	1	0.008403361344537815
19820366	hou zengguang	1896740790	119	23	5	1	0.001826817683595177
19820366	hou zengguang	2040593340	119	30	3	1	0.0008403361344537816
19820366	hou zengguang	2296853309	119	62	3	1	0.0004066142586066685
19820366	hou zengguang	2630768191	119	1	1	1	0.008403361344537815
19820366	hou zengguang	2526792002	119	2	2	1	0.008403361344537815
