JQ_affiliationID	JQ_sortedName	CO_authorID	Ki	Kj	Kij	flag	CII
3923682	zhiyuan zhong	2105036590	96	53	50	0	0.009827044025157232
3923682	zhiyuan zhong	2634857711	96	1	1	0	0.010416666666666666
3923682	zhiyuan zhong	2116478958	96	15	15	0	0.010416666666666666
3923682	zhiyuan zhong	2133063663	96	229	4	0	0.0001819505094614265
3923682	zhiyuan zhong	2232585042	96	1	1	0	0.010416666666666666
3923682	zhiyuan zhong	2617930003	96	1	1	0	0.010416666666666666
3923682	zhiyuan zhong	96735635	96	145	1	0	7.183908045977011e-05
3923682	zhiyuan zhong	2784126524	96	3	3	0	0.010416666666666666
3923682	zhiyuan zhong	2098923967	96	1	1	0	0.010416666666666666
4610292	huang yunqing	2149613961	17	2	1	1	0.029411764705882353
4610292	huang yunqing	2150387102	17	31	4	1	0.007590132827324478
4610292	huang yunqing	2164885041	17	3	1	1	0.0196078431372549
4610292	huang yunqing	2149613961	33	17	1	0	0.0017825311942959
4610292	huang yunqing	2150387102	33	49	3	0	0.0018552875695732839
4610292	huang yunqing	2164885041	33	18	1	0	0.0016835016835016834
4610292	yichun zhou	2497067875	15	3	3	1	0.06666666666666667
4610292	yichun zhou	2160495764	15	6	1	1	0.011111111111111112
4610292	yichun zhou	2497067875	53	3	1	0	0.006289308176100629
4610292	yichun zhou	2160495764	53	33	6	0	0.003430531732418525
4800084	ping wang	2193169834	41	7	5	1	0.017421602787456445
4800084	ping wang	2141219345	41	1	1	1	0.024390243902439025
4800084	ping wang	2185613937	41	175	4	1	0.0005574912891986063
4800084	ping wang	2443347315	41	4	3	1	0.018292682926829267
4800084	ping wang	2571206164	41	2	2	1	0.024390243902439025
4800084	ping wang	2112381047	41	2	2	1	0.024390243902439025
4800084	ping wang	2193169834	68	27	27	0	0.014705882352941176
4800084	ping wang	2141219345	68	22	22	0	0.014705882352941176
4800084	ping wang	2185613937	68	114	1	0	0.00012899896800825592
4800084	ping wang	2443347315	68	5	5	0	0.014705882352941176
4800084	ping wang	2571206164	68	2	2	0	0.014705882352941176
4800084	ping wang	2112381047	68	9	9	0	0.014705882352941176
5740404	chunshui yu	2117715968	51	39	24	1	0.012066365007541479
5740404	chunshui yu	2613876736	51	2	1	1	0.00980392156862745
5740404	chunshui yu	2098026755	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2619333639	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2162880010	51	11	1	1	0.0017825311942959
5740404	chunshui yu	2343220624	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2125073045	51	4	1	1	0.004901960784313725
5740404	chunshui yu	2679218969	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2114574876	51	4	1	1	0.004901960784313725
5740404	chunshui yu	2639591326	51	7	2	1	0.0056022408963585435
5740404	chunshui yu	2129378079	51	26	5	1	0.003770739064856712
5740404	chunshui yu	2428973088	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2663343276	51	2	2	1	0.0196078431372549
5740404	chunshui yu	2198437427	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2130005939	51	2	2	1	0.0196078431372549
5740404	chunshui yu	2112876983	51	4	4	1	0.0196078431372549
5740404	chunshui yu	2105638457	51	2	2	1	0.0196078431372549
5740404	chunshui yu	2120162492	51	30	1	1	0.00065359477124183
5740404	chunshui yu	2618371773	51	2	2	1	0.0196078431372549
5740404	chunshui yu	2298030396	51	9	9	1	0.0196078431372549
5740404	chunshui yu	2168017213	51	18	4	1	0.004357298474945534
5740404	chunshui yu	2683275847	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2608458312	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2710474951	51	4	2	1	0.00980392156862745
5740404	chunshui yu	2189246793	51	52	2	1	0.0007541478129713424
5740404	chunshui yu	2428719819	51	28	7	1	0.004901960784313725
5740404	chunshui yu	2228105547	51	22	1	1	0.00089126559714795
5740404	chunshui yu	2130496455	51	1	1	1	0.0196078431372549
5740404	chunshui yu	2128682447	51	13	4	1	0.006033182503770739
5740404	chunshui yu	2169565136	51	142	30	1	0.004142502071251036
5740404	chunshui yu	2181450834	51	3	2	1	0.013071895424836602
5740404	chunshui yu	2479168212	51	9	3	1	0.006535947712418301
5740404	chunshui yu	2657667289	51	4	4	1	0.0196078431372549
5740404	chunshui yu	2425079130	51	4	4	1	0.0196078431372549
5740404	chunshui yu	2684840667	51	2	1	1	0.00980392156862745
5740404	chunshui yu	2137479773	51	3	3	1	0.0196078431372549
5740404	chunshui yu	2589665631	51	7	1	1	0.0028011204481792717
5740404	chunshui yu	2501835488	51	4	1	1	0.004901960784313725
5740404	chunshui yu	2124222436	51	18	15	1	0.016339869281045753
5740404	chunshui yu	2126477289	51	20	2	1	0.00196078431372549
5740404	chunshui yu	2141113323	51	130	10	1	0.0015082956259426848
5740404	chunshui yu	2169520107	51	19	3	1	0.0030959752321981426
5740404	chunshui yu	2664119280	51	2	2	1	0.0196078431372549
5740404	chunshui yu	2421745137	51	35	12	1	0.0067226890756302525
5740404	chunshui yu	2166840306	51	3	3	1	0.0196078431372549
5740404	chunshui yu	2301926643	51	2	2	1	0.0196078431372549
5740404	chunshui yu	2641522423	51	3	1	1	0.006535947712418301
5740404	chunshui yu	2661505916	51	50	1	1	0.000392156862745098
5740404	chunshui yu	2117715968	88	62	43	0	0.007881231671554252
5740404	chunshui yu	2613876736	88	20	5	0	0.002840909090909091
5740404	chunshui yu	2098026755	88	2	1	0	0.005681818181818182
5740404	chunshui yu	2619333639	88	2	1	0	0.005681818181818182
5740404	chunshui yu	2162880010	88	10	1	0	0.0011363636363636363
5740404	chunshui yu	2343220624	88	3	2	0	0.007575757575757576
5740404	chunshui yu	2125073045	88	9	1	0	0.0012626262626262627
5740404	chunshui yu	2679218969	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2114574876	88	9	1	0	0.0012626262626262627
5740404	chunshui yu	2639591326	88	6	2	0	0.003787878787878788
5740404	chunshui yu	2129378079	88	25	2	0	0.0009090909090909091
5740404	chunshui yu	2428973088	88	11	3	0	0.0030991735537190084
5740404	chunshui yu	2663343276	88	6	1	0	0.001893939393939394
5740404	chunshui yu	2198437427	88	3	1	0	0.003787878787878788
5740404	chunshui yu	2130005939	88	4	1	0	0.002840909090909091
5740404	chunshui yu	2112876983	88	27	5	0	0.0021043771043771043
5740404	chunshui yu	2105638457	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2120162492	88	44	3	0	0.0007747933884297521
5740404	chunshui yu	2618371773	88	10	9	0	0.010227272727272727
5740404	chunshui yu	2298030396	88	2	2	0	0.011363636363636364
5740404	chunshui yu	2168017213	88	15	1	0	0.0007575757575757576
5740404	chunshui yu	2683275847	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2608458312	88	4	2	0	0.005681818181818182
5740404	chunshui yu	2710474951	88	4	2	0	0.005681818181818182
5740404	chunshui yu	2189246793	88	81	4	0	0.0005611672278338945
5740404	chunshui yu	2428719819	88	41	16	0	0.004434589800443459
5740404	chunshui yu	2228105547	88	41	1	0	0.0002771618625277162
5740404	chunshui yu	2130496455	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2128682447	88	29	7	0	0.00274294670846395
5740404	chunshui yu	2169565136	88	131	33	0	0.0028625954198473282
5740404	chunshui yu	2181450834	88	7	2	0	0.003246753246753247
5740404	chunshui yu	2479168212	88	13	3	0	0.0026223776223776225
5740404	chunshui yu	2657667289	88	2	2	0	0.011363636363636364
5740404	chunshui yu	2425079130	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2684840667	88	16	7	0	0.004971590909090909
5740404	chunshui yu	2137479773	88	3	1	0	0.003787878787878788
5740404	chunshui yu	2589665631	88	10	1	0	0.0011363636363636363
5740404	chunshui yu	2501835488	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2124222436	88	3	3	0	0.011363636363636364
5740404	chunshui yu	2126477289	88	19	1	0	0.0005980861244019139
5740404	chunshui yu	2141113323	88	68	2	0	0.00033422459893048126
5740404	chunshui yu	2169520107	88	19	2	0	0.0011961722488038277
5740404	chunshui yu	2664119280	88	6	2	0	0.003787878787878788
5740404	chunshui yu	2421745137	88	26	8	0	0.0034965034965034965
5740404	chunshui yu	2166840306	88	8	8	0	0.011363636363636364
5740404	chunshui yu	2301926643	88	1	1	0	0.011363636363636364
5740404	chunshui yu	2641522423	88	24	1	0	0.0004734848484848485
5740404	chunshui yu	2661505916	88	19	1	0	0.0005980861244019139
5740404	jie yang	2781550950	16	5	4	1	0.05
5740404	jie yang	2609591241	16	1	1	1	0.0625
5740404	jie yang	2110421870	16	1	1	1	0.0625
5740404	jie yang	2533107151	16	1	1	1	0.0625
5740404	jie yang	2273790831	16	20	2	1	0.00625
5740404	jie yang	345854447	16	13	2	1	0.009615384615384616
5740404	jie yang	2102244699	16	1	1	1	0.0625
5740404	jie yang	2719694835	16	5	1	1	0.0125
5740404	jie yang	2584532887	16	1	1	1	0.0625
5740404	jie yang	2708280921	16	1	1	1	0.0625
5740404	jie yang	2573049338	16	1	1	1	0.0625
5740404	jie yang	2617051163	16	4	4	1	0.0625
5740404	jie yang	2599760381	16	4	2	1	0.03125
5740404	jie yang	2148285151	16	1	1	1	0.0625
5740404	jie yang	2781550950	32	10	9	0	0.028125
5740404	jie yang	2609591241	32	3	3	0	0.03125
5740404	jie yang	2110421870	32	6	6	0	0.03125
5740404	jie yang	2533107151	32	3	3	0	0.03125
5740404	jie yang	2273790831	32	37	3	0	0.002533783783783784
5740404	jie yang	345854447	32	33	7	0	0.006628787878787879
5740404	jie yang	2102244699	32	6	6	0	0.03125
5740404	jie yang	2719694835	32	6	3	0	0.015625
5740404	jie yang	2584532887	32	6	6	0	0.03125
5740404	jie yang	2708280921	32	1	1	0	0.03125
5740404	jie yang	2573049338	32	7	7	0	0.03125
5740404	jie yang	2617051163	32	3	3	0	0.03125
5740404	jie yang	2599760381	32	5	4	0	0.025
5740404	jie yang	2148285151	32	3	3	0	0.03125
5740404	ning zhang	2098640257	21	1	1	1	0.047619047619047616
5740404	ning zhang	2569584421	21	13	3	1	0.01098901098901099
5740404	ning zhang	2600822429	21	11	2	1	0.008658008658008658
5740404	ning zhang	2106989669	21	117	3	1	0.001221001221001221
5740404	ning zhang	2327747144	21	50	11	1	0.010476190476190476
5740404	ning zhang	2111702887	21	1	1	1	0.047619047619047616
5740404	ning zhang	2618532524	21	1	1	1	0.047619047619047616
5740404	ning zhang	2434595376	21	2	1	1	0.023809523809523808
5740404	ning zhang	2502382557	21	1	1	1	0.047619047619047616
5740404	ning zhang	2083285917	21	135	1	1	0.0003527336860670194
5740404	ning zhang	2775900574	21	5	5	1	0.047619047619047616
5740404	ning zhang	2098640257	53	1	1	0	0.018867924528301886
5740404	ning zhang	2569584421	53	26	3	0	0.0021770682148040637
5740404	ning zhang	2600822429	53	12	11	0	0.01729559748427673
5740404	ning zhang	2106989669	53	88	3	0	0.0006432246998284735
5740404	ning zhang	2327747144	53	31	1	0	0.0006086427267194157
5740404	ning zhang	2111702887	53	3	3	0	0.018867924528301886
5740404	ning zhang	2618532524	53	3	3	0	0.018867924528301886
5740404	ning zhang	2434595376	53	3	3	0	0.018867924528301886
5740404	ning zhang	2502382557	53	2	1	0	0.009433962264150943
5740404	ning zhang	2083285917	53	316	1	0	5.970862192500597e-05
5740404	ning zhang	2775900574	53	6	5	0	0.015723270440251572
9086337	bingshe xu	2778605521	19	6	1	1	0.008771929824561403
9086337	bingshe xu	1969236716	19	31	2	1	0.003395585738539898
9086337	bingshe xu	2778605521	13	3	2	0	0.05128205128205128
9086337	bingshe xu	1969236716	13	34	3	0	0.006787330316742082
9086337	dong jinxiang	2435044163	18	4	2	1	0.027777777777777776
9086337	dong jinxiang	2509583268	18	11	6	1	0.030303030303030304
9086337	dong jinxiang	2314526340	18	4	3	1	0.041666666666666664
9086337	dong jinxiang	709985413	18	133	2	1	0.000835421888053467
9086337	dong jinxiang	2096729990	18	130	2	1	0.0008547008547008547
9086337	dong jinxiang	2582602085	18	11	1	1	0.005050505050505051
9086337	dong jinxiang	2110091597	18	70	1	1	0.0007936507936507937
9086337	dong jinxiang	2140430387	18	1	1	1	0.05555555555555555
9086337	dong jinxiang	2435044163	48	15	14	0	0.019444444444444445
9086337	dong jinxiang	2509583268	48	14	12	0	0.017857142857142856
9086337	dong jinxiang	2314526340	48	34	25	0	0.015318627450980392
9086337	dong jinxiang	709985413	48	52	4	0	0.0016025641025641025
9086337	dong jinxiang	2096729990	48	38	3	0	0.001644736842105263
9086337	dong jinxiang	2582602085	48	20	1	0	0.0010416666666666667
9086337	dong jinxiang	2110091597	48	99	2	0	0.00042087542087542086
9086337	dong jinxiang	2140430387	48	15	10	0	0.013888888888888888
9086337	liang weiguo	2107435460	8	2	2	1	0.125
9086337	liang weiguo	2486735972	8	1	1	1	0.125
9086337	liang weiguo	2165745703	8	6	4	1	0.08333333333333333
9086337	liang weiguo	1858562858	8	31	2	1	0.008064516129032258
9086337	liang weiguo	2720968266	8	1	1	1	0.125
9086337	liang weiguo	2107435460	15	2	2	0	0.06666666666666667
9086337	liang weiguo	2486735972	15	2	2	0	0.06666666666666667
9086337	liang weiguo	2165745703	15	12	5	0	0.027777777777777776
9086337	liang weiguo	1858562858	15	4	1	0	0.016666666666666666
9086337	liang weiguo	2720968266	15	7	3	0	0.02857142857142857
9916479	cao feng	2160814082	72	4	2	1	0.006944444444444444
9916479	cao feng	2590400132	72	26	2	1	0.0010683760683760685
9916479	cao feng	2618608004	72	1	1	1	0.013888888888888888
9916479	cao feng	1980925830	72	73	2	1	0.000380517503805175
9916479	cao feng	2156872840	72	68	1	1	0.0002042483660130719
9916479	cao feng	2619713546	72	10	9	1	0.0125
9916479	cao feng	2252540555	72	3	3	1	0.013888888888888888
9916479	cao feng	2155147018	72	24	23	1	0.013310185185185185
9916479	cao feng	2021911306	72	3	3	1	0.013888888888888888
9916479	cao feng	2606017805	72	1	1	1	0.013888888888888888
9916479	cao feng	2171310226	72	303	7	1	0.00032086541987532086
9916479	cao feng	2442219416	72	5	2	1	0.005555555555555556
9916479	cao feng	2131454876	72	38	4	1	0.0014619883040935672
9916479	cao feng	2251889182	72	152	1	1	9.137426900584795e-05
9916479	cao feng	2245145891	72	1	1	1	0.013888888888888888
9916479	cao feng	2723343401	72	2	2	1	0.013888888888888888
9916479	cao feng	2110887084	72	26	5	1	0.002670940170940171
9916479	cao feng	2675907245	72	2	1	1	0.006944444444444444
9916479	cao feng	2333044270	72	12	12	1	0.013888888888888888
9916479	cao feng	2618910508	72	2	2	1	0.013888888888888888
9916479	cao feng	2617675564	72	19	2	1	0.0014619883040935672
9916479	cao feng	2627478706	72	139	2	1	0.00019984012789768185
9916479	cao feng	2408012858	72	16	5	1	0.004340277777777778
9916479	cao feng	2096364992	72	12	9	1	0.010416666666666666
9916479	cao feng	2590722882	72	5	5	1	0.013888888888888888
9916479	cao feng	2156644291	72	5	5	1	0.013888888888888888
9916479	cao feng	2504669894	72	2	2	1	0.013888888888888888
9916479	cao feng	2137894348	72	5	5	1	0.013888888888888888
9916479	cao feng	2034351693	72	12	2	1	0.0023148148148148147
9916479	cao feng	2598790604	72	47	1	1	0.0002955082742316785
9916479	cao feng	2435932623	72	22	2	1	0.0012626262626262627
9916479	cao feng	2523734485	72	7	2	1	0.003968253968253968
9916479	cao feng	2168186331	72	149	3	1	0.0002796420581655481
9916479	cao feng	2650060508	72	1	1	1	0.013888888888888888
9916479	cao feng	2096335965	72	4	4	1	0.013888888888888888
9916479	cao feng	2165639267	72	124	1	1	0.00011200716845878136
9916479	cao feng	2119942119	72	6	6	1	0.013888888888888888
9916479	cao feng	2105408106	72	32	1	1	0.00043402777777777775
9916479	cao feng	2136735470	72	7	2	1	0.003968253968253968
9916479	cao feng	2107490671	72	99	26	1	0.003647586980920314
9916479	cao feng	2658493808	72	1	1	1	0.013888888888888888
9916479	cao feng	2658554863	72	2	1	1	0.006944444444444444
9916479	cao feng	2160376947	72	1	1	1	0.013888888888888888
9916479	cao feng	2122588659	72	81	7	1	0.0012002743484224967
9916479	cao feng	2280145270	72	1	1	1	0.013888888888888888
9916479	cao feng	2606030713	72	3	3	1	0.013888888888888888
9916479	cao feng	2167246205	72	38	2	1	0.0007309941520467836
9916479	cao feng	2160814082	63	27	12	0	0.007054673721340388
9916479	cao feng	2590400132	63	47	4	0	0.0013508949679162446
9916479	cao feng	2618608004	63	11	11	0	0.015873015873015872
9916479	cao feng	1980925830	63	116	1	0	0.00013683634373289546
9916479	cao feng	2156872840	63	47	1	0	0.00033772374197906115
9916479	cao feng	2619713546	63	6	4	0	0.010582010582010581
9916479	cao feng	2252540555	63	1	1	0	0.015873015873015872
9916479	cao feng	2155147018	63	28	5	0	0.002834467120181406
9916479	cao feng	2021911306	63	7	6	0	0.013605442176870748
9916479	cao feng	2606017805	63	5	1	0	0.0031746031746031746
9916479	cao feng	2171310226	63	269	3	0	0.0001770224818551956
9916479	cao feng	2442219416	63	24	2	0	0.0013227513227513227
9916479	cao feng	2131454876	63	6	1	0	0.0026455026455026454
9916479	cao feng	2251889182	63	101	4	0	0.0006286342920006286
9916479	cao feng	2245145891	63	10	1	0	0.0015873015873015873
9916479	cao feng	2723343401	63	2	2	0	0.015873015873015872
9916479	cao feng	2110887084	63	7	1	0	0.0022675736961451248
9916479	cao feng	2675907245	63	1	1	0	0.015873015873015872
9916479	cao feng	2333044270	63	26	24	0	0.014652014652014652
9916479	cao feng	2618910508	63	7	4	0	0.009070294784580499
9916479	cao feng	2617675564	63	23	1	0	0.0006901311249137336
9916479	cao feng	2627478706	63	96	2	0	0.00033068783068783067
9916479	cao feng	2408012858	63	4	2	0	0.007936507936507936
9916479	cao feng	2096364992	63	17	3	0	0.0028011204481792717
9916479	cao feng	2590722882	63	4	4	0	0.015873015873015872
9916479	cao feng	2156644291	63	1	1	0	0.015873015873015872
9916479	cao feng	2504669894	63	1	1	0	0.015873015873015872
9916479	cao feng	2137894348	63	4	2	0	0.007936507936507936
9916479	cao feng	2034351693	63	6	2	0	0.005291005291005291
9916479	cao feng	2598790604	63	56	1	0	0.0002834467120181406
9916479	cao feng	2435932623	63	1	1	0	0.015873015873015872
9916479	cao feng	2523734485	63	5	3	0	0.009523809523809525
9916479	cao feng	2168186331	63	172	1	0	9.228497600590623e-05
9916479	cao feng	2650060508	63	1	1	0	0.015873015873015872
9916479	cao feng	2096335965	63	3	3	0	0.015873015873015872
9916479	cao feng	2165639267	63	126	4	0	0.0005039052658100278
9916479	cao feng	2119942119	63	3	3	0	0.015873015873015872
9916479	cao feng	2105408106	63	63	5	0	0.0012597631645250692
9916479	cao feng	2136735470	63	5	2	0	0.006349206349206349
9916479	cao feng	2107490671	63	77	6	0	0.0012368583797155227
9916479	cao feng	2658493808	63	1	1	0	0.015873015873015872
9916479	cao feng	2658554863	63	8	3	0	0.005952380952380952
9916479	cao feng	2160376947	63	3	1	0	0.005291005291005291
9916479	cao feng	2122588659	63	54	4	0	0.0011757789535567313
9916479	cao feng	2280145270	63	1	1	0	0.015873015873015872
9916479	cao feng	2606030713	63	4	1	0	0.003968253968253968
9916479	cao feng	2167246205	63	67	1	0	0.00023691068467187872
9916479	han hua	2114298561	2	12	1	1	0.041666666666666664
9916479	han hua	1968211490	2	2	1	1	0.25
9916479	han hua	2611830371	2	1	1	1	0.5
9916479	han hua	2156872840	2	10	1	1	0.05
9916479	han hua	2144419081	2	4	1	1	0.125
9916479	han hua	2428558382	2	1	1	1	0.5
9916479	han hua	2144806485	2	10	1	1	0.05
9916479	han hua	2114298561	40	16	2	0	0.003125
9916479	han hua	1968211490	40	7	3	0	0.010714285714285714
9916479	han hua	2611830371	40	2	2	0	0.025
9916479	han hua	2156872840	40	50	9	0	0.0045
9916479	han hua	2144419081	40	4	2	0	0.0125
9916479	han hua	2428558382	40	3	3	0	0.025
9916479	han hua	2144806485	40	33	7	0	0.005303030303030303
9916479	ling tao	2617455873	43	9	8	1	0.020671834625323
9916479	ling tao	2132140417	43	1	1	1	0.023255813953488372
9916479	ling tao	2150182274	43	22	10	1	0.010570824524312896
9916479	ling tao	2095712527	43	31	2	1	0.0015003750937734434
9916479	ling tao	2663649169	43	2	2	1	0.023255813953488372
9916479	ling tao	2642402068	43	3	3	1	0.023255813953488372
9916479	ling tao	2601869974	43	2	2	1	0.023255813953488372
9916479	ling tao	2125907353	43	11	4	1	0.008456659619450317
9916479	ling tao	2295395485	43	28	4	1	0.0033222591362126247
9916479	ling tao	2251889182	43	133	2	1	0.0003497114880223815
9916479	ling tao	2133043703	43	74	9	1	0.0028284098051539913
9916479	ling tao	2644469798	43	4	3	1	0.01744186046511628
9916479	ling tao	2110887084	43	26	2	1	0.0017889087656529517
9916479	ling tao	2515585196	43	3	1	1	0.007751937984496124
9916479	ling tao	2112418605	43	7	4	1	0.013289036544850499
9916479	ling tao	2600543153	43	6	5	1	0.01937984496124031
9916479	ling tao	2608095924	43	15	2	1	0.0031007751937984496
9916479	ling tao	2258131767	43	2	2	1	0.023255813953488372
9916479	ling tao	2715286585	43	20	4	1	0.004651162790697674
9916479	ling tao	2151603773	43	6	5	1	0.01937984496124031
9916479	ling tao	2096364992	43	11	1	1	0.0021141649048625794
9916479	ling tao	2130946369	43	4	4	1	0.023255813953488372
9916479	ling tao	2151912515	43	3	2	1	0.015503875968992248
9916479	ling tao	2598799556	43	4	4	1	0.023255813953488372
9916479	ling tao	2131520072	43	107	7	1	0.0015214083894805478
9916479	ling tao	2167440074	43	24	10	1	0.009689922480620155
9916479	ling tao	2144036177	43	6	5	1	0.01937984496124031
9916479	ling tao	2108746325	43	39	16	1	0.009540846750149075
9916479	ling tao	2619928407	43	2	2	1	0.023255813953488372
9916479	ling tao	2135438936	43	6	5	1	0.01937984496124031
9916479	ling tao	2155628762	43	34	7	1	0.0047879616963064295
