3923682	cai yangjian	2764492961	2015	113	2	1	1
3923682	cai yangjian	2096870561	2015	113	12	10	1
3923682	cai yangjian	2147834050	2015	113	17	17	1
3923682	cai yangjian	2618874021	2015	113	11	11	1
3923682	cai yangjian	2577533478	2015	113	45	39	1
3923682	cai yangjian	2162507015	2015	113	7	7	1
3923682	cai yangjian	2071550847	2015	113	64	14	1
3923682	cai yangjian	2785529364	2015	113	2	2	1
3923682	cai yangjian	2117868565	2015	113	6	6	1
3923682	cai yangjian	2152009274	2015	113	9	9	1
3923682	cai yangjian	2140537557	2015	113	7	6	1
3923682	cai yangjian	2135866937	2015	113	5	5	1
3923682	cai yangjian	1172805370	2015	113	8	2	1
3923682	cai yangjian	2108511739	2015	113	6	2	1
3923682	cai yangjian	2112925501	2015	113	2	2	1
3923682	cai yangjian	2121100027	2015	113	4	1	1
3923682	cai yangjian	2764492961	2015	43	4	2	0
3923682	cai yangjian	2096870561	2015	43	1	1	0
3923682	cai yangjian	2147834050	2015	43	7	5	0
3923682	cai yangjian	2618874021	2015	43	18	17	0
3923682	cai yangjian	2577533478	2015	43	24	12	0
3923682	cai yangjian	2162507015	2015	43	12	11	0
3923682	cai yangjian	2071550847	2015	43	27	2	0
3923682	cai yangjian	2785529364	2015	43	1	1	0
3923682	cai yangjian	2117868565	2015	43	16	15	0
3923682	cai yangjian	2152009274	2015	43	1	1	0
3923682	cai yangjian	2140537557	2015	43	2	1	0
3923682	cai yangjian	2135866937	2015	43	2	2	0
3923682	cai yangjian	1172805370	2015	43	4	1	0
3923682	cai yangjian	2108511739	2015	43	5	1	0
3923682	cai yangjian	2112925501	2015	43	4	3	0
3923682	cai yangjian	2121100027	2015	43	2	2	0
3923682	cao yongluo	2638493063	2011	9	1	1	1
3923682	cao yongluo	2638493063	2011	7	2	1	0
3923682	feng yan	2129005180	2014	61	4	4	1
3923682	feng yan	2444403714	2014	61	2	2	1
3923682	feng yan	2514975842	2014	61	22	1	1
3923682	feng yan	2097484324	2014	61	7	1	1
3923682	feng yan	2742843974	2014	61	1	1	1
3923682	feng yan	2161658700	2014	61	22	1	1
3923682	feng yan	2170079853	2014	61	4	1	1
3923682	feng yan	2144125935	2014	61	25	3	1
3923682	feng yan	2120775829	2014	61	29	1	1
3923682	feng yan	2125518773	2014	61	17	3	1
3923682	feng yan	2040650204	2014	61	5	5	1
3923682	feng yan	2163016796	2014	61	10	1	1
3923682	feng yan	2304596509	2014	61	47	1	1
3923682	feng yan	2129005180	2014	42	14	14	0
3923682	feng yan	2444403714	2014	42	3	3	0
3923682	feng yan	2514975842	2014	42	34	1	0
3923682	feng yan	2097484324	2014	42	2	1	0
3923682	feng yan	2742843974	2014	42	2	2	0
3923682	feng yan	2161658700	2014	42	21	1	0
3923682	feng yan	2170079853	2014	42	22	1	0
3923682	feng yan	2144125935	2014	42	14	1	0
3923682	feng yan	2120775829	2014	42	229	1	0
3923682	feng yan	2125518773	2014	42	6	2	0
3923682	feng yan	2040650204	2014	42	1	1	0
3923682	feng yan	2163016796	2014	42	8	3	0
3923682	feng yan	2304596509	2014	42	92	1	0
3923682	zhiyuan zhong	2435207232	2012	50	11	10	1
3923682	zhiyuan zhong	2120941953	2012	50	146	16	1
3923682	zhiyuan zhong	2104988258	2012	50	1	1	1
3923682	zhiyuan zhong	2117525889	2012	50	8	1	1
3923682	zhiyuan zhong	2115034244	2012	50	39	35	1
3923682	zhiyuan zhong	2708425860	2012	50	8	1	1
3923682	zhiyuan zhong	2152122982	2012	50	40	1	1
3923682	zhiyuan zhong	2015559494	2012	50	6	6	1
3923682	zhiyuan zhong	2105738054	2012	50	4	4	1
