fxID	minYear	assumeAwardYear
7018	2002	2011
42155	1994	2008
4580	2006	2011
4583	2002	2012
81206	2005	2012
73424	2004	2011
72597	1994	2004
99714	1998	2005
99716	1987	2012
98505	2002	2010
32365	2003	2012
79161	2003	2008
61955	1996	2007
21625	2005	2012
87417	1998	2003
63600	2007	2012
97195	1999	2011
72193	2001	2010
66885	2004	2011
84194	1989	2007
95537	2005	2011
96781	1995	2002
8158	1996	2012
39811	2004	2010
44675	1991	2005
30296	2007	2012
85033	2003	2011
57203	1999	2010
85880	1989	2012
23306	2001	2009
70585	2006	2011
84211	2000	2008
50715	1997	2002
7815	2003	2012
33638	2004	2010
98097	2007	2012
43844	2006	2011
74302	1988	2004
66912	2004	2010
55983	2003	2010
101818	2002	2010
27444	2003	2008
2169	2005	2012
10194	2004	2011
2171	2002	2011
91063	2005	2011
26257	1999	2010
100210	2007	2012
24180	2006	2012
76757	2006	2012
29929	1994	2005
82092	1992	2006
3386	2007	2012
74725	2002	2012
50348	2006	2011
27853	1995	2006
99802	1998	2004
31178	1998	2003
1029	2005	2010
5484	2000	2009
79231	2002	2010
75949	1994	2001
45493	1993	2010
22950	2003	2008
74742	2005	2012
9814	1995	2011
97257	2002	2009
17574	2006	2011
53971	2007	2012
80079	1997	2011
61197	2000	2008
71841	2005	2010
80893	2004	2010
66546	2000	2009
82583	1996	2004
88253	2002	2008
31202	1989	2005
2208	2003	2008
98149	2005	2010
38633	2003	2011
36157	2006	2012
94769	1995	2010
12316	1999	2005
96456	2007	2012
84681	1988	1995
75972	2006	2011
28290	1991	2012
20098	2004	2012
36603	2003	2009
39903	2002	2008
101880	2002	2012
22138	2005	2012
63700	1991	1998
2236	1991	2009
27101	2003	2010
2616	2002	2012
73544	2007	2012
55623	2007	2012
41507	2004	2009
3027	2001	2012
33701	1993	2006
56434	2001	2007
83884	1998	2008
41894	2006	2012
40328	1994	2009
41521	2005	2010
13580	2005	2012
42731	2007	2012
21738	1990	2001
65375	2001	2011
94811	2007	2012
37008	1989	2011
28738	2004	2010
73564	1995	2008
96490	1999	2008
88711	1997	2003
38248	1990	2009
85134	1987	2009
40339	1995	2009
58063	1999	2007
18863	2007	2012
42306	2006	2011
97744	1997	2002
43132	2004	2012
9445	2002	2011
89967	1996	2012
15577	2000	2009
98664	2003	2011
52019	2006	2012
3476	2004	2011
74418	1995	2006
37031	2002	2011
78898	2003	2012
5130	2007	2012
82181	1994	2005
81801	2007	2012
67453	1991	2003
66614	2006	2011
32095	1992	2001
95268	2003	2009
32937	2005	2011
72343	1996	2003
3498	2006	2012
90759	1980	2003
16433	2007	2012
32098	2004	2012
61266	2002	2007
26358	2006	2012
45588	2002	2007
9471	1995	2007
32521	2004	2011
65412	1980	2003
65796	2003	2010
88323	2003	2011
70708	1997	2011
32106	2006	2011
21783	1994	2006
26366	2007	2012
31298	1995	2007
8294	1986	2002
51241	1994	2002
90384	1994	2010
2688	2004	2010
85187	2000	2008
12806	2006	2012
34170	2001	2009
301	2007	2012
27961	2006	2011
62958	1996	2009
32546	2005	2010
90392	2006	2012
28792	2007	2012
22648	2000	2008
1535	1982	2002
35007	2001	2012
58897	1996	2009
96945	2007	2012
19781	2007	2012
86033	1995	2009
21410	2000	2012
54461	2006	2012
45608	1992	2007
53695	1998	2009
10343	2002	2007
90398	2003	2010
49207	2002	2009
14062	2000	2012
53707	1999	2010
98282	1992	1997
25233	2007	2012
39999	2007	2012
69129	2000	2005
95313	2006	2012
9914	2005	2010
99520	2002	2011
22232	1999	2005
96129	1999	2004
30894	2004	2010
47282	2002	2008
54102	1995	2007
38760	2005	2011
43989	2004	2009
84796	2006	2012
57376	2003	2012
27218	2006	2012
67516	2007	2012
67080	2002	2010
85231	2002	2010
83581	1999	2007
80611	1996	2009
23920	2006	2011
17720	1996	2012
51706	2004	2012
5201	2004	2012
92804	2007	2012
6004	2002	2012
65852	2005	2011
81854	2004	2010
60922	2005	2011
65469	2003	2009
79375	1992	2001
67087	2005	2012
34220	2006	2012
14092	2003	2008
101988	1995	2007
7598	2003	2010
77720	2002	2008
97413	1993	2008
76114	2004	2011
96153	1999	2006
9541	2004	2010
56550	2004	2009
98727	2005	2011
20657	2002	2009
74910	1998	2012
54503	2005	2010
11646	2001	2007
20216	2004	2012
68775	2000	2009
90056	1998	2011
97851	2004	2011
15684	2007	2012
9948	2006	2011
72851	1992	2003
65868	2006	2011
42418	2001	2006
31777	2006	2012
52951	2007	2012
1192	2001	2012
47715	2006	2012
11232	2006	2012
73264	1987	2012
30101	1986	2000
92018	2004	2011
57008	2004	2010
9162	2004	2012
82311	1999	2007
19430	2007	2012
16944	2000	2009
29288	2007	2012
83610	1988	2006
90849	2004	2010
101239	2001	2009
65501	1989	2011
43228	2007	2012
4025	1987	2000
34248	1990	1996
13696	2003	2009
88875	2000	2010
31797	2004	2012
74936	1993	2007
30537	1989	2005
48509	1999	2009
95796	1995	2010
40906	2000	2009
50928	2007	2012
95801	1999	2004
88032	2000	2009
87281	2005	2010
48516	2001	2006
97035	2001	2008
3182	2006	2012
43656	2005	2010
71224	1993	2012
91642	2002	2012
48119	2007	2012
36351	2007	2012
6912	2007	2012
3609	2002	2008
62617	2007	2012
94539	2004	2010
1626	2002	2010
81916	2005	2011
66739	1993	2004
3616	2000	2006
72901	2007	2012
18172	2006	2012
82341	1996	2008
23581	2007	2012
54545	2006	2012
14154	2006	2012
76569	2000	2010
65131	2006	2012
85311	2000	2005
49721	1999	2010
67608	2000	2012
96237	2001	2011
10417	2005	2011
93287	1997	2006
100007	2003	2009
7661	2005	2012
69234	2000	2005
34717	1994	2010
35109	1996	2002
82351	2004	2009
52187	2005	2011
34300	2005	2010
84888	2000	2010
50161	2003	2010
12531	2001	2011
88482	1999	2004
8826	2000	2005
15356	1998	2003
28	2003	2010
98396	2005	2012
17011	1991	2004
78203	2000	2009
19893	1993	2011
62246	1993	2007
76611	2003	2009
84903	1993	2001
39282	2001	2010
10869	2007	2012
94996	2006	2011
44574	2004	2011
88095	1990	1996
54998	1986	2002
8838	2003	2008
28520	1997	2004
67196	2002	2012
84096	2001	2009
87731	2000	2011
62687	2005	2010
4105	2007	2012
83269	1981	2001
40981	2004	2012
49770	2004	2010
47822	2004	2012
14606	2003	2012
79918	2000	2012
30622	2001	2011
15801	2004	2009
8855	1995	2004
10067	1999	2005
55023	2006	2012
59069	1999	2010
67689	2005	2010
97553	2004	2010
55028	2005	2010
45367	1996	2008
26558	1981	2001
69696	2004	2009
82441	1998	2011
10084	2003	2010
36437	2005	2011
51037	2007	2012
21582	2007	2012
66412	2000	2006
52251	2006	2011
100545	2006	2011
70518	2000	2006
99687	2005	2011
10099	2004	2012
26578	2004	2012
17471	1999	2005
76674	2001	2008
76262	2005	2011
78714	2003	2008
47861	1996	2008
36032	2005	2012
8893	2003	2012
69341	2001	2006
66032	2000	2005
29019	2002	2007
70537	1988	2003
930	2005	2012
92553	2002	2009
97583	2006	2012
66854	1997	2003
55066	2006	2011
14655	2005	2012
62750	1992	2007
8127	2002	2007
66455	2004	2010
28184	1998	2006
98032	2007	2012
82491	1997	2003
25416	2007	2012
20840	2000	2005
12633	2003	2009
46682	2000	2007
35642	2006	2012
36071	2005	2010
62777	1999	2006
88594	2002	2008
76706	2007	2012
123	1995	2007
92158	2002	2011
53918	1997	2005
38136	2006	2011
35251	1992	2001
62783	2003	2010
74678	1997	2002
22461	2005	2011
70963	2002	2010
88192	1987	2002
20858	1995	2007
87813	1993	2010
48661	2004	2009
50708	2003	2008
44234	2004	2011
70973	2007	2012
72200	2005	2012
18729	1997	2006
28633	1994	2008
79192	1997	2004
40235	2000	2007
85449	2002	2012
39418	2000	2007
71394	1999	2006
76739	2004	2009
32830	1998	2007
43845	1998	2012
61990	2000	2007
99360	2005	2012
96408	2005	2012
23319	2003	2010
25046	1997	2010
13891	2002	2007
97662	2005	2012
14324	2001	2012
85464	1985	2002
21284	2002	2011
54723	2000	2008
53554	1999	2011
101426	2006	2012
81291	1997	2007
1025	2004	2010
10216	2004	2012
50747	1987	2009
20472	1982	2007
54363	1993	2001
64118	2003	2009
62024	1999	2006
81310	2004	2011
15532	2003	2010
83441	2005	2011
49532	2004	2009
73927	1999	2004
35724	2006	2011
43081	2001	2009
71429	2003	2010
78826	1994	2006
54383	2003	2011
87110	1997	2011
47153	1997	2005
632	2004	2012
5882	1988	2012
56627	2004	2012
44082	2006	2012
68039	2002	2012
96649	2005	2012
93307	1992	1997
2416	1989	2007
29344	1986	2002
16170	2004	2009
23610	2000	2012
92881	2005	2010
14189	1995	2010
63117	1996	2004
77821	1985	2008
66793	2006	2011
34758	2005	2012
98843	2002	2012
91317	1990	2000
94602	2007	2012
17044	1995	2004
61880	2003	2009
5328	2005	2010
85356	1997	2008
23640	1994	2006
93756	2006	2012
42536	2004	2012
64777	1999	2012
50625	1990	2001
72540	2002	2010
67223	2006	2011
68092	1987	2001
14613	1994	2008
72128	2004	2009
57497	2001	2010
92925	2006	2012
54623	2007	2012
68910	2002	2010
10083	2004	2010
66004	2004	2012
57508	2007	2012
44604	2000	2008
41352	1996	2001
59903	2003	2010
80364	2004	2012
15825	1995	2006
15826	2004	2012
24088	2006	2012
59092	2006	2012
45394	2004	2009
35198	2006	2012
64429	1989	2012
41017	1995	2008
80785	2005	2012
49823	2003	2009
52685	1999	2009
15045	2003	2012
30675	1991	1998
1340	1990	2002
100113	2003	2010
528	1996	2005
1346	2003	2012
79140	2003	2011
51484	1996	2004
93803	1988	2006
99704	2007	2012
84159	1998	2011
4948	1998	2008
24108	2004	2009
43798	2007	2012
10536	1991	2011
80803	1993	2010
71741	1999	2008
55905	2002	2009
43388	2005	2012
5791	2004	2010
57923	1993	2003
65655	2006	2012
93408	1991	2002
49046	2003	2010
15858	2007	2012
57176	1995	2002
29448	1998	2006
78321	2003	2009
99730	2003	2011
75884	1997	2004
25426	1999	2004
25819	2000	2008
21247	1999	2012
53118	2002	2010
43012	2007	2012
91388	1989	1994
62779	2007	2012
65676	2002	2008
74679	2005	2010
64854	1997	2012
82052	1993	2002
93432	2003	2010
52314	1994	2007
10994	2000	2005
19183	1980	2003
45446	1991	2003
89859	1988	2001
72204	1989	2001
21646	2007	2012
31589	2003	2009
92597	2006	2012
31590	2004	2011
100185	2007	2012
57579	2004	2012
29072	2003	2009
80030	2000	2012
2955	1997	2002
83816	2006	2011
81677	2002	2012
80038	1997	2009
36102	1995	2001
45074	1999	2011
43045	2000	2009
85891	2001	2012
91049	2006	2011
70595	2000	2007
34466	2005	2012
22051	1990	2004
59568	1995	2005
88217	2002	2010
90647	1990	1996
57590	2007	2012
2163	2002	2008
29920	2006	2011
14717	1999	2006
16737	2001	2010
82083	1989	2008
94319	2006	2011
79616	2004	2012
4636	2005	2010
5466	2001	2010
69791	1990	2005
26264	2004	2009
80868	2005	2011
13906	1985	2008
67368	2003	2011
44280	2003	2009
24198	2005	2010
43066	1993	2009
32429	2006	2012
18376	2003	2010
63254	2002	2009
59222	1994	2006
77164	2003	2011
77557	1991	2004
47140	2006	2011
53968	2005	2011
30767	2004	2012
14752	1990	2003
70221	2002	2009
6291	2002	2009
34078	2000	2005
57620	1989	2011
98601	2004	2009
68238	2004	2010
85101	2002	2012
73125	1986	2001
17982	2005	2010
92660	2003	2011
25508	2005	2011
95203	2005	2011
58034	2002	2009
67850	1996	2009
68255	2002	2010
22134	2003	2010
83472	1998	2008
58443	2007	2012
66140	2000	2007
91498	2001	2006
99015	2004	2009
23396	2000	2010
72288	1997	2005
96470	2002	2008
8623	2005	2012
44322	1991	2001
25521	2001	2010
95226	2006	2012
70662	2006	2012
12345	2005	2011
9421	2005	2012
18423	2005	2012
8633	1991	2002
95236	2004	2009
35359	2005	2010
75587	2005	2010
83497	2006	2011
42729	2003	2008
20531	1997	2007
96483	2002	2008
25140	2002	2007
66157	1989	2005
89956	2007	2012
48771	2004	2010
68684	2000	2007
80937	1999	2005
96074	1989	2002
51619	1991	2007
59656	2001	2006
34563	2006	2012
8644	2006	2011
3903	2007	2012
64981	2004	2010
54817	2002	2008
12770	2004	2010
256	2007	2012
34134	2002	2007
52853	1997	2005
89975	2006	2012
2662	2006	2011
85572	2006	2012
87565	1999	2007
45191	2005	2012
99049	2004	2012
14438	2007	2012
47639	2005	2011
24730	2000	2007
85584	1996	2005
58093	2007	2012
82200	2007	2012
52865	2001	2006
67033	2006	2011
31718	2006	2011
96521	2001	2007
42345	2002	2010
86526	2006	2011
24425	2004	2010
16991	2003	2010
17380	2005	2010
42478	2005	2011
20726	2007	2012
65547	1990	1996
80290	2003	2012
23605	1994	2005
3215	1986	2001
78639	2002	2011
35545	2003	2009
7297	2005	2012
97517	2004	2011
64740	1994	2007
80307	2002	2010
38878	2000	2005
37616	1992	2004
66361	2005	2010
40964	1997	2012
71272	2001	2006
92481	1982	2002
42096	2006	2011
22780	2003	2009
45353	2002	2012
5726	2003	2008
45356	1999	2006
96292	2001	2011
80736	2006	2012
19909	2002	2007
68888	2007	2012
47816	2006	2011
97969	2000	2005
51821	2005	2012
53049	2001	2011
49375	1996	2007
48989	2005	2012
42120	2004	2009
31891	1994	2003
8456	2003	2008
21966	1997	2003
82421	2007	2012
78687	2007	2012
44985	2006	2011
49799	2006	2011
2090	2006	2011
15022	2005	2011
76652	2006	2011
47028	2005	2010
12997	2007	2012
94208	2003	2010
18661	2004	2010
79115	1988	2007
74619	2005	2010
67244	2002	2011
70111	2004	2010
73004	2000	2009
39763	1997	2007
26976	2000	2007
56704	2007	2012
69323	2004	2009
55056	1988	2000
45401	1991	2007
79536	2003	2009
36861	1994	2006
85388	2003	2010
98012	1998	2010
26584	1990	2000
65232	2007	2012
5776	1989	1995
68932	2007	2012
49031	1994	2011
27374	2007	2012
50245	2000	2011
64446	1999	2008
97587	2004	2012
88169	2001	2012
5786	2007	2012
77474	2006	2011
99712	2002	2012
45828	2000	2011
56307	1987	2000
84997	1999	2005
67750	1997	2007
8920	2006	2012
69357	1996	2007
73039	1989	2008
32363	1988	1995
78322	2004	2009
31560	2000	2011
78326	2006	2011
39381	1989	2007
49052	2006	2012
59526	2003	2008
77100	1999	2007
76702	1998	2005
25817	2007	2012
1767	2005	2010
99332	2006	2011
68958	2006	2011
970	2007	2012
2930	1994	2010
70959	2004	2011
92998	1994	2000
2143	2007	2012
55522	2001	2007
19609	1996	2008
29459	1981	2003
567	1993	2004
71372	2001	2010
34851	2004	2010
52317	2003	2009
38986	2005	2012
7419	2007	2012
101796	1985	2002
25842	2004	2011
25033	2006	2012
87829	1999	2008
51107	2005	2011
46306	1997	2010
43038	2002	2007
65297	2006	2012
31604	2005	2010
64094	1987	2012
8556	1993	2009
72662	1988	2003
51922	1990	2011
49088	2006	2011
1005	2004	2011
39010	2006	2012
41455	2001	2007
60765	1998	2011
2177	1999	2006
9363	1999	2009
75126	2002	2010
27448	2002	2012
55135	2004	2010
10205	1999	2004
74319	2000	2005
64507	1992	2001
89885	2000	2005
48703	2004	2010
85472	1999	2011
8959	2007	2012
22077	2002	2011
35704	2005	2010
8576	2003	2012
3396	1999	2006
50753	2006	2011
45912	2001	2007
52771	2000	2012
9808	2001	2008
75946	2002	2010
64125	1996	2007
77569	1998	2003
91085	1989	2001
65732	2004	2012
37383	1994	2004
32872	2001	2007
73932	1998	2010
16767	2006	2012
45932	2003	2009
46761	2003	2009
11071	1987	2003
23784	2006	2011
88664	2001	2011
15151	1994	2008
79251	1995	2008
89557	2007	2012
12703	1988	2003
4272	1998	2011
5500	2003	2009
51967	2004	2011
39476	2007	2012
56405	2005	2010
100271	1995	2003
82604	2000	2012
51587	1990	2011
56025	1996	2011
53208	2006	2012
13946	1999	2006
3855	1995	2005
99842	1990	2012
60045	1994	2006
67855	2005	2012
2235	2003	2010
44320	2002	2010
80115	2000	2011
29557	2006	2012
29559	2001	2011
41131	1990	2005
47978	2001	2009
2237	2001	2006
34109	2004	2009
13175	2001	2007
66994	2001	2009
52817	2001	2009
47185	1998	2008
40740	2003	2008
78026	2006	2012
76823	2000	2008
22992	2004	2012
22155	2004	2012
101492	1982	2002
16810	2005	2010
92447	2002	2011
64337	1999	2008
23160	2005	2012
74143	2001	2009
2803	2005	2011
24434	1997	2004
1248	2005	2010
65153	2005	2012
92876	2000	2012
98393	2004	2009
22764	2005	2010
5705	2001	2009
90917	1997	2007
22346	2005	2011
24456	2004	2010
99225	2007	2012
64364	2007	2012
60243	2003	2009
63524	2007	2012
71279	1993	2002
77004	2005	2012
4508	2004	2010
60248	2002	2012
77406	2001	2006
94176	1997	2005
31876	2003	2012
99244	1991	2003
2450	1992	2010
11754	1998	2010
13402	1997	2005
62274	2004	2012
5734	1998	2008
63136	2004	2010
17045	2000	2011
59468	2004	2011
79926	2007	2012
93769	1994	2003
58680	2005	2011
40568	2006	2012
40168	1992	2001
71310	2000	2007
87750	1995	2008
88538	1995	2003
51038	2007	2012
94206	2001	2008
83	1996	2003
13005	2001	2007
89395	2007	2012
9280	2002	2012
16233	2006	2011
52678	2006	2011
55476	1990	2008
75447	2006	2011
100560	2002	2011
87392	2006	2012
11384	1991	2005
20379	2006	2011
38523	1993	2008
94650	2006	2011
37268	2006	2012
14261	1998	2004
66443	1992	2005
66447	2000	2005
33997	2002	2011
78304	2003	2011
74645	2003	2012
53101	1994	2003
7771	1997	2012
77471	2003	2011
95509	1991	2010
89826	1993	2008
57173	2005	2012
60709	2003	2010
10963	2007	2012
23262	1993	2009
79995	2003	2012
32799	2001	2012
33196	2006	2011
71761	2006	2012
77911	1993	2006
93834	2005	2011
42165	2004	2009
73441	2007	2012
25424	2003	2010
26207	1999	2005
31119	2000	2005
26215	2005	2012
67768	1992	2003
53522	2007	2012
44671	1981	2003
87053	1993	2008
27414	2004	2011
97631	2006	2011
15885	2002	2012
39412	2004	2009
35269	1998	2003
94287	2003	2008
31592	2002	2012
32827	2002	2010
101806	1996	2002
87458	1986	2008
15896	1994	2003
29479	2001	2008
91820	2000	2005
13091	2000	2010
66494	2004	2012
31147	1997	2007
62828	2001	2008
10192	2003	2011
82075	2007	2012
48288	1986	2002
2547	2007	2012
13100	2003	2011
27048	2002	2011
77947	2007	2012
57589	1997	2011
64095	1997	2006
39008	2003	2009
49493	2005	2011
22507	1997	2012
62836	2002	2010
3374	2004	2012
14725	1989	2005
78803	2001	2007
47543	2007	2012
95149	2003	2010
58782	1994	2006
100659	2007	2012
58785	2005	2011
13909	2004	2009
4248	2007	2012
91451	2004	2009
10223	2007	2012
39024	2003	2012
34497	1999	2005
29112	1997	2007
87105	2005	2012
74739	2006	2012
53974	1985	2008
96022	1994	2007
41862	2007	2012
96857	2004	2011
25882	1995	2012
48732	1997	2002
87874	2002	2007
80094	2006	2012
37399	2003	2008
5495	1999	2008
89556	1998	2006
20931	1989	1995
10651	2007	2012
86325	2007	2012
2217	2002	2008
8236	2003	2009
83030	2005	2012
45126	2005	2012
91877	1997	2009
91485	1999	2004
91487	2004	2010
87886	2005	2010
99417	2004	2012
100272	2000	2012
75569	2005	2012
69832	2003	2009
98164	2007	2012
75983	2005	2012
5503	1999	2004
44739	2001	2006
83039	2003	2010
43106	2000	2006
56027	1991	2005
653	2001	2011
23803	2000	2010
86336	1980	2003
28297	2001	2010
84299	2003	2012
34104	2007	2012
20110	1998	2004
51997	2005	2010
5081	2003	2009
93097	2005	2011
93960	1998	2005
87526	2004	2009
52433	2003	2012
71472	2005	2011
4707	2006	2012
2241	2003	2011
5911	2007	2012
30399	2002	2010
78448	2004	2010
101138	1991	2003
62473	1988	2012
98197	1995	2005
37432	2007	2012
85545	2007	2012
95910	2000	2005
90687	2000	2011
53352	2003	2008
100891	2004	2010
91726	1995	2009
76705	1994	2008
28632	2005	2010
90289	2001	2007
53666	1999	2005
17027	1981	2001
39000	2004	2009
77057	2002	2010
19721	2001	2010
9801	1988	2007
36163	2003	2009
32258	1999	2008
40829	2003	2011
85888	1991	2010
25952	2004	2011
23642	2001	2007
6180	1990	2011
2632	2005	2010
56062	1996	2003
5577	2001	2012
70978	1999	2004
22568	2005	2011
9911	2004	2009
81525	2001	2007
3718	2004	2011
98103	1988	2006
24245	1999	2006
41979	2004	2009
76537	2006	2011
26451	2003	2012
59462	2001	2009
48211	2001	2007
43417	2002	2010
40334	1990	2001
18050	2000	2012
69901	1992	2002
18078	2005	2012
10550	2005	2010
70775	2004	2012
33899	1995	2006
61418	1990	2004
33088	2000	2005
87796	1996	2003
37835	2005	2012
48824	1999	2006
88366	1997	2003
78791	2003	2011
86897	2004	2010
44578	2003	2009
57926	1991	2004
58133	2002	2007
82747	1989	2010
101678	2002	2012
36100	1999	2012
21773	2003	2011
69939	1997	2011
63150	2006	2011
29491	2004	2010
98114	1999	2011
41329	2004	2009
20843	1985	2008
66995	2002	2010
36797	2007	2012
45250	1999	2006
913	2003	2012
71377	1998	2010
90631	2001	2012
53535	1998	2010
77617	2002	2009
19506	2000	2008
65207	1993	2001
56732	2001	2012
87797	1994	2011
49495	2005	2012
7713	2004	2012
94713	2001	2008
71016	1996	2008
12340	1987	2001
2298	2001	2006
6131	1999	2006
51846	2001	2006
118	1998	2010
30730	1999	2004
66930	1997	2008
10608	2004	2012
78473	2007	2012
10105	1998	2005
90655	1997	2002
35342	1992	2004
37473	1986	2008
24203	2002	2010
58437	1985	2008
81872	1998	2009
67387	1997	2004
57285	1998	2003
63438	2005	2010
72053	1981	2003
12956	2007	2012
1319	1993	2005
2626	2003	2008
81705	1997	2009
69150	2005	2011
87013	2004	2009
17121	1997	2012
38288	2001	2008
47749	2006	2011
52411	2004	2011
9854	2003	2011
45194	2006	2012
51224	2004	2012
56511	2005	2010
40255	1999	2005
95650	2004	2009
14527	2000	2007
57985	1989	2005
14806	2004	2009
99233	1996	2011
2890	2004	2009
74680	1985	2002
1101	1999	2006
17989	1997	2003
43882	1990	2000
24260	2001	2010
25995	2007	2012
71275	2004	2011
100780	2003	2011
79505	2007	2012
4324	1981	2004
13022	2003	2010
14710	2006	2012
64841	1994	2002
65135	2002	2010
25580	2001	2009
87801	2000	2010
13132	1997	2009
59632	2004	2011
19042	2005	2010
85351	1992	2003
89454	1992	2000
79512	2004	2011
47764	2006	2012
26532	2000	2009
99897	2003	2008
90506	2002	2009
46609	2002	2011
43825	2006	2011
4740	1997	2008
66990	2005	2012
59633	1996	2007
57011	1993	2002
28158	2005	2012
74256	1990	2001
9328	2006	2012
38151	2003	2011
100735	2006	2012
46006	2007	2012
36348	1998	2008
35938	2000	2006
56659	1998	2003
21649	2006	2011
37815	2001	2009
31241	2006	2011
39637	1997	2010
60993	2003	2009
10776	1986	2002
87363	1988	2012
17771	1998	2011
85588	2006	2012
89226	2002	2010
97431	2006	2012
6346	2005	2011
74063	2000	2005
67077	1992	2007
14130	2001	2007
70463	1999	2007
39301	2005	2012
15441	2003	2012
42689	2001	2010
69230	1988	1995
9759	2003	2012
17433	2002	2008
74898	1989	2002
99633	1986	2002
25846	1986	2000
24266	1986	2003
98356	2001	2011
71239	1993	2003
29942	1988	2001
65320	2004	2011
11387	1998	2004
92926	2004	2010
14278	2002	2007
75514	1992	2005
101423	2003	2011
41462	2001	2010
40719	2004	2010
75980	2005	2011
44314	2000	2012
43937	2004	2009
48409	1999	2012
7612	2003	2008
70835	2005	2010
13836	2006	2012
54683	2006	2012
81687	2000	2012
100237	1987	2012
36721	2003	2009
80714	2004	2009
82389	1982	2002
60303	2005	2011
54305	1994	2001
79197	1990	2012
69020	1995	2004
43942	1991	2001
43699	2001	2011
20825	2007	2012
85407	1998	2009
70608	2003	2008
40261	1982	2007
47152	2005	2011
53934	2004	2012
78893	2002	2007
27561	2004	2011
98386	2001	2008
35568	2002	2012
12705	1981	2004
76417	2005	2010
20708	1999	2007
93311	1991	2000
36459	1997	2009
87064	2006	2011
91811	2007	2012
65300	2005	2011
18761	2005	2011
74731	2003	2010
13137	1989	2006
94771	2006	2012
11109	2006	2011
78483	2007	2012
81410	1998	2007
12398	1995	2008
77675	2002	2009
89211	2005	2012
72092	2000	2008
96715	2001	2008
31689	1989	2011
68269	2006	2011
51626	2000	2006
4726	2003	2011
84771	2005	2011
25301	2002	2009
77374	1990	2011
31358	2003	2012
16962	2000	2012
64705	1990	2006
93694	2006	2011
48543	2000	2006
72968	2002	2011
3341	2006	2012
84646	2006	2011
28316	2004	2011
17714	2005	2011
65943	2006	2011
38020	2004	2010
92078	2004	2010
58679	1994	2004
53884	2002	2007
5796	2000	2005
89434	1997	2010
80006	2003	2011
62431	2003	2012
39052	1996	2008
25110	2004	2009
5507	2006	2011
1911	2004	2011
100326	2006	2011
52536	2003	2012
69967	2006	2011
73260	2000	2008
57809	2004	2011
70862	1998	2010
76349	2002	2011
76371	2001	2010
13582	2005	2011
27513	2004	2010
35778	1994	2000
98720	1986	2000
11637	2004	2010
79398	2004	2011
9760	2004	2011
79614	1998	2005
75130	1999	2005
71042	1996	2002
57314	2005	2011
15613	2006	2011
71984	2006	2011
100406	2000	2011
62630	2004	2009
31459	1991	2010
93679	1985	2002
65693	1999	2009
55990	2005	2010
50417	2006	2012
66177	1996	2010
63340	2006	2011
50841	2004	2009
45671	1994	2005
23547	1991	2003
30143	2006	2011
79108	2006	2012
36090	2003	2010
55152	2002	2010
37799	1997	2010
17205	1985	2002
11930	2003	2012
94788	2006	2012
32987	1988	2003
96156	2005	2011
101670	2003	2011
68490	1995	2005
97922	2005	2011
19899	2001	2007
80418	2002	2010
66155	1998	2011
94035	1995	2012
18940	2000	2009
94888	2004	2011
93236	2003	2012
95871	1999	2006
75846	2002	2011
43849	2004	2012
89639	2001	2011
53329	2005	2010
13684	1995	2009
74935	1991	1998
50151	2002	2012
43011	1990	2008
89461	1995	2002
88237	2005	2011
68668	1996	2007
88345	2005	2012
96116	1999	2004
78121	2006	2011
90055	1999	2008
62576	1996	2011
94601	1997	2009
16213	2001	2012
42580	2004	2012
8992	2006	2011
59245	2003	2010
22149	1985	2002
13998	2003	2010
13778	2002	2011
67246	2006	2012
52332	1999	2010
5111	2006	2011
14220	1996	2003
40604	2005	2011
97997	2005	2011
71820	2003	2012
47176	2007	2012
10018	2006	2012
20282	2006	2011
92495	2007	2012
41047	1997	2002
73459	2002	2009
25156	2007	2012
80565	2004	2010
33834	2005	2010
53782	1991	2003
19468	1999	2005
94258	1999	2010
14697	2006	2011
3796	1988	2006
27870	2007	2012
10634	1998	2008
32058	2002	2012
101915	1986	2003
98733	2001	2006
35490	1999	2008
74119	2002	2012
26556	1999	2005
87768	2007	2012
58380	1999	2007
29136	2004	2012
85952	1997	2012
59470	2004	2010
85450	2006	2012
74309	1998	2003
73102	1996	2008
81732	2006	2011
68473	2007	2012
21150	1995	2002
57876	1995	2009
90586	1992	2008
79155	2004	2010
49866	2005	2012
34449	2006	2012
13139	1990	1996
50375	1991	2000
14404	2006	2011
91928	1996	2001
66184	1996	2007
62516	1995	2004
40381	2002	2007
43587	1999	2004
55362	2003	2011
61492	1992	2010
73428	1996	2012
39056	1995	2001
92751	2005	2012
73236	1992	2010
70796	1987	2001
49314	1998	2007
31908	2004	2012
95512	2000	2005
4593	2004	2012
47390	1992	2007
18667	2007	2012
40183	2006	2011
62795	2007	2012
95115	2006	2011
17565	2002	2008
58504	2004	2009
26773	2005	2012
71942	2001	2007
23212	2003	2010
47460	2001	2006
45054	2001	2009
3382	1996	2007
11926	2003	2012
32905	2007	2012
75205	2005	2011
79714	2002	2010
55688	1995	2007
42032	2006	2012
89726	2005	2010
58999	2000	2010
74125	1998	2009
51062	2005	2011
30354	2007	2012
29611	1989	1994
76473	2006	2011
33538	1988	2006
13378	2005	2012
70986	2005	2011
87475	1997	2008
15957	2001	2008
81823	1998	2011
83129	2003	2012
83966	1998	2008
86548	2005	2012
13392	2003	2010
25747	2005	2012
3706	1989	2008
