affID	sortedName	awardYear	fieldID	fieldName	bf_avejif	bf_avecitation	bf_avehindex	bf_avepapercnt	af_avejif	af_avecitation	af_avehindex	af_avepapercnt
19820366	renzhong tai	2012	121332964	physics	2.023891407192143	2.5238095238095237	3.0	4.2	3.6662826832837516	7.770952380952379	10.0	11.4
47720641	xinliang zhang	2011	121332964	physics	1.3546054693632317	2.6133785488208274	8.0	50.6	2.3362396044021003	2.5818722093936524	22.4	47.6
40963666	changjiang zhu	2006	121332964	physics	0.4523327769291479	1.338888888888889	2.4	3.6	0.9610701459465376	2.7861671150673706	8.4	6.2
19820366	baonian wan	2007	121332964	physics	0.4875462582521722	1.3222222222222222	3.2	14.0	0.4658128115579016	1.5283469863469863	7.6	7.6
27357992	jianfeng zhang	2002	121332964	physics	0.5284263826151209	0.7	0.8	1.6	0.0	2.2957142857142854	4.2	0.0
19820366	jirong sun	2002	121332964	physics	1.2485920721000867	2.2722222222222217	2.2	5.2	1.5256423735089617	3.1919047619047616	9.4	13.8
19820366	liu xiaojun	2009	121332964	physics	1.0561124413198266	1.75	3.0	3.8	1.6561881605693003	2.1133826957356368	8.0	11.0
19820366	xu xuejun	2012	121332964	physics	1.3768789566902782	1.8345845004668533	5.4	7.4	2.10216082854576	1.9863896103896104	11.2	3.4
19820366	xing zhizhong	2004	121332964	physics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19820366	hushan xu	2009	121332964	physics	0.527884401128392	4.43	3.6	8.8	0.8509085298863612	2.592699261522791	8.0	10.2
87445476	guang xi	2007	121332964	physics	0.10220841787106848	1.2	1.0	1.0	1.3487811893926098	1.4246153846153846	3.0	10.2
19820366	li yutong	2009	121332964	physics	1.0086389491111811	2.325	3.2	8.6	1.4405364968974226	2.387341355422849	10.6	11.6
19820366	ge wei	2012	121332964	physics	1.2610655159238484	3.0503882639785282	11.2	11.8	2.38818652278787	4.418576354380618	24.0	14.4
170215575	jianmin yuan	2000	121332964	physics	0.19995905217914076	0.4	2.0	0.6	0.694435121797121	0.9133333333333332	2.4	6.2
20231570	furong xu	2005	121332964	physics	0.7017339879463039	0.7	1.0	2.2	0.9754397169716728	1.8180303030303029	3.6	5.4
36399199	che wenquan	2012	121332964	physics	0.8562592107671823	2.1856891162262007	5.0	16.0	1.3506650736763697	3.4076604910970243	16.2	41.8
99065089	gao yuanning	2002	121332964	physics	0.0	0.0	0.0	0.0	0.22596491228070176	0.6	0.4	0.2
19820366	li xinqi	2004	121332964	physics	1.3711305447992859	2.3647619047619046	2.8	2.4	1.3160598920805957	1.6213431013431012	6.4	4.8
881766915	peng ruwen	2006	121332964	physics	1.0273433144739983	1.5023809523809524	4.6	5.8	1.846147622966168	2.1060800220282982	9.0	11.8
24185976	qingyuan wang	2009	121332964	physics	0.28650511559551217	1.6333333333333333	1.6	3.6	0.980266727608241	2.7053946053946047	5.0	16.4
19820366	cao xinwu	2003	121332964	physics	2.9693321936820505	1.6357142857142857	2.0	2.4	3.2374780549308713	2.125151515151515	6.4	4.8
19820366	ji yang	2004	121332964	physics	2.0716784056725093	1.5888888888888892	2.8	6.8	1.997155954177772	2.7606777493606143	8.2	10.2
20231570	liu yuxin	2004	121332964	physics	0.4974022307984034	1.1363636363636362	2.2	5.2	1.2075211946508286	1.8650383631713552	4.4	13.0
19820366	han xiufeng	2003	121332964	physics	0.5194771948895592	1.967619047619048	5.0	5.8	1.0570640323356026	1.8198162071846282	8.0	17.4
19820366	li shushen	2003	121332964	physics	0.7911781713803265	0.92	1.2	3.4	1.236874261116804	2.15097113997114	6.8	16.4
96852419	hailiang li	2012	121332964	physics	0.9347840067706016	2.8306697931697924	6.2	6.0	1.1456247953013103	3.3256011198945985	13.8	2.4
19820366	dai xi	2011	121332964	physics	2.390392464476271	7.121640211640212	4.8	12.2	3.7782114117374777	15.921147521867287	25.2	26.4
20231570	huazhong tang	2009	121332964	physics	1.415383441592094	3.802380952380952	3.8	3.4	1.3758014624785648	2.8641880341880346	8.4	3.4
25254941	xiangdong zhang	2008	121332964	physics	1.1564327230856746	4.16655462184874	3.8	6.6	1.6750391942537892	3.1595806492358216	13.0	7.4
99065089	meng yonggang	2005	121332964	physics	0.5272596774251391	1.4765873015873017	2.6	5.8	1.1976939894932372	1.7513348588863462	8.4	9.0
126520041	han liang	2010	121332964	physics	1.5789954795458951	1.4844444444444445	3.6	5.4	1.6745320276583004	1.6521428571428571	6.0	1.8
19820366	mingjiu ni	2011	121332964	physics	0.9687013144293296	2.2	2.6	2.0	1.3849610671177215	3.3703571428571433	6.2	4.2
19820366	degang zhao	2009	121332964	physics	1.1383751271705052	1.6266666666666665	2.8	7.6	1.2611827540164946	1.7934846209015007	7.6	11.2
19820366	changyin zhao	2011	121332964	physics	0.1684650934393645	0.4	0.4	1.6	1.073592264324717	1.663333333333333	2.8	5.8
20231570	guo hong	2012	121332964	physics	1.6006850841801938	2.0673772986272985	7.0	18.2	2.504561760311101	2.8440271463823605	15.6	21.4
19820366	bai haiyang	2002	121332964	physics	0.031137724550898208	0.2	0.4	0.4	0.0	0.2	1.0	0.0
19820366	liu wuming	2005	121332964	physics	0.6647686432244829	0.7066666666666667	1.0	3.4	1.0694752334573745	2.9637433722163307	7.8	12.8
99065089	guilu long	2003	121332964	physics	0.34900412736180303	1.6333333333333335	3.2	11.0	0.4601931387970374	2.258129084967321	7.6	19.0
19820366	fu liyun	2009	121332964	physics	1.3839509415222722	1.4766666666666666	3.8	2.2	0.7571362084678059	1.653076923076923	7.4	6.0
19820366	ercang luo	2006	121332964	physics	0.4755154145073783	1.08	1.4	2.4	0.8817054336066186	2.068315018315018	5.8	2.8
19820366	dejin wu	2004	121332964	physics	0.03771078259008424	0.2	1.0	0.4	0.1078234984804328	0.6	1.2	0.8
19820366	hongwei zhao	2002	121332964	physics	0.12585933368588048	0.2	0.4	0.2	0.6967833737268408	1.9388888888888889	2.0	6.0
19820366	jiawen xia	2003	121332964	physics	0.0	0.0	0.0	0.0	0.0	0.6	0.0	2.0
19820366	chuanjie zhu	2005	121332964	physics	2.3160474250693097	3.7096969696969695	3.6	2.2	0.4185414091470953	4.7204906204906205	11.4	0.8
126520041	hu shuiming	2012	121332964	physics	1.31081612266998	1.4655542986425343	10.6	5.4	2.1469200670850515	2.681878814298169	15.2	7.4
19820366	ma xucun	2010	121332964	physics	2.3079011332826047	3.5682692307692307	6.4	8.6	4.156594450379574	7.935078646843352	24.8	27.0
19820366	chang jin	2009	121332964	physics	0.07386768092679183	0.0	0.0	0.8	1.9257670642933764	2.8123809523809515	3.8	5.2
194450716	hu ping	2001	121332964	physics	0.12274110749758994	1.2	1.8	1.8	0.4353648705396854	1.36	2.6	2.6
19820366	gao yu	2004	121332964	physics	0.9705555051198668	1.8	1.8	3.2	3.0825071262682986	6.5590909090909095	5.6	9.6
19820366	huang yongzhen	2002	121332964	physics	1.1685761072037877	1.6111111111111112	2.4	3.2	1.3017543414163393	2.247527950310559	6.4	12.4
16609230	shuangchun wen	2010	121332964	physics	1.3626925006199706	2.1726218304058413	4.2	38.8	2.0172250874722506	3.966823600010921	17.0	27.2
19820366	feimin huang	2008	121332964	physics	0.35346153846153844	1.5333333333333334	2.0	0.8	1.0324153628303752	2.5423076923076917	4.8	4.6
20231570	kaixin liu	2000	121332964	physics	0.0	0.0	0.0	0.0	0.19735372122471725	0.2	0.2	1.6
99065089	he hongjian	2006	121332964	physics	0.8023858917460689	2.3600000000000003	3.4	0.8	2.745881618451542	3.5365656565656565	7.0	3.0
126520041	junxian wang	2008	121332964	physics	3.3966107831000096	3.2247619047619045	2.6	4.8	3.9990440890767913	6.192702482702483	11.2	4.8
158842170	yongxing zhang	2006	121332964	physics	0.10781412877511558	0.8	0.4	4.6	0.5148547968863352	1.2733333333333334	2.4	6.8
881766915	jilin zhou	2009	121332964	physics	2.0141578273331238	2.662777777777777	3.4	3.4	4.551443737413625	2.6185714285714283	9.0	7.0
99065089	jiang shengyao	2003	121332964	physics	0.2716861380952912	1.6	1.4	2.2	0.3458851203334133	1.7666666666666668	2.4	2.8
99065089	li xianting	2011	121332964	physics	1.3848529474079172	3.1994864612511664	7.2	4.8	2.8266654711828743	3.5672294372294373	16.8	13.6
19820366	chen yonghai	2006	121332964	physics	1.1069813333629022	1.0	1.4	2.0	1.301033400775917	2.038024408848208	5.4	12.8
20231570	xueqing yan	2010	121332964	physics	0.4646410573485646	1.1333333333333333	1.4	4.2	0.6352158445508206	1.4807775557775558	4.2	6.4
881766915	weiyi zhang	2000	121332964	physics	0.7322553643103177	0.4	0.4	3.8	1.1326570642722218	1.8343434343434344	3.4	3.6
19820366	ma yanwei	2010	121332964	physics	1.4582622730003851	2.580952380952381	4.0	14.4	2.6313601512518483	4.936569718094426	20.6	26.4
19820366	qiuliang wang	2009	121332964	physics	0.7985045919303235	1.5677736006683376	3.6	11.6	1.0825237571757984	1.8169813969813968	9.2	22.4
99065089	liu yuxi	2010	121332964	physics	1.378758950536688	1.7132266402683825	3.8	10.2	2.296238889224332	3.708613693729549	15.8	11.8
20231570	hanqing zheng	2009	121332964	physics	0.26326064116761183	2.066666666666667	3.4	1.8	0.2381983875204591	1.0333333333333334	4.0	0.4
157773358	fan zhong	2006	121332964	physics	0.2656608328304164	1.1	2.2	0.2	0.6951298746221417	1.6636363636363636	3.2	1.2
183067930	huiying wu	2009	121332964	physics	1.3700951544334399	3.6416666666666666	2.0	2.8	2.1024500053833197	4.342960715754834	10.0	3.8
19820366	guowei he	2003	121332964	physics	0.2658082975679542	1.0	1.4	0.6	1.2797708521355111	2.4666666666666663	3.6	4.2
881766915	huang yongfeng	2006	121332964	physics	0.12095959595959595	1.7	2.8	0.8	0.3752491172830616	0.7	3.2	2.2
99065089	huimin xie	2006	121332964	physics	0.5668186783593739	1.1841269841269841	1.8	6.0	1.321645493639505	3.281661403113016	8.0	12.4
154099455	shishen yan	2011	121332964	physics	1.4447005832701243	2.222511924973724	5.0	11.0	2.885314651230643	3.4306328486999207	17.0	17.8
76569877	jihong ye	2011	121332964	physics	0.26361850791501223	0.6	0.4	1.0	0.8896198450499796	1.505281385281385	4.2	3.4
173759888	kuang leman	2003	121332964	physics	0.2822269247550625	0.7454545454545455	1.4	4.2	0.418848120566414	1.7587179487179487	5.2	8.8
25254941	feng shiping	2001	121332964	physics	0.536284094385941	1.4833333333333334	2.6	4.4	0.6716684665720084	1.63015873015873	4.2	8.0
76130692	bo feng	2011	121332964	physics	2.468650475660678	6.233936507936508	7.8	6.0	3.755594891978082	4.574971988795518	19.0	7.0
183067930	chen xianfeng	2011	121332964	physics	1.5407841678170076	2.0373950686994164	8.0	22.8	2.6227679926942957	2.6960176185721747	18.6	28.8
19820366	wu xiaoguang	2001	121332964	physics	0.0	0.4	1.0	0.0	0.452432666480675	0.4	1.2	1.4
