fxID	minYear	maxYear
26883	2004	2018
26890	2007	2018
26903	1999	2010
26908	2003	2017
26926	1987	2017
26940	2007	2018
26944	2007	2017
26949	2004	2018
26954	2005	2017
26959	2006	2017
26975	1999	2017
26976	2000	2018
26981	2005	2017
26992	1998	2015
26993	2005	2018
26996	2007	2017
26998	2002	2018
27001	2006	2016
27018	2004	2018
27022	2006	2017
27027	1999	2018
27038	1997	2010
27040	2006	2017
27048	2002	2018
27050	2000	2018
27062	2000	2015
27064	2007	2017
27065	2004	2017
27073	1990	2001
27076	1996	2017
27079	1997	2017
27082	2006	2017
27091	2006	2017
27101	2003	2013
27104	2007	2017
27110	2005	2017
27112	2004	2018
27113	2005	2017
27128	2004	2017
27133	2004	2016
27136	1997	2018
27144	1987	2017
27154	2001	2017
27156	1998	2018
27163	2007	2018
27175	2007	2018
27176	2003	2018
27177	2003	2018
27179	2005	2018
27183	1997	2018
27186	2005	2017
27187	2002	2018
27194	2000	2014
27207	1993	2011
27216	2004	2016
27218	2006	2017
27227	1995	2018
27230	2003	2015
27231	2000	2010
27232	1995	2006
27243	1996	2018
27247	2003	2017
27248	2006	2016
27249	2000	2018
27253	2000	2016
27256	1997	2017
27265	2003	2017
27266	2005	2017
27270	2000	2018
27273	2003	2018
27275	2006	2018
27279	2005	2017
27288	1998	2017
27296	2004	2017
27303	1990	2018
27315	2004	2016
27319	2003	2017
27322	2007	2017
27331	2001	2017
27333	1998	2012
27337	2005	2017
27349	1992	2015
27355	2004	2017
27356	2004	2017
27359	2002	2014
27363	1995	2017
27369	1989	2017
27372	2007	2018
27373	2002	2018
27374	2007	2018
27382	2004	2017
27391	1990	2018
27404	2004	2018
27408	2004	2016
27414	2004	2017
27416	2005	2018
27420	2002	2018
27425	1995	2015
27444	2003	2016
27447	2006	2018
27448	2002	2018
27464	2000	2017
27477	1995	2010
27478	2000	2018
27479	2003	2016
27492	2003	2014
27493	2002	2017
27495	1991	2012
27497	2007	2018
27511	2005	2018
27513	2004	2017
27525	1990	2018
27535	2007	2017
27540	2007	2018
27552	2000	2011
27554	1999	2018
27561	2004	2016
27592	1992	2014
27596	2006	2018
27602	2007	2018
27604	2006	2017
27612	2006	2018
27616	2005	2016
27620	2000	2017
27623	2007	2018
27628	2005	2017
27631	1999	2018
27635	1993	2011
27654	1991	2017
27662	2004	2015
27664	2000	2018
27670	1994	2010
27682	2002	2018
27687	1990	2018
27690	2006	2018
27704	2003	2018
27711	1980	2013
27714	1987	2018
27719	2000	2015
27749	1997	2018
27751	2000	2017
27760	1988	2005
27769	2001	2018
27772	2003	2017
27777	2007	2017
27787	2006	2018
27788	1996	2017
27801	2005	2017
27804	1999	2015
27806	2004	2017
27813	1995	2017
27815	2000	2018
27817	2004	2017
27822	1988	2018
27828	2004	2018
27831	2006	2017
27844	1989	2007
27853	1995	2018
27856	1995	2015
27870	2007	2018
27873	1998	2018
27877	2006	2018
27880	2007	2017
27895	2007	2018
27897	2004	2018
27898	1996	2018
27903	2006	2018
27905	2003	2017
27909	1987	2018
27936	2000	2016
27940	1997	2017
27944	1997	2017
27953	1992	2018
27954	2004	2015
27957	2003	2017
27960	2003	2013
27961	2006	2017
27965	2001	2018
27967	2006	2018
27974	2005	2016
27979	2000	2018
27993	1985	2014
27998	2003	2017
28007	2000	2018
28013	2001	2016
28015	1997	2015
28019	2003	2015
28026	1997	2017
28030	2000	2016
28033	2007	2018
28036	2000	2017
28044	1998	2017
28048	1988	2017
28050	2007	2018
28055	2002	2018
28068	1993	2018
28071	1991	2005
28082	2007	2017
28087	2001	2016
28091	1994	2018
28096	1999	2017
28097	2004	2018
28109	2002	2018
28111	1992	2018
28112	2005	2017
28113	2007	2017
28117	2005	2017
28123	2006	2017
28136	1999	2015
28139	2003	2013
28147	1997	2018
28158	2005	2015
28172	2000	2010
28174	2003	2017
28177	2005	2015
28178	1998	2018
28179	2007	2018
28184	1998	2017
28193	2002	2015
28196	2001	2016
28202	2004	2014
28205	2000	2018
28208	2004	2018
28226	2001	2016
28227	2007	2017
28231	2002	2018
28237	1989	2018
28239	2006	2016
28254	2003	2018
28256	2005	2016
28257	1998	2010
28268	1991	2011
28288	1997	2014
28290	1991	2018
28291	2006	2017
28297	2001	2017
28303	2005	2017
28313	2005	2016
28316	2004	2017
28333	2006	2017
28334	1998	2018
28336	1994	2016
28349	1995	2017
28351	1999	2017
28353	1991	2017
28365	1999	2017
28379	1997	2018
28385	1997	2011
28386	2005	2017
28397	2001	2018
28402	2002	2018
28403	1995	2006
28409	1994	2017
28416	1996	2018
28422	2001	2017
28424	1993	2018
28425	2007	2017
28427	2005	2018
28429	2000	2017
28430	2004	2018
28432	1998	2017
28438	1998	2017
28439	2005	2018
28455	2007	2018
28462	2003	2016
28487	2004	2017
28488	2005	2017
28500	1995	2018
28507	2007	2017
28510	2007	2017
28515	1998	2018
28518	2001	2018
28519	2006	2018
28520	1997	2013
28521	2007	2018
28523	2004	2017
28525	2000	2011
28526	2005	2018
28529	2000	2018
28539	2005	2018
28568	2004	2018
28581	1994	2018
28584	1988	2018
28590	2002	2017
28593	1999	2017
28605	1996	2018
28626	2004	2018
28632	2005	2015
28633	1994	2010
28638	2005	2016
28641	2005	2018
28647	1999	2017
28648	2005	2017
28659	1987	2018
28661	2001	2013
28662	1999	2017
28672	2003	2017
28676	2002	2017
28686	2007	2018
28697	2005	2018
28708	2005	2017
28709	2004	2017
28710	2004	2017
28719	1993	2018
28726	1991	2018
28728	1999	2018
28738	2004	2017
28739	1990	2017
28747	2005	2017
28759	2007	2018
28760	2000	2018
28764	2001	2012
28769	1994	2018
28770	1997	2010
28775	2004	2015
28779	2005	2015
28790	2007	2018
28792	2007	2018
28795	2000	2018
28797	1999	2017
28804	1990	2017
28807	2000	2017
28811	2001	2018
28816	2004	2018
28822	1999	2010
28824	2000	2017
28843	2006	2017
28847	1997	2018
28862	1988	2018
28865	1996	2014
28877	2001	2017
28883	2005	2017
28886	1990	2018
28887	2004	2014
28891	2004	2018
28901	2005	2018
28910	1998	2012
28913	1999	2018
28920	1987	2018
28921	2001	2012
28935	2003	2018
28945	2004	2018
28951	1997	2017
28956	2002	2017
28962	2005	2018
28966	2005	2018
28969	2005	2015
28973	2005	2017
28978	2004	2016
28980	2003	2016
28985	2004	2017
28988	2004	2017
28989	2000	2018
28993	2000	2018
28998	2007	2017
29005	2004	2017
29006	1988	2016
29014	1996	2018
29016	1994	2011
29019	2002	2016
29020	1991	2018
29024	2002	2016
29029	1996	2017
29039	2005	2018
29041	2000	2013
29043	2003	2017
29058	2000	2014
29072	2003	2017
29080	2006	2018
29087	2007	2017
29089	2003	2014
29090	2005	2016
29094	1985	2009
29099	1989	2012
29105	1999	2018
29112	1997	2018
29113	1992	2017
29115	1993	2012
29116	2002	2018
29125	2004	2017
29127	1999	2018
29136	2004	2017
29139	2007	2018
29152	1994	2018
29154	1989	2017
29155	2005	2015
29156	2002	2015
29159	2007	2018
29168	1980	2015
29169	2004	2017
29181	2006	2017
29189	2003	2017
29191	2005	2017
29193	1997	2018
29196	2005	2018
29198	2003	2017
29204	2005	2015
29210	2001	2018
29220	1998	2018
29221	2006	2018
29225	2005	2016
29233	2003	2017
29243	2002	2018
29248	1997	2017
29251	2006	2018
29256	2002	2017
29261	2004	2017
29262	2003	2018
29264	1992	2018
29280	2005	2017
29281	2003	2017
29288	2007	2018
29303	2006	2018
29308	2004	2017
29309	2002	2014
29316	1995	2017
29323	2005	2017
29327	2005	2018
29328	1996	2014
29332	1996	2007
29333	2003	2018
29338	1998	2015
29340	2006	2018
29342	2003	2015
29344	1986	2018
29368	2007	2017
29414	1999	2018
29428	2000	2016
29429	2001	2018
29436	2003	2018
29439	2002	2017
29443	2004	2016
29448	1998	2018
29449	2001	2017
29451	2000	2017
29459	1981	2008
29460	2005	2018
29464	2005	2017
29470	1989	2018
29474	2003	2018
29478	2005	2017
29479	2001	2017
29483	2002	2015
29491	2004	2017
29496	1983	2018
29503	2006	2018
29513	2003	2015
29516	2002	2018
29531	2005	2017
29546	2006	2016
29552	1993	2009
29557	2006	2018
29558	1995	2017
29559	2001	2018
29561	2004	2018
29565	2005	2018
29569	2002	2018
29579	1996	2018
29581	2007	2018
29590	1992	2018
29591	1989	2018
29606	1997	2018
29611	1989	2013
29615	2005	2017
29624	2004	2017
29626	2002	2018
29627	1997	2017
29636	2006	2017
29643	2001	2017
29644	1995	2014
29651	2000	2017
29656	1995	2017
29664	2000	2017
29679	2000	2016
29682	1997	2018
29698	1990	2017
29701	2005	2018
29706	2004	2018
29711	2000	2017
29724	2002	2018
29726	2007	2018
29742	1991	2013
29745	2003	2014
29750	2007	2017
29759	2005	2017
29763	2005	2015
29765	2006	2017
29769	2007	2018
29773	1996	2018
29778	2007	2017
29780	2000	2017
29784	2005	2017
29786	2005	2017
29791	2007	2018
29804	1994	2017
29808	2006	2018
29814	2007	2018
29822	1995	2010
29829	2004	2018
29840	2006	2018
29841	1991	2017
29856	2001	2017
29879	2007	2017
29880	1985	2017
29892	2005	2017
29904	1987	2017
29911	2000	2018
29920	2006	2018
29921	2006	2018
29929	1994	2018
29934	2003	2016
29938	1992	2017
29942	1988	2016
29952	2000	2016
29958	1987	2015
29959	2001	2017
29973	1996	2010
29977	2002	2017
29987	2000	2018
29990	2005	2017
29999	2004	2017
30003	1986	2016
30006	2000	2017
30014	1988	2018
30023	1997	2007
30027	2000	2013
30033	2000	2018
30045	2000	2018
30049	2005	2017
30051	2005	2018
30072	2007	2017
30080	2003	2017
30084	1997	2017
30096	2001	2017
30098	2006	2017
30101	1986	2018
30104	2005	2018
30113	2004	2017
30114	1995	2018
30132	2001	2018
30143	2006	2016
30144	1997	2018
30152	2004	2018
30153	2003	2018
30158	1989	2018
30160	2000	2018
30162	2005	2018
30166	2000	2018
30168	2007	2018
30172	2006	2017
30173	2006	2018
30179	2004	2015
30180	2004	2016
30183	1993	2016
30191	1994	2017
30196	2004	2016
30197	1996	2017
30200	1994	2017
30201	2002	2018
30203	2001	2016
30217	2007	2017
30220	1999	2017
30224	2006	2018
30230	2006	2018
30245	2005	2017
30254	1998	2017
30263	2006	2018
30273	1988	2018
30290	1999	2017
30296	2007	2017
30297	2005	2017
30304	2003	2018
30306	2005	2017
30311	1998	2017
30313	2004	2016
30323	1998	2018
30326	2001	2016
30329	1998	2010
30334	1998	2013
30335	1990	2018
30337	2006	2016
30354	2007	2017
30355	2001	2018
30366	2007	2017
30367	2003	2015
30369	1998	2017
30372	2004	2018
30380	2003	2017
30383	2006	2018
30389	1990	2018
30395	2005	2018
30399	2002	2017
30415	1998	2011
30424	2003	2018
30433	2000	2017
30434	2004	2018
30436	1998	2018
30438	2002	2018
30442	1996	2016
30443	2006	2017
30453	1995	2018
30454	2007	2018
30455	2007	2018
30460	1997	2018
30466	1992	2017
30467	2000	2010
30478	2005	2016
30480	2003	2018
30485	2005	2017
30487	2002	2017
30501	2006	2017
30504	2001	2018
30526	2003	2015
30537	1989	2018
30539	2004	2018
30550	2006	2016
30552	1997	2010
30556	2007	2018
30562	2005	2015
30574	2007	2018
30575	1995	2018
30592	2003	2014
30622	2001	2017
30634	2007	2017
30642	2003	2017
30650	2005	2018
30656	1995	2018
30659	1987	2018
30672	2002	2017
30674	2004	2017
30675	1991	2018
30688	2004	2018
30709	2007	2018
30713	2006	2016
30718	2006	2018
30723	2004	2018
30729	1989	2018
30730	1999	2017
30746	2007	2017
30749	1982	2018
30765	2007	2018
30767	2004	2018
30777	2002	2015
30783	1995	2018
30785	1994	2005
30790	2007	2017
30807	2005	2018
30814	2001	2017
30829	2000	2016
30835	1995	2018
30837	1994	2018
30841	2006	2018
30843	2007	2018
30848	2007	2018
30858	1998	2018
30861	1999	2010
30863	2004	2018
30871	2004	2018
30873	1995	2018
30881	1997	2018
30885	2001	2015
30889	2003	2017
30894	2004	2018
30907	2004	2018
30914	2002	2018
30927	2007	2018
30934	2005	2018
30941	1986	2005
30946	1999	2015
30954	2000	2018
30976	2001	2018
30978	1997	2018
30990	2005	2016
30992	2006	2017
30998	2002	2017
31007	2006	2017
31020	1999	2017
31031	2002	2018
31033	2005	2017
31053	1995	2017
31064	2002	2018
31074	1994	2016
31077	2007	2017
31078	1996	2018
31082	2005	2018
31086	2000	2017
31088	1985	2017
31090	2006	2017
31103	1983	2011
31107	2005	2015
31108	2002	2018
31110	2005	2017
31111	2003	2018
31119	2000	2017
31121	2001	2017
31130	1987	2018
31135	2004	2015
31147	1997	2014
31148	2004	2018
31149	2006	2017
31150	2005	2015
31153	2002	2018
31156	2007	2018
31159	1999	2017
31161	2000	2018
31164	1993	2013
31171	1997	2011
31172	1998	2013
31177	2003	2017
31178	1998	2016
31188	1987	2018
31191	1994	2008
31192	1996	2011
31202	1989	2018
31207	1988	2005
31211	2001	2017
31214	1988	2017
31220	1999	2018
31231	1991	2018
31241	2006	2018
31253	1991	2017
31258	2001	2017
31259	1995	2018
31264	2007	2018
31271	1984	2016
31278	2002	2018
31285	1988	2017
31298	1995	2013
31302	1997	2017
31320	1999	2018
31325	2004	2017
31335	1998	2018
31337	2005	2018
31338	1997	2017
31346	2003	2016
31349	2004	2017
31358	2003	2018
31363	2005	2017
31379	2002	2017
31382	1988	2015
31392	1996	2016
31396	2005	2018
31402	2007	2017
31412	2003	2017
31416	1996	2018
31417	2001	2018
31418	2005	2018
31424	2001	2017
31436	1996	2015
31438	2007	2017
31455	2003	2018
31458	2006	2017
31459	1991	2017
31469	1997	2007
31472	2000	2017
31486	2001	2018
31491	2005	2018
31496	1994	2018
31498	1994	2018
31511	2006	2017
31529	2001	2018
31540	2007	2017
31544	2006	2017
31549	2005	2017
31552	2006	2017
31556	2005	2018
31557	1989	2018
31560	2000	2018
31564	2007	2018
31567	1998	2015
31576	2003	2018
31589	2003	2018
31590	2004	2017
31591	2005	2017
31592	2002	2018
31595	1995	2016
31603	2003	2017
31604	2005	2017
31606	2006	2017
31616	1997	2017
31618	1996	2017
31624	2000	2018
31630	2002	2018
31658	2006	2018
31661	2000	2017
31667	1997	2017
31670	2004	2018
31672	2005	2017
31687	2003	2017
31689	1989	2015
31693	1988	2018
31695	1990	2014
31696	1997	2017
31698	2005	2017
31704	1999	2017
31709	2006	2016
31715	1984	2018
31718	2006	2017
31720	2006	2016
31721	2006	2016
31726	1996	2017
31750	1981	2018
31761	2000	2014
31767	2005	2015
31771	2004	2017
31777	2006	2018
31783	1993	2017
31786	2000	2018
31787	2002	2017
31795	1992	2010
31797	2004	2017
31799	1995	2017
31809	2007	2017
31817	2006	2016
31818	1999	2018
31842	1997	2018
31849	1998	2009
31855	2001	2017
31859	1995	2011
31864	2007	2017
31867	2001	2018
31876	2003	2017
31878	2006	2018
31886	2004	2017
31891	1994	2018
31904	2002	2017
31908	2004	2018
31917	2001	2017
31919	1988	2012
31923	2003	2018
31929	2004	2017
31930	1994	2008
31947	2007	2017
31949	2000	2018
31951	2007	2017
31956	2001	2018
31963	1998	2017
31965	2000	2018
31971	2004	2018
31974	2006	2017
31976	2000	2018
31978	1990	2001
31985	2003	2017
32002	1993	2004
32004	1994	2017
32007	1998	2018
32008	2004	2018
32009	2001	2017
32011	1993	2018
32012	2005	2017
32014	2006	2017
32051	1996	2018
32055	2006	2017
32058	2002	2015
32071	2007	2017
32072	1998	2017
32073	2004	2017
32074	2002	2018
32076	1998	2017
32082	1998	2018
32093	2006	2016
32095	1992	2017
32098	2004	2018
32099	1992	2007
32103	2006	2016
32105	1998	2018
32106	2006	2018
32111	1997	2018
32117	2001	2016
32125	1988	2014
32131	2004	2017
32135	2002	2017
32140	2003	2013
32162	2000	2018
32182	2000	2015
32193	2006	2018
32215	1990	2018
32224	1991	2018
32232	1998	2017
32237	2006	2018
32239	2003	2017
32246	2007	2017
32258	1999	2018
32259	2005	2018
32260	2001	2018
32270	1998	2017
32278	2002	2017
32282	2004	2017
32284	2003	2017
32299	2000	2017
32308	1996	2017
32310	1999	2017
32313	2001	2016
32319	1997	2018
32320	2002	2016
32321	1987	2005
32329	1999	2011
32335	1993	2017
32349	2007	2017
32358	1992	2018
32359	1988	2018
32363	1988	2018
32365	2003	2014
32367	2006	2016
32373	2007	2017
32376	2003	2018
32380	1994	2016
32382	2006	2018
32386	2004	2016
32389	1984	2008
32401	1986	2017
32420	1997	2011
32428	2005	2017
32429	2006	2018
32431	2005	2016
32440	1995	2018
32442	2007	2018
32457	2005	2015
32460	2003	2014
32462	2002	2017
32477	2000	2018
32479	1998	2018
32492	1994	2017
32502	2005	2018
32513	2005	2017
32515	2003	2017
32520	2006	2016
32521	2004	2018
32524	2003	2017
32528	1998	2017
32541	2006	2017
32546	2005	2018
32560	2001	2017
32570	2001	2015
32577	1989	2017
32582	1990	2017
32592	2002	2018
32593	2007	2017
32595	2005	2015
32600	1987	2018
32602	2003	2018
32613	2007	2018
32615	2004	2016
32623	2003	2018
32625	1989	2011
32626	2005	2017
32636	2004	2015
32637	2001	2017
32647	2005	2017
32652	2000	2018
32664	1995	2017
32671	2001	2017
32686	2004	2018
32696	2003	2018
32703	1980	2018
32705	2006	2017
32719	2005	2018
32728	1999	2016
32737	2000	2010
32749	2003	2017
32758	2005	2017
32759	1998	2018
32761	2002	2018
32768	2003	2017
32772	1996	2017
32778	2001	2018
32790	2007	2018
32795	2006	2018
32799	2001	2018
32801	1995	2017
32811	2006	2017
32819	2001	2017
32820	2005	2017
32827	2002	2018
32830	1998	2015
32831	1993	2011
32832	1994	2005
32836	2007	2017
32837	2005	2017
32842	2001	2016
32843	2000	2017
32844	2007	2018
32847	2003	2018
32872	2001	2017
32882	2005	2018
32885	2004	2017
32889	2007	2018
32891	2007	2017
32892	2001	2018
32902	2003	2017
32903	2005	2016
32905	2007	2017
32910	2003	2017
32922	2007	2017
32928	1995	2018
32937	2005	2017
32943	1992	2017
32945	1997	2012
32947	2003	2018
32954	2001	2018
32963	2006	2018
32964	1990	2017
32965	2003	2014
32966	2005	2017
32968	2003	2017
32979	2004	2016
32987	1988	2018
32989	1987	2018
32998	1997	2018
33004	1993	2018
33010	2003	2015
33015	2004	2017
33026	1993	2006
33031	2003	2016
33040	2002	2017
33042	2004	2018
33047	2002	2017
33050	1991	2011
33064	2002	2017
33065	2001	2018
33067	1999	2017
33071	2003	2018
33074	1999	2015
33075	2003	2017
33079	2003	2016
33083	2002	2017
33085	2003	2017
33087	2005	2018
33088	2000	2017
33093	2004	2016
33094	2003	2017
33095	1980	2017
33101	1999	2010
33112	2002	2018
33121	2001	2018
33122	2003	2016
33143	1994	2006
33158	2001	2017
33160	2005	2016
33163	2004	2018
33167	2006	2017
33172	2004	2018
33184	2001	2018
33186	2006	2018
33190	1999	2010
33196	2006	2017
33202	2000	2016
33209	1992	2018
33213	2007	2018
33220	1998	2017
33222	2001	2017
33223	2002	2014
33225	2003	2017
33227	1996	2018
33253	2001	2012
33270	1994	2018
33273	1998	2017
33283	2002	2018
33288	2005	2017
33291	1995	2017
33296	1997	2018
33305	2004	2017
33309	2002	2013
33311	1995	2008
33313	2004	2017
33314	1991	2018
33317	1997	2017
33321	2006	2018
33332	1999	2017
33356	1988	2018
33358	1994	2018
33359	1984	2018
33360	2000	2017
33364	2006	2018
33365	1994	2018
33371	2006	2017
33379	2000	2018
33380	2001	2016
33382	2007	2017
33391	1997	2017
33392	2000	2016
33400	1994	2018
33409	2006	2018
33436	2005	2015
33437	2002	2017
33442	2001	2018
33450	1996	2018
33452	2007	2017
33471	2005	2016
33481	1989	2012
33483	2004	2017
33488	2004	2016
33492	2000	2012
33495	1997	2014
33499	2004	2016
33501	2001	2017
33506	1996	2018
33510	2005	2017
33517	1997	2017
33522	2001	2015
33523	1999	2017
33537	1983	2013
33538	1988	2016
33544	2006	2017
33559	2007	2017
33563	1995	2014
33565	1984	2000
33568	2005	2017
33591	1999	2017
33592	1999	2012
33602	2000	2013
33603	2004	2017
33620	2007	2017
33627	2006	2018
33633	2003	2014
33638	2004	2018
33645	1996	2012
33652	2003	2018
33653	2006	2018
33658	2006	2016
33659	1999	2017
33673	2007	2017
33683	1999	2018
33693	1990	2010
33701	1993	2010
33702	1998	2008
33707	2003	2018
33721	2000	2012
33729	2000	2017
33740	1999	2010
33742	2006	2018
33756	1995	2016
33758	2004	2015
33768	2002	2017
33773	2004	2018
33785	2006	2017
33791	2003	2017
33793	1997	2017
33803	1998	2008
33807	2001	2017
33809	2004	2018
33815	1994	2007
33830	2007	2017
33834	2005	2017
33837	1985	2010
33840	1996	2014
33850	2004	2018
33854	1998	2018
33856	1999	2014
33861	1981	2018
33898	2001	2018
33899	1995	2017
33912	2002	2018
33915	1997	2013
33921	1999	2018
33925	1991	2017
33943	1996	2017
33948	2005	2018
33963	1998	2018
33969	2005	2018
33971	1994	2018
33982	2006	2017
33984	2007	2017
33988	2005	2017
33992	2006	2017
33995	1990	2017
33997	2002	2016
34006	1993	2009
34010	2007	2018
34016	2001	2013
34028	2006	2017
34033	2006	2017
34036	1996	2013
34044	2002	2018
34049	2000	2017
34052	2000	2010
34064	2007	2017
34078	2000	2018
34080	2002	2018
34081	1987	2016
34104	2007	2018
34105	1995	2018
34109	2004	2018
34111	2006	2017
34121	2002	2015
34125	2005	2018
34131	2000	2017
34134	2002	2018
34140	2004	2018
34143	1999	2016
34160	2006	2017
34163	2000	2012
34170	2001	2018
34171	1998	2018
34172	2005	2017
34174	2002	2017
34176	1997	2011
34181	1991	2007
34184	2003	2014
34186	1987	2018
34192	2004	2017
34193	2005	2017
34194	2001	2016
34199	1997	2016
34203	2000	2018
34207	2000	2017
34214	2005	2017
34220	2006	2018
34225	2001	2018
34228	2007	2018
34231	2002	2018
34232	2000	2017
34235	1990	2018
34248	1990	2010
34253	1997	2018
34254	2000	2017
34256	2003	2013
34263	2001	2018
34267	2005	2017
34272	2002	2015
34274	2001	2017
34277	2004	2018
34281	2002	2018
34284	2000	2017
34297	2005	2018
34300	2005	2017
34306	1992	2016
34325	2007	2018
34341	2004	2017
34347	1994	2017
34357	2005	2016
34366	2006	2018
34372	2006	2018
34382	2006	2017
34383	2004	2017
34398	2000	2017
34399	1998	2017
34413	2007	2017
34418	1993	2009
34446	1998	2018
34449	2006	2017
34453	1995	2011
34454	2006	2016
34466	2005	2015
34477	2000	2017
34480	2007	2017
34485	2006	2017
34497	1999	2017
34501	2003	2017
34509	2005	2017
34510	2002	2016
34530	1992	2018
34532	2000	2018
34533	2006	2017
34540	2003	2017
34542	2003	2018
34545	2005	2017
34554	2003	2017
34557	2007	2017
34561	2007	2017
34563	2006	2018
34568	2003	2014
34578	2007	2018
34580	1999	2018
34582	2006	2017
34585	2006	2018
34597	1996	2017
34601	2000	2017
34608	2001	2017
34616	2007	2018
34618	2006	2016
34620	1997	2017
34637	2005	2018
34642	2006	2017
34643	2006	2017
34654	1996	2018
34655	1996	2006
34663	1990	2017
34664	2002	2018
34670	2005	2017
34677	2003	2017
34685	2006	2018
34689	1984	2016
34694	2004	2017
34699	2003	2017
34702	2006	2017
34710	1997	2018
34717	1994	2009
34723	2004	2017
34725	2006	2016
34728	2005	2018
34729	2004	2018
34734	2002	2018
34736	2004	2018
34747	2001	2018
34758	2005	2018
34760	2004	2018
34761	2000	2015
34769	2006	2018
34770	2000	2017
34771	2005	2017
34778	2007	2018
34787	2000	2018
34788	1994	2006
34795	1997	2018
34813	2000	2013
34823	1999	2017
34833	2002	2018
34836	1991	2017
34844	2001	2013
34845	2006	2018
34851	2004	2016
34873	2004	2016
34874	1999	2018
34886	2003	2018
34892	1990	2018
34902	1997	2010
34920	2005	2018
34926	2000	2014
34930	1998	2016
34931	2004	2016
34932	2006	2017
34949	1994	2017
34956	2006	2017
34975	1997	2016
34977	2002	2017
34987	2000	2010
34993	1999	2012
35001	2002	2018
35002	2004	2016
35006	2000	2018
35007	2001	2017
35021	2004	2017
35024	1982	2018
35026	1995	2017
35048	2003	2018
35051	2005	2018
35052	2003	2017
35058	2002	2018
35075	2002	2017
35079	1996	2018
35089	2007	2017
35096	1994	2017
35097	2001	2012
35098	2002	2018
35104	2005	2015
35105	1993	2018
35107	2002	2017
35109	1996	2018
35110	1997	2010
35112	1983	2018
35118	2002	2017
35123	1997	2017
35128	2003	2017
35132	1997	2018
35133	2007	2017
35134	2006	2016
35140	1987	2012
35141	1996	2017
35145	2007	2018
35179	2001	2012
35186	2003	2017
35188	2006	2017
35189	2007	2018
35190	2002	2017
35196	2004	2016
35198	2006	2017
35208	2006	2018
35210	1998	2016
35212	1988	2018
35214	2004	2017
35219	1980	2018
35234	1994	2017
35251	1992	2018
35254	1994	2018
35256	2004	2016
35259	2006	2017
35268	2005	2016
35269	1998	2018
35274	1998	2017
35275	1998	2013
35278	2001	2017
35282	2005	2016
35291	2001	2018
35295	1999	2017
35302	2005	2016
35307	2003	2018
35315	1995	2017
35320	1997	2018
35325	2005	2018
35330	1993	2018
35337	2002	2017
35341	2004	2017
35342	1992	2017
35352	2001	2017
35353	1993	2013
35359	2005	2018
35368	2005	2018
35386	2005	2018
35394	1985	2018
35395	1999	2017
35408	1993	2018
35410	1996	2018
35414	2006	2017
35415	2001	2016
35421	2005	2018
35423	1991	2017
35427	2003	2017
35429	1991	2018
35446	1990	2017
35453	2006	2018
35463	1997	2017
35465	2000	2018
35475	1999	2017
35479	2006	2018
35485	1992	2016
35489	1999	2016
35490	1999	2010
35491	1995	2018
35499	2003	2016
35501	2002	2017
35518	2006	2017
35520	1997	2017
35521	2001	2016
35523	2002	2018
35529	1995	2018
35536	1996	2018
35545	2003	2018
35553	2006	2018
35554	2006	2017
35565	2000	2015
35568	2002	2016
35569	2001	2013
35581	1993	2017
35590	2001	2017
35591	1997	2017
35592	1995	2006
35604	2000	2018
35605	2001	2017
35615	2005	2018
35616	2003	2018
35621	2002	2017
35624	2004	2018
35632	1990	2018
35636	2001	2018
35640	2006	2017
35642	2006	2018
35644	2001	2017
35647	2001	2018
35649	2005	2017
35659	2005	2017
35667	1998	2014
35669	2002	2017
35684	2007	2018
35691	2003	2015
35694	2007	2018
35704	2005	2017
35724	2006	2016
35732	2004	2017
35738	1999	2012
35768	2005	2017
35769	1990	2018
35778	1994	2018
35781	1995	2018
35790	2005	2017
35797	1996	2016
35802	2003	2017
35811	1999	2017
35820	1981	2018
35826	1990	2014
35838	2007	2017
35845	2007	2018
35846	2006	2017
35847	1996	2006
35854	1997	2009
35865	1987	2018
35866	2004	2017
35883	1994	2016
35884	2005	2017
35885	1987	2013
35886	1996	2018
35889	1995	2018
35891	2003	2017
35902	2007	2018
35903	1996	2018
35904	2007	2018
35907	1999	2016
35909	2001	2018
35912	1990	2018
35915	1997	2014
35921	2003	2014
35930	2001	2018
35938	2000	2013
35945	2001	2017
35947	2007	2017
35950	2004	2017
35955	1996	2010
35957	2006	2017
35963	2007	2018
35979	2006	2016
35984	2000	2016
35987	2004	2017
35989	2000	2010
35990	2005	2017
35998	2005	2018
36011	2003	2018
36015	1999	2018
36016	2003	2017
36025	2003	2018
36029	2000	2014
36032	2005	2018
36034	2005	2018
36036	2003	2017
36045	2004	2014
36046	1997	2018
36047	2005	2018
36058	1997	2018
36062	2007	2017
36063	2007	2017
36071	2005	2018
36073	1988	2018
36080	2006	2017
36090	2003	2016
36100	1999	2018
36102	1995	2018
36120	1994	2016
36121	2003	2016
36123	1997	2017
36150	2002	2018
36152	1994	2018
36157	2006	2018
36163	2003	2016
36168	1998	2017
36177	1998	2018
36181	1999	2018
36185	2002	2016
36187	2007	2017
36188	2006	2018
36189	2001	2018
36201	1998	2018
36202	2003	2017
36217	1991	2017
36220	2002	2017
36225	2005	2016
36229	1994	2017
36235	2005	2017
36237	2004	2017
36238	2004	2018
36240	1999	2011
36241	1999	2017
36243	2000	2013
36261	1999	2017
36289	1997	2018
36291	2004	2018
