1003300349	1992	1995
100839220	2009	2011
102368199	2007	2008
102608744	2005	2017
1029031232	2012	2012
1038923144	1995	2007
1048688720	1994	2008
105140445	1999	1999
1051410258	2009	2009
1080002345	2013	2016
1082325523	1989	2018
1084809762	2004	2007
109419600	2009	2009
109875097	2008	2016
1099698064	1990	2010
1113457315	2004	2004
1113699904	2006	2018
1126371583	1991	2018
1129851895	1998	2017
113050543	1989	1997
11348134	2002	2017
114847808	1986	2005
1155007596	1987	2017
1156148646	1991	2012
115656971	2007	2009
1162953879	2009	2018
1166027658	1998	2018
1171908564	2003	2015
1182932918	2001	2005
1191799582	2015	2017
1194659762	2006	2007
1195502957	2010	2011
1196051414	2010	2017
119732396	2006	2017
1204674969	2001	2015
1205172910	2005	2016
120671465	1992	2017
1207935960	2010	2018
12088164	2001	2018
1213012267	2008	2014
1213643464	2000	2008
1213976288	1995	1997
1216561896	2007	2007
1218134520	2005	2010
1219658998	2009	2012
1222399163	2010	2012
1224664800	2002	2017
1227207782	2015	2015
1227213144	2007	2016
1228588848	1987	2017
123380901	1996	2016
1234921804	2004	2018
1236702919	2013	2017
1243251214	2006	2011
125552843	2008	2008
1257649784	2000	2008
125934000	1985	2005
1263944266	2013	2018
1265299429	1988	1998
1266174656	2010	2017
1266399094	2006	2011
126871905	1998	2000
1270127962	2006	2016
127051157	1999	2017
1270984073	2010	2017
1271947275	1989	2018
127311989	2013	2017
127505196	1999	2016
1275866053	2007	2016
1289526738	1987	2016
1298348137	1987	2012
131319887	1991	2013
131400865	1979	2018
1326012892	2002	2016
1330282718	1998	2015
1332687862	2011	2011
13358835	2009	2011
133617699	2000	2010
1341361962	1998	2018
135006672	2006	2012
1355924906	1975	2018
1364592758	2000	2016
1368821294	1982	2018
139900089	2000	2010
1406017381	1994	2018
1406454316	2013	2018
1409335097	1999	2018
1409969344	2009	2016
1414070041	1996	2018
14252632	2013	2016
1434200711	2004	2006
1434665388	2005	2005
14350359	1990	2010
1435716672	2006	2010
1440278217	2001	2018
1444178764	1994	2018
1444242252	1997	2016
144565825	2006	2009
1448253162	1989	2018
1456423293	1999	2010
1465363895	1979	2018
1466246189	2005	2005
1468750374	2002	2012
1470738088	2006	2015
1471571216	2004	2013
147197686	2008	2018
1474460969	2000	2016
1476051660	1990	2017
1479332637	1983	2017
1479867326	2014	2015
148028028	1981	2009
1480301510	2008	2008
1480713846	2002	2004
1482242257	2012	2013
1482634699	2002	2012
1483203525	2008	2008
1483493212	2006	2006
148757412	1999	2003
1487636976	1983	2018
148903547	2003	2003
1489751535	1994	2003
1489933968	1982	2017
1491506311	2012	2014
14922024	1935	2018
1492670098	1980	2009
149486604	2005	2005
1497824933	2003	2006
1498864056	2006	2006
1500184977	2006	2008
1503418740	2009	2017
1507617011	1996	2013
1508541672	2000	2003
1508661101	1996	2000
1509590670	2007	2007
1510179525	2011	2013
1510809479	2014	2017
151100534	1996	1999
1511180925	2003	2010
1513347998	2003	2017
1515116248	1991	1992
1516252153	1988	2016
1518052601	1988	2012
1520089341	2006	2008
1520916810	1981	2003
15235242	2006	2016
152536773	2000	2002
152617588	2008	2018
1526600921	1999	2002
1527929564	1994	2006
153316125	2004	2017
1533210079	2004	2004
153552741	1984	2018
1536402746	2010	2010
1537663756	2008	2008
1537911520	2008	2008
1539361316	2014	2015
1539806497	1988	2005
1542007738	2011	2013
1542837573	2013	2013
1544056644	2012	2014
1547231476	2015	2015
1548282765	1992	2001
1548573833	2003	2006
1549128688	2010	2012
1550412996	2001	2009
1550419227	2004	2018
1551038256	1992	2006
155243732	2005	2007
1554255824	1997	2009
1554724804	1986	2005
1557648738	2006	2006
1557656490	1988	1989
1563433288	2006	2017
1563770344	2000	2010
1567580566	2007	2018
1569171415	2001	2018
1569809709	2005	2017
1571703571	1989	1989
157588798	2000	2017
1576773954	1993	2017
1576785738	2006	2008
1577022238	2005	2005
1577430877	2013	2013
157777133	1997	2004
1577954150	1990	1995
1579535024	2009	2010
158400705	2006	2015
1586537082	1984	2005
1587054615	1995	2017
1587844945	2010	2017
1587999076	2006	2006
1589401827	2003	2007
158975564	2012	2014
1590616198	2004	2004
1591290115	2004	2017
1595559573	2006	2006
159683177	2010	2012
1599684670	2009	2009
160202727	1993	2017
1603364583	1995	2018
1603383808	2000	2018
1603576898	1994	2018
160591858	1997	2017
1606519298	2009	2016
1607020142	2005	2005
1608617265	1995	2018
161237284	2001	2014
1614022152	1996	2016
1617113645	2004	2012
16175187	2000	2014
1618441316	2015	2017
1624265499	2000	2001
1631216982	2011	2016
1635148374	2000	2012
1637265637	1989	2018
1638890451	2001	2001
164320112	2001	2011
164328429	1957	2017
1647193076	2008	2015
1648508802	2010	2018
165226029	1999	2017
1658121976	2010	2015
1659608593	2004	2016
1663638803	2005	2018
1666549355	2009	2012
1669346226	2008	2017
1672055173	2002	2015
16724933	2007	2008
1672955984	2004	2011
167595754	2007	2009
1680916037	1997	2012
1684025896	1994	2017
1685223830	2006	2017
1689389437	2013	2017
1691077143	1999	2018
169407306	2004	2007
16947473	1997	2013
1696399272	1986	2018
169762301	2004	2017
1698671582	1998	2017
169993911	2001	2002
1707922495	1990	2018
1708364462	2008	2011
1713532920	2012	2017
1720088753	2005	2011
1732681176	1993	2018
173345437	1996	2015
1737156309	1959	2018
1746159452	2008	2014
1751619367	2004	2007
