12728	1038923144
16602	1271947275
21587	131319887
11602	133617699
101797	1444178764
101865	1448253162
13216	1539806497
100121	1576773954
18294	1603576898
17992	1608617265
15193	16175187
100704	1635148374
11331	1691077143
22662	1732681176
100542	1836986099
100895	1850186082
10903	1888231534
13801	1927090480
100154	1958451539
18341	1960845010
13157	1966110729
101982	1968161625
101221	1968345808
10866	1970001392
1350	1970867776
100370	1974088248
17724	1974349701
101907	1979227124
100258	1982242293
10430	1988806692
19853	1994688273
17111	1996848065
11015	2003632787
18841	2004755069
19779	2005906460
1146	2006121441
1523	2012155431
1142	2012629954
100510	2015271504
14217	2015978226
12286	2030349702
18414	2031021946
100205	2036747627
15605	2038483846
15605	2038483846
15600	2045091259
15339	2047821128
101842	2050393382
1922	2051996979
100475	2054176951
100509	2054574724
101230	2060111482
10965	2062834979
10133	2076549823
15531	2077629561
15531	2077629561
16839	2078976392
1598	2080708255
14533	2081002742
17819	2082091093
10496	2085353145
10581	2094254772
12153	2095989233
16637	2096012845
16227	2096074236
14644	2096211601
101015	2096426325
10996	2096529290
15510	2096859810
15159	2097143273
100711	2097388762
17650	2097598128
2266	2097630498
15223	2097759080
11160	2097770050
21394	2097770940
15229	2097784377
18076	2097899473
12423	2098020462
10354	2098148920
17735	2098358014
18521	2098403833
100409	2098532121
17753	2098593305
101633	2098899419
17359	2098949147
10879	2099501432
16206	2099518557
15820	2099688208
10921	2099761418
10947	2099886892
16716	2100208026
15915	2100441007
101101	2100669167
15993	2101113946
101154	2101219287
18051	2101329718
18051	2101329718
17262	2101459624
13630	2101535555
12410	2101547259
10344	2101620962
15632	2101628630
15632	2101628630
101194	2101706991
16888	2101729186
18492	2101785262
12859	2102102314
100853	2102482097
1213	2102489353
12495	2102528474
14142	2102600671
100003	2102767823
100882	2102842690
100030	2103025136
2063	2103139349
12146	2103217944
1696	2103283584
14638	2103451698
100132	2103655877
13071	2103846408
19202	2103985564
19202	2103985564
18350	2104017708
15992	2104766580
12771	2104846757
19512	2105230980
10064	2105335104
1683	2105361302
101727	2105503724
18311	2105823394
10145	2105919609
19612	2105997537
12647	2105999369
17931	2106121357
15107	2106134270
100642	2106143890
15118	2106228171
14744	2106331110
11498	2106412578
11498	2106412578
11499	2106431107
16634	2106974805
13803	2107033636
100971	2107074686
100971	2107074686
19120	2107091752
10915	2107093110
100114	2107208078
1738	2107274079
19599	2107463084
101785	2107479391
14285	2107486728
100171	2107548820
100640	2107670029
10589	2107763161
101429	2107828486
17154	2107838235
100218	2107867609
17160	2107876906
11482	2107882475
13923	2107949728
101459	2108034294
13535	2108053279
12374	2108518937
24715	2108594078
19745	2108626641
101952	2108995059
101561	2109042203
101190	2109064762
100796	2109213700
1581	2109455087
10791	2109589208
1981	2109619210
100833	2109686459
16954	2109738503
10400	2109901351
1226	2110010977
25306	2110247095
15348	2110317904
19888	2110398804
101672	2110444650
12175	2110806875
18694	2110972244
101018	2111160539
13522	2111636943
16396	2112089773
25915	2112094511
100308	2112191794
100308	2112191794
18870	2112241722
11120	2112249111
18888	2112410251
2288	2112651016
13642	2112852317
101212	2113056433
101603	2113295327
16932	2113321677
10393	2113553621
22299	2113601707
14148	2113772379
13344	2113860221
101647	2113871370
10830	2113896744
19081	2114289250
101710	2114395268
13053	2114835014
22448	2114894524
26630	2115068367
15751	2115184076
15755	2115204182
19533	2115482269
1301	2115518473
11367	2115676872
1322	2115683624
1339	2115799612
101376	2115852572
13184	2116979270
100767	2117583357
15640	2117662865
101567	2117722709
10021	2117806245
10022	2117806615
17399	2117902370
100487	2117909648
10861	2117911888
10874	2117995152
11318	2118012899
12594	2118340910
101755	2118468090
11842	2118715099
21678	2119075401
13527	2119186431
17177	2119208063
13165	2119403171
101890	2119538745
13599	2119787728
100355	2120227044
100360	2120267938
12466	2120789497
100425	2120980052
12906	2121296370
100021	2121634760
100022	2121636356
15764	2121684157
26530	2121794012
13393	2121827670
17499	2122334183
22486	2122662439
101046	2122688857
101046	2122688857
13512	2122877835
15519	2122936381
14339	2122971660
15174	2123292472
21726	2123299815
15989	2123491230
16410	2123554798
101165	2123782553
11583	2123832577
18086	2124019450
100769	2124040207
101595	2124519438
101595	2124519438
16522	2124601434
100426	2124847487
11259	2124985871
13326	2125007492
12505	2125103526
100926	2125594067
2057	2125937676
100526	2126108746
13814	2126325336
1766	2126598239
101017	2126620193
17109	2126646037
12245	2126748639
14298	2126780381
20016	2126784060
100658	2127028452
100223	2127110017
11902	2127231512
1843	2127283285
1067	2127457877
25124	2127482080
10270	2127545577
19724	2127647142
20546	2127707154
16456	2128096563
10319	2128117947
14179	2128503221
14179	2128503221
10442	2128550989
19063	2128644516
10892	2128798233
10074	2128841583
15035	2128988173
101733	2128990482
19956	2128992624
18202	2129227838
100532	2129593249
11070	2130721509
10658	2130843383
11521	2130861406
17604	2130924367
100296	2131080187
100306	2131137979
11119	2131178850
10708	2131275536
20145	2131277222
18894	2131429058
10339	2131706016
100782	2131739859
100782	2131739859
14468	2131819754
19804	2131989740
16496	2131991232
21825	2131999218
101589	2132107073
101589	2132107073
14530	2132454125
12888	2132497437
101289	2133114991
19897	2133211564
