19820366	wang wen	0.349143173538
19820366	jian zhang	0.941350800125
19820366	li lin	0.812881078684
20231570	li yi	0.325581594686
20231570	wu yundong	0.61010987244
19820366	chen xiaoshuang	0.963666459435
19820366	tang yong	0.404622584057
177933477	jiang yuanying	0.74335513556
20231570	huang ruji	0.295151727819
19820366	pengye wang	0.546229692018
19820366	gui yu	0.982429107833
126520041	chen gao	0.313267147885
157773358	gu jieruo	0.297882947733
19820366	jiang xin	0.487199310146
20231570	she zhensu	0.379128316012
24943067	baorong lu	0.377116866531
19820366	hongqing ling	0.30142705427
24943067	chen zhanghai	0.587576426636
126520041	jun wang	0.948000333631
20231570	bin liu	0.477763047252
183067930	chen xianfeng	0.99094826769
99065089	guilu long	0.865001186311
19820366	ruiming xu	0.240836023661
19820366	jingbo li	0.518959854775
126520041	qijin zhang	0.4740484325
25254941	feng shiping	0.538518948996
19820366	li xin	0.986504090495
20231570	cai shaoqing	0.553818725169
24943067	tang yi	0.697584826376
76130692	xu zhikang	0.877220367816
19820366	guoliang xu	0.398386683458
19820366	chen lidong	0.640747025288
151075929	huang yuesheng	0.323272108942
19820366	chen xiaosong	0.301011933319
24943067	jiang zuimin	0.614098614661
99065089	he hongjian	0.328650873381
90610280	qiu xueqing	0.645857349754
19820366	li zhibo	0.580462411191
17145004	xiaopeng zhao	0.327451529019
19820366	guosheng liu	0.646769863624
99065089	liang xidong	0.339180133633
19820366	guanghui rao	0.810948097117
19820366	xu xuejun	0.709859481643
170215575	jianmin yuan	0.324336914168
881766915	chen yang	0.630791908492
126520041	liwen niu	0.418111085021
19820366	beiying wu	0.296873026341
19820366	hong zhang	0.999971552868
20231570	xing zhang	0.999577791897
194450716	wensheng yang	0.878080121134
19820366	jinsong li	0.328355576028
19820366	jia li	0.999038998117
37461747	li zhen	0.997687529075
19820366	deqing zhang	0.476852974435
24943067	liejia qian	0.808537310637
20231570	minghui zhao	0.564546680916
19820366	jingfu liu	0.833376809197
19820366	xiang yu	0.435470335308
20231570	fang jing	0.404125643216
82880672	huai jinpeng	0.337437115679
149594827	jiao licheng	0.853605543167
184983240	liu yichun	0.857525575088
37461747	chuluo yang	0.919419142068
19820366	cao daomin	0.493639786467
205237279	xiaoqing zhu	0.45637939729
19820366	huang mingdong	0.26938040169
126520041	yongfei zheng	0.417504701459
20231570	chunjing wei	0.456902662456
19820366	hong liao	0.329785003105
19820366	wu xiaoguang	0.289358381898
47720641	xiao yi	0.476391233619
881766915	qingyu wu	0.299130582355
19820366	hong li	0.999474528592
19820366	congqiang liu	0.408090137436
19820366	jinshui wu	0.335747510135
19820366	li wang	0.579039704675
19820366	ke xu	0.890208082494
19820366	yao yijian	0.367571979104
19820366	weicai yang	0.376821709395
19820366	lin wei	0.977388605757
20231570	pengfei tu	0.512618892626
76130692	wu zhaohui	0.988975970648
19820366	hu weiming	0.916208337451
19820366	feiyue wang	0.341729426894
19820366	jing liu	0.771555879593
19820366	deng feng	0.672834324659
19820366	chun tang	0.258050769403
19820366	li zhaoliang	0.427819069299
47720641	xinliang zhang	0.999987728414
111381250	hailin zhang	0.278582584085
183067930	xu yuhong	0.551824588529
19820366	long mian	0.305035599047
881766915	sun zhiwei	0.65448462915
19820366	yin zhan	0.325747040884
19820366	cao rong	0.98374742581
76214153	desheng xue	0.872095583322
37461747	daiwen pang	0.507210971421
19820366	yunlin zhang	0.726030376949
126520041	cui hua	0.751482373869
9086337	dong jinxiang	0.487882774047
19820366	chen chuanfeng	0.701378771841
19820366	huang yongzhen	0.438770466507
20231570	hanqing zheng	0.392183246223
881766915	cheng jianchun	0.303804876819
194450716	hu ping	0.398057580605
126520041	haojun liang	0.293739271882
21945476	李和兴	0.28363299108
19820366	bao yang	0.999118728464
19820366	yuan zengqiang	0.411180301643
19820366	changqing zeng	0.260730143961
19820366	fei xu	0.289358381898
19820366	chen ming	0.351699300752
19820366	jianghua sun	0.353503809551
19820366	dehua wang	0.57658622507
76130692	liu weiping	0.470883088878
76130692	ping wang	0.669837037302
19820366	jianlin luo	0.80597549958
87445476	guang xi	0.349706681214
19820366	jianqi li	0.324566688108
19820366	gao hongjun	0.43837137982
39333907	fucheng zhang	0.34262513278
180726961	wang yiping	0.610190613151
19820366	guo lianghong	0.588270347651
99065089	yongfa zhu	0.98274635293
19820366	hong wu	0.71660874364
19820366	mei zhang	0.483833513758
19820366	liu minghua	0.444416132131
99065089	li shao	0.714676651595
158842170	fusheng pan	0.671029374627
87445476	li shengtao	0.392690938467
90610280	gang wei	0.878769451571
205237279	jianguo tian	0.330283911308
19820366	qie xiushu	0.368828384806
19820366	deng youquan	0.489663415343
37461747	chen hua	0.354696484889
881766915	gu shulin	0.711585795696
194450716	chen hong	0.604387482229
19820366	liu yimin	0.702100800502
19820366	baolong shen	0.427898477184
19820366	boqiang qin	0.951156231597
19820366	yan yihua	0.63902482193
19820366	fengtang yang	0.289358381898
19820366	wanhua zheng	0.65006875651
881766915	sun weiyin	0.934308200195
19820366	jianmin wang	0.296430108716
881766915	jilin zhou	0.431755784477
20231570	chen peng	0.347460634026
191208505	jiang yunbao	0.560520047264
9916479	han hua	0.316990202855
3923682	cao yongluo	0.395414094299
204553293	gensheng li	0.295556026505
19820366	xunhua zheng	0.469325347375
19820366	li liu	0.641956460861
99065089	liu yule	0.374003847229
115488153	chen jing	0.744034516883
76130692	chen hongzheng	0.594507197696
111599522	chen jian	0.318445272291
153473198	cui xiang	0.512541816477
19820366	gang zhao	0.952639135187
19820366	xianming xiao	0.72099264962
19820366	li shushen	0.491887142162
