affID	sortedName	fieldID	fieldName	paperID	authorID	paperYear	awardYear	citationCnt
19820366	dai yuhong	33923547	mathematics	2766855662	2765744138	2017	2011	0
19820366	dai yuhong	33923547	mathematics	1963652031	2103270268	2008	2011	3
19820366	dai yuhong	33923547	mathematics	2572889128	2103270268	2012	2011	2
19820366	dai yuhong	33923547	mathematics	2348538791	2103270268	2016	2011	4
19820366	dai yuhong	33923547	mathematics	1967359478	2103270268	2010	2011	1
19820366	dai yuhong	33923547	mathematics	2098528027	2103270268	2011	2011	90
19820366	dai yuhong	33923547	mathematics	2313203600	2103270268	2014	2011	3
19820366	dai yuhong	33923547	mathematics	2099300057	2103270268	2011	2011	24
19820366	dai yuhong	33923547	mathematics	1824940946	2103270268	2015	2011	10
19820366	dai yuhong	33923547	mathematics	1491962618	2103270268	2006	2011	6
19820366	dai yuhong	33923547	mathematics	1979184222	2103270268	2006	2011	9
19820366	dai yuhong	33923547	mathematics	2106173883	2103270268	2015	2011	18
19820366	dai yuhong	33923547	mathematics	1497566274	2103270268	2002	2011	61
19820366	dai yuhong	33923547	mathematics	1982067912	2103270268	2002	2011	161
19820366	dai yuhong	33923547	mathematics	1983212821	2103270268	2003	2011	35
19820366	dai yuhong	33923547	mathematics	2761343874	2103270268	2013	2011	6
19820366	dai yuhong	33923547	mathematics	2107765790	2103270268	2012	2011	10
19820366	dai yuhong	33923547	mathematics	1986146243	2103270268	2015	2011	10
19820366	dai yuhong	33923547	mathematics	2109800347	2103270268	2011	2011	117
19820366	dai yuhong	33923547	mathematics	1991907403	2103270268	2006	2011	86
19820366	dai yuhong	33923547	mathematics	1994725754	2103270268	2001	2011	16
19820366	dai yuhong	33923547	mathematics	1995409333	2103270268	1996	2011	79
19820366	dai yuhong	33923547	mathematics	1997354138	2103270268	2014	2011	1
19820366	dai yuhong	33923547	mathematics	2116538711	2103270268	2013	2011	17
19820366	dai yuhong	33923547	mathematics	2118075667	2103270268	2005	2011	170
19820366	dai yuhong	33923547	mathematics	1517821256	2103270268	1998	2011	13
19820366	dai yuhong	33923547	mathematics	2004081181	2103270268	2001	2011	47
19820366	dai yuhong	33923547	mathematics	2004461831	2103270268	2006	2011	75
19820366	dai yuhong	33923547	mathematics	2606445905	2103270268	2017	2011	0
19820366	dai yuhong	33923547	mathematics	2012762704	2103270268	2013	2011	16
19820366	dai yuhong	33923547	mathematics	2015454796	2103270268	2014	2011	36
19820366	dai yuhong	33923547	mathematics	2600055412	2103270268	2017	2011	0
19820366	dai yuhong	33923547	mathematics	162727148	2103270268	2010	2011	1
19820366	dai yuhong	33923547	mathematics	2023335474	2103270268	2010	2011	10
19820366	dai yuhong	33923547	mathematics	2185089303	2103270268	2013	2011	0
19820366	dai yuhong	33923547	mathematics	2131505227	2103270268	2003	2011	0
19820366	dai yuhong	33923547	mathematics	2028397149	2103270268	2013	2011	6
19820366	dai yuhong	33923547	mathematics	1546266651	2103270268	2002	2011	113
19820366	dai yuhong	33923547	mathematics	2031586484	2103270268	2010	2011	4
19820366	dai yuhong	33923547	mathematics	2031621232	2103270268	2014	2011	35
19820366	dai yuhong	33923547	mathematics	2031891766	2103270268	2015	2011	5
19820366	dai yuhong	33923547	mathematics	2032863765	2103270268	2014	2011	5
19820366	dai yuhong	33923547	mathematics	2339339405	2103270268	2016	2011	3
19820366	dai yuhong	33923547	mathematics	2137735945	2103270268	2011	2011	12
19820366	dai yuhong	33923547	mathematics	2039771911	2103270268	2003	2011	52
19820366	dai yuhong	33923547	mathematics	2039996159	2103270268	2013	2011	36
19820366	dai yuhong	33923547	mathematics	2245952362	2103270268	2015	2011	0
19820366	dai yuhong	33923547	mathematics	2559376079	2103270268	2012	2011	1
19820366	dai yuhong	33923547	mathematics	2042943870	2103270268	2013	2011	34
19820366	dai yuhong	33923547	mathematics	135879227	2103270268	2005	2011	1
19820366	dai yuhong	33923547	mathematics	124158035	2103270268	2001	2011	52
19820366	dai yuhong	33923547	mathematics	2326893138	2103270268	2005	2011	21
19820366	dai yuhong	33923547	mathematics	2046957724	2103270268	1999	2011	16
19820366	dai yuhong	33923547	mathematics	2144331407	2103270268	2006	2011	99
19820366	dai yuhong	33923547	mathematics	1563039109	2103270268	2003	2011	25
19820366	dai yuhong	33923547	mathematics	2049470252	2103270268	2001	2011	17
19820366	dai yuhong	33923547	mathematics	1938690017	2103270268	2009	2011	0
19820366	dai yuhong	33923547	mathematics	2050163982	2103270268	2011	2011	4
19820366	dai yuhong	33923547	mathematics	1565013069	2103270268	2001	2011	125
19820366	dai yuhong	33923547	mathematics	2603509121	2103270268	2018	2011	0
19820366	dai yuhong	33923547	mathematics	2151230355	2103270268	2007	2011	1
19820366	dai yuhong	33923547	mathematics	2605451459	2103270268	2009	2011	10
19820366	dai yuhong	33923547	mathematics	2061841486	2103270268	2009	2011	20
19820366	dai yuhong	33923547	mathematics	1577667013	2103270268	2016	2011	12
19820366	dai yuhong	33923547	mathematics	2230287873	2103270268	2016	2011	4
19820366	dai yuhong	33923547	mathematics	2067774845	2103270268	2013	2011	17
19820366	dai yuhong	33923547	mathematics	2331063460	2103270268	2011	2011	2
19820366	dai yuhong	33923547	mathematics	2070580109	2103270268	2005	2011	46
19820366	dai yuhong	33923547	mathematics	2072258407	2103270268	2004	2011	25
19820366	dai yuhong	33923547	mathematics	2075313995	2103270268	2013	2011	70
19820366	dai yuhong	33923547	mathematics	2160618584	2103270268	2013	2011	7
19820366	dai yuhong	33923547	mathematics	2753502463	2103270268	2018	2011	0
