	H	L	M	S1	S2	S3	aveCitationCnt	aveH-Index	aveJIF	avePaperCnt	award
2170606828	0	1	0	0	0	0	1.8	3.8	0.5937650920923215	0.8	0
2596045860	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2225391444	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2558096301	0	1	0	0	0	0	9.4	15.8	1.9147311750759648	1.2	0
2704480455	0	1	0	0	0	0	4.133333333333334	1.2	0.7187777396768052	1.0	0
2101921658	0	1	0	0	0	0	3.322222222222221	9.2	4.403486678102675	4.4	0
2094052010	0	1	0	0	0	0	51.78	6.0	7.140071634151684	3.0	0
2123182407	0	1	0	0	0	0	12.035	5.0	1.243710296697592	3.4	0
2123995904	0	1	0	0	0	0	40.031601731601725	7.2	1.0429313784875154	4.8	0
2306346593	0	1	0	0	0	0	26.9	3.8	1.5269115551571182	1.8	0
2575498750	0	1	0	0	0	0	13.95142857142857	13.2	0.9789595491137736	8.4	0
2116873136	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2110349578	0	0	1	0	0	0	13.176190476190474	14.0	1.8718090132614875	5.0	0
2131688799	0	1	0	0	0	0	5.6	1.0	0.5388195232690125	0.2	0
2129456769	0	1	0	0	0	0	2.8	3.0	1.6181356044014508	2.6	0
2102270311	0	1	0	0	0	0	52.075	13.6	2.6152207758829613	4.0	0
2126121460	0	1	0	0	0	0	60.17333333333333	2.8	2.705825849093647	1.8	0
2130638385	0	0	1	0	0	0	3.123333333333333	20.0	0.6839058933686176	2.4	0
2196459595	0	1	0	0	0	0	6.4	4.6	0.2172917918347496	0.6	0
2152759239	0	1	0	0	0	0	58.4	4.4	0.7754981850530076	1.4	0
2150238559	0	1	0	0	0	0	13.8	2.0	1.1751515026975177	0.6	0
2243692557	0	1	0	0	0	0	55.33153846153846	21.8	9.31751201931957	6.2	0
2152263836	0	1	0	0	0	0	34.92	18.2	2.4714511843256335	2.0	0
2169646040	0	1	0	0	0	0	1.2	0.6	0.13025641025641027	0.2	0
2145801676	0	1	0	0	0	0	5.942857142857143	1.8	0.7676435850965317	2.0	0
2126386058	0	1	0	0	0	0	17.1	3.2	1.7801600611803956	1.6	0
2557936967	0	1	0	0	0	0	5.164285714285715	6.8	2.572355790320196	6.6	0
2148219056	0	1	0	0	0	0	3.6	1.2	0.16306306306306306	0.6	0
2117485077	0	1	0	0	0	0	37.208245812158864	25.0	2.164391106726573	19.4	0
2141240247	1	0	0	0	0	0	7.948333333333332	51.0	1.8517285886692016	4.4	0
2143875236	0	1	0	0	0	0	0.0	7.0	0.0	0.0	0
2106974805	0	1	0	0	0	0	7.733333333333332	11.8	2.4687698741160533	1.4	0
2140415916	0	1	0	0	0	0	10.28	12.4	1.435465808556753	6.2	0
2123910355	0	1	0	0	0	0	9.184761904761904	8.2	1.354372103505902	6.6	0
2583840783	0	1	0	0	0	0	0.0	0.0	0.0	0.2	0
2159641247	0	1	0	0	0	0	2.057142857142857	2.0	0.0	6.2	0
2157213243	0	1	0	0	0	0	46.58333333333334	9.4	4.268744205501021	2.2	0
2550412142	0	1	0	0	0	0	0.0	5.0	0.0	0.0	0
2130006258	0	1	0	0	0	0	7.357142857142858	6.0	1.2798308676096313	3.0	0
2151841224	0	1	0	0	0	0	6.357142857142858	7.8	1.375679725877386	3.0	0
2165290838	0	0	1	0	0	0	6.55	24.8	3.0503973471725514	3.8	0
2103116688	0	1	0	0	0	0	9.6	5.8	0.5899979628764012	0.8	0
2143249676	0	1	0	0	0	0	125.0	18.8	4.355862552348998	4.2	0
2141917321	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2490532619	0	1	0	0	0	0	6.257142857142857	3.2	1.8998546714975744	2.2	0
2098350942	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2165347178	0	1	0	0	0	0	1.0	2.0	0.6610340479192939	0.4	0
2467808327	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2524716205	0	1	0	0	0	0	27.52	5.8	1.8803618687897288	3.0	0
2114317941	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2148571677	0	1	0	0	0	0	7.866666666666667	4.4	1.0484439181187617	1.0	0
2672872526	0	1	0	0	0	0	1.4333333333333331	3.0	0.4605621658906708	4.4	0
2151882070	0	1	0	0	0	0	2.1346153846153846	4.8	2.1010441857747457	8.4	0
2162608454	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2096504552	0	1	0	0	0	0	2.230769230769231	3.2	1.2018394385271092	7.0	0
2106659691	0	0	1	0	0	0	0.0	6.0	0.0	0.0	0
2110797574	0	1	0	0	0	0	0.0	1.0	0.0	0.0	0
2155241416	0	1	0	0	0	0	94.7	13.0	1.379460680544122	0.4	0
2423985264	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2128406112	0	1	0	0	0	0	0.4	2.0	0.049917397382132425	0.2	0
2303408767	0	1	0	0	0	0	0.0	5.0	0.0	0.0	0
2467165878	0	1	0	0	0	0	27.2	7.2	1.6036695021775125	0.8	0
2172282589	0	1	0	0	0	0	0.0	2.0	0.0	0.0	0
2327844854	0	1	0	0	0	0	15.333333333333336	13.8	1.2738247858926308	1.6	0
2144399546	0	1	0	0	0	0	0.0	4.0	0.0	0.0	0
2117626141	0	1	0	0	0	0	5.1	12.6	1.5097686798475478	1.0	0
2582634567	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2142603089	0	1	0	0	0	0	19.266666666666666	3.6	1.0964153319768013	1.0	0
2142521509	0	1	0	0	0	0	1.0	3.0	0.035955056179775284	0.2	0
2343833113	0	1	0	0	0	0	2.266666666666667	12.0	0.14643423137876385	0.6	0
2081450660	0	1	0	0	0	0	9.666666666666666	7.4	0.651370746149413	2.4	0
2142476884	0	0	1	0	0	0	22.25	20.2	1.66798049580172	8.8	0
2395153991	0	1	0	0	0	0	9.88	2.8	1.0588894633408832	2.0	0
2155410336	0	1	0	0	0	0	54.59666666666667	9.8	4.032925870399306	5.2	0
2102380888	0	1	0	0	0	0	9.04717086834734	6.6	1.4436378678961648	15.6	0
2500836872	0	1	0	0	0	0	1.75	3.4	0.9480282079112008	1.6	0
2100858094	0	1	0	0	0	0	0.9	8.0	1.6385095351606196	1.2	0
2097059535	0	1	0	0	0	0	19.30857142857143	3.4	1.150024610110876	3.6	0
2693722088	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2572753407	0	1	0	0	0	0	0.1	7.0	0.057553803363430286	0.4	0
2668851114	0	1	0	0	0	0	24.8	11.8	1.442106250903	2.4	0
2109064762	0	1	0	0	0	0	4.4	6.0	1.3000762215870425	0.4	0
2262385899	0	1	0	0	0	0	5.788484848484847	13.4	3.614345211533759	8.4	0
2323573072	0	1	0	0	0	0	5.767692307692308	10.6	1.910864679816893	6.0	0
2265464800	0	1	0	0	0	0	15.6	6.0	2.6788308479152034	0.8	0
2153729420	0	1	0	0	0	0	9.499230769230767	6.6	0.8186686642609315	7.0	0
2560877256	0	1	0	0	0	0	6.0	4.6	0.7365359975313978	2.2	0
2776609185	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2112126268	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2164306456	0	1	0	0	0	0	88.32000000000002	14.0	3.0120284060541915	2.8	0
2194481242	0	1	0	0	0	0	6.93	5.4	1.0066182029394248	4.2	0
2169327097	0	1	0	0	0	0	26.72	18.6	2.2668612390508325	4.4	0
2264628315	0	1	0	0	0	0	19.6	6.6	0.586043265875785	0.2	0
2134475986	0	0	1	0	0	0	1.1318181818181816	14.0	1.062927438584542	5.8	0
2573061670	0	1	0	0	0	0	23.06666666666667	3.4	1.4639983925705002	3.2	0
2303916260	0	0	1	0	0	0	3.0190476190476185	22.0	2.9645711700232167	4.8	0
2625091181	0	1	0	0	0	0	9.3	2.8	2.0441880954097185	1.2	0
2223796977	0	1	0	0	0	0	7.7390476190476205	20.0	4.583964920336792	4.4	0
2159011737	0	1	0	0	0	0	21.98809523809524	6.4	1.5010151937133434	5.0	0
2170746678	0	1	0	0	0	0	18.105714285714285	9.0	1.719918391707705	5.4	0
2170033343	0	1	0	0	0	0	34.2	2.2	0.7646396613353185	0.8	0
2619315278	0	1	0	0	0	0	0.4666666666666667	5.0	0.7217969729469129	0.8	0
2116559141	0	0	1	0	0	0	52.37166666666667	45.6	4.735145700879127	8.8	0
2601428267	0	1	0	0	0	0	10.54	10.2	2.016856302283297	3.6	0
1968948896	0	1	0	0	0	0	0.2	4.0	0.12911999999999998	0.2	0
134072846	0	1	0	0	0	0	0.0	4.0	0.0	0.0	0
2129696040	0	1	0	0	0	0	0.1	3.0	0.08367784771094035	0.4	0
1342033561	0	1	0	0	0	0	3.15	3.4	0.23554421098436626	1.8	0
1858722361	0	1	0	0	0	0	0.4	2.0	0.03788437468285917	0.4	0
2643372635	0	1	0	0	0	0	13.5	0.8	1.4512560547912687	1.0	0
2124613142	0	1	0	0	0	0	1.8	6.8	0.38596189506426587	0.4	0
2136575268	0	1	0	0	0	0	17.586666666666666	14.8	4.641392997304039	2.6	0
2621430112	0	1	0	0	0	0	0.0	1.0	0.0	0.0	0
2133458302	0	0	1	0	0	0	12.8	23.0	2.603257242712594	1.2	0
2119972174	0	1	0	0	0	0	0.0	6.0	0.0	0.0	0
2166101634	0	1	0	0	0	0	7.744444444444442	9.6	1.4638078726350496	5.0	0
2120140305	0	1	0	0	0	0	7.24121212121212	11.8	0.19881671008180107	3.8	0
2155077995	0	1	0	0	0	0	18.066666666666666	6.8	4.4724472714522125	3.6	0
2505237151	0	1	0	0	0	0	3.4	5.6	1.2198384298073313	2.2	0
2099898379	0	0	1	0	0	0	6.203093203093202	21.8	2.628902102446251	15.2	0
2648703612	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2145801772	0	1	0	0	0	0	14.84	5.8	2.0428185344461505	3.4	0
2236867554	0	1	0	0	0	0	39.00190476190476	23.8	3.826581897555589	5.4	0
2596966651	0	1	0	0	0	0	0.0	3.0	0.0	0.2	0
2162116654	0	1	0	0	0	0	11.7	4.0	1.7031962271362784	0.8	0
2105591820	0	1	0	0	0	0	23.4	5.8	1.5934103458070281	2.2	0
2122921279	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2151338004	0	1	0	0	0	0	6.0	4.8	0.5731220657276994	0.4	0
2167387482	0	1	0	0	0	0	27.277777777777786	25.8	5.14814912166246	4.8	0
2099536266	0	1	0	0	0	0	0.0	8.0	0.0	0.0	0
2143875278	0	0	1	0	0	0	0.0	13.0	0.0011772584681541008	1.0	0
2151411149	0	1	0	0	0	0	12.0	16.0	1.3581928269141983	0.8	0
2307673999	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2303073511	0	1	0	0	0	0	0.0	7.0	0.0	0.0	0
2150645749	0	0	1	0	0	0	22.24166666666667	28.2	2.261437109835452	8.0	0
2599026875	0	1	0	0	0	0	17.4	9.6	2.1038958013865123	2.2	0
2571543092	0	1	0	0	0	0	0.0	1.0	0.0	0.6	0
2664875949	0	1	0	0	0	0	0.0	3.0	0.0	0.6	0
2247273528	0	1	0	0	0	0	3.7583333333333333	3.8	0.8256958808585397	3.6	0
2667190869	0	1	0	0	0	0	9.2	10.0	0.4830594339757555	0.8	0
2226937957	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2468691129	0	1	0	0	0	0	3.866666666666666	10.8	0.9284112220357188	0.8	0
2493107792	0	1	0	0	0	0	25.2	5.2	2.083389197341309	2.0	0
2166293065	0	1	0	0	0	0	0.0	1.0	0.0	0.0	0
2012674138	0	1	0	0	0	0	0.0	8.0	0.0	0.0	0
1236973206	0	1	0	0	0	0	5.6	2.4	0.2583913043478261	0.4	0
2101476622	0	1	0	0	0	0	3.6	0.6	0.5724361493123772	0.4	0
2169652390	0	1	0	0	0	0	76.1	7.0	1.5017815434023631	1.4	0
2583219095	0	1	0	0	0	0	8.033333333333335	10.4	1.7629493916168897	1.6	0
2168143308	0	1	0	0	0	0	12.1	12.8	3.1513725434692015	0.8	0
2327747144	0	1	0	0	0	0	10.5	8.0	2.7460685491649564	2.0	0
2604750650	0	0	1	0	0	0	0.0	15.0	0.0	0.0	0
2161639598	0	1	0	0	0	0	0.0	7.0	0.0	0.0	0
2157204938	0	1	0	0	0	0	0.0	15.0	0.0	0.0	0
2688455705	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2161364670	0	1	0	0	0	0	23.53333333333333	8.4	1.6056834004756706	1.8	0
2122177297	0	1	0	0	0	0	5.8	6.0	1.0241387502969828	0.2	0
2123838230	0	1	0	0	0	0	79.3	2.2	4.116677425039039	1.0	0
2098491570	0	1	0	0	0	0	0.0	13.0	0.0	0.0	0
2649963885	0	1	0	0	0	0	2.88	10.0	1.1462385775573476	1.2	0
2147469531	0	1	0	0	0	0	0.0	5.0	0.0	0.0	0
2154799673	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2089222651	0	1	0	0	0	0	10.7	13.0	0.9605449568916298	0.4	0
2112273716	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2031479677	1	0	0	0	0	0	13.508589743589745	30.6	3.2894438019327907	9.6	0
2724872233	0	1	0	0	0	0	10.0	2.6	0.9928711024394428	0.8	0
2559975655	0	1	0	0	0	0	0.4	3.0	0.3426573426573426	0.2	0
1225317958	0	1	0	0	0	0	17.48	11.4	1.2296505974061371	4.8	0
2152129726	1	0	0	0	0	0	7.541025641025642	59.8	5.196938754308651	8.6	0
2752021877	0	1	0	0	0	0	0.0	12.0	0.0	0.0	0
2610454923	0	1	0	0	0	0	14.333333333333332	4.0	0.9479237735034024	1.8	0
2151084988	0	1	0	0	0	0	8.333333333333332	5.4	0.8566641754895284	2.2	0
2617157005	0	1	0	0	0	0	10.3	2.4	2.743394966611313	1.6	0
2143560452	0	1	0	0	0	0	3.2	6.0	1.0810073452256033	0.2	0
2142528260	0	1	0	0	0	0	16.4	2.8	1.5890404161611462	1.2	0
2125050832	0	1	0	0	0	0	0.0	2.0	0.0	0.0	0
2129438427	0	1	0	0	0	0	12.6	5.0	0.5648809827022857	0.4	0
2138942620	0	1	0	0	0	0	20.4	10.0	1.4304719771111167	1.4	0
2117647565	0	1	0	0	0	0	6.8	4.2	0.9481940441882803	0.4	0
2129452128	0	1	0	0	0	0	4.2	7.6	1.1911921555135043	0.2	0
2158637162	0	1	0	0	0	0	20.64	14.2	4.3868155486679985	3.0	0
2551188948	0	0	1	0	0	0	2.0	13.0	0.54347576877793	1.0	0
2558121541	0	1	0	0	0	0	7.125555555555558	9.4	1.0640521950177042	11.2	0
2135487126	0	1	0	0	0	0	24.176666666666666	13.4	1.887734534458548	7.6	0
2098219782	0	1	0	0	0	0	3.15	9.6	1.9943758179532922	2.6	0
2590626426	0	1	0	0	0	0	9.616666666666667	10.0	4.238726846756358	4.2	0
2304708675	0	1	0	0	0	0	52.96666666666666	6.0	4.291533855008322	1.6	0
2308693179	0	1	0	0	0	0	0.8	0.4	0.5203393135725428	0.4	0
2119380415	0	1	0	0	0	0	32.86	10.6	1.3475165659291886	4.0	0
2107490671	0	1	0	0	0	0	14.67095238095238	18.6	3.3040975080083017	10.8	0
2778124847	0	1	0	0	0	0	2.4685714285714284	3.0	0.6940736983289306	2.8	0
2639767613	0	1	0	0	0	0	93.58333333333331	11.4	3.7534026738526833	2.6	0
2100570559	0	1	0	0	0	0	55.67	10.4	3.047592145434012	2.8	0
2072159334	0	1	0	0	0	0	0.0	5.0	0.0	0.0	0
2653849141	0	1	0	0	0	0	14.5	3.6	0.718170731707317	1.2	0
2138694383	0	1	0	0	0	0	0.0	9.0	0.0	0.0	0
2192254066	0	1	0	0	0	0	7.3916666666666675	10.8	1.190808201140524	3.4	0
2154459738	0	0	1	0	0	0	0.0	27.0	0.0	0.0	0
2321558102	0	1	0	0	0	0	0.2	5.0	0.8425414364640883	0.4	0
2099020214	0	1	0	0	0	0	21.788461538461537	21.8	3.6959509624269726	7.2	0
2150448886	0	0	1	0	0	0	0.0	24.0	0.0011772584681541008	0.2	0
2505133586	0	1	0	0	0	0	0.0	6.0	0.0	0.0	0
2235888740	0	1	0	0	0	0	1.5	4.8	0.3349874324015539	0.8	0
2117553164	0	1	0	0	0	0	6.7	4.4	1.5341236623917718	1.8	0
2097207902	0	1	0	0	0	0	28.8	4.2	1.6386269163185276	1.6	0
2121403715	0	1	0	0	0	0	30.59111111111111	17.8	2.519308491623564	5.6	0
2150814619	0	1	0	0	0	0	4.516666666666668	5.2	0.4973533820546737	1.8	0
2165913566	0	1	0	0	0	0	6.332121212121211	10.0	1.1084251411946326	8.8	0
2105269132	0	1	0	0	0	0	2.4	4.2	0.3213336675858611	0.2	0
2252455567	0	1	0	0	0	0	15.85	5.4	1.7768230670705152	2.6	0
2138788641	1	0	0	0	0	0	34.41111111111111	34.4	8.828008695576461	7.0	0
2120162492	0	1	0	0	0	0	7.6	0.2	0.3881282692745053	0.2	0
2582457136	0	1	0	0	0	0	2.4	0.4	0.3650745339100486	0.4	0
2148692915	0	0	1	0	0	0	12.666666666666664	17.4	2.2932013886410294	7.2	0
2431320349	0	1	0	0	0	0	0.0	9.0	0.0	0.0	0
2165182151	0	1	0	0	0	0	5.8	3.2	0.5483652159292509	1.6	0
2140139299	0	1	0	0	0	0	1.6233766233766231	5.0	1.0165123694103104	4.4	0
2125874394	0	1	0	0	0	0	0.0	19.0	0.0	0.0	0
2134593789	0	1	0	0	0	0	22.9	5.8	1.5163028360996038	1.2	0
2150143441	0	1	0	0	0	0	40.92	22.8	3.005619723270538	2.2	0
2564120281	0	1	0	0	0	0	0.0	0.0	0.31845077998924154	0.2	0
2558682455	0	1	0	0	0	0	17.895238095238096	19.0	2.361996480520832	8.2	0
2132499049	0	1	0	0	0	0	0.8	24.0	0.7851851851851853	0.4	0
2147182381	0	1	0	0	0	0	2.9	1.0	1.0936456940547667	1.0	0
2749112847	0	1	0	0	0	0	0.13333333333333333	3.0	0.16714285714285715	0.8	0
2096543976	0	1	0	0	0	0	0.0	7.0	0.0	0.0	0
2619327966	0	1	0	0	0	0	0.0	0.0	0.0	0.4	0
719783363	0	1	0	0	0	0	3.913333333333333	5.8	1.4488294837818712	2.4	0
2109042203	0	1	0	0	0	0	11.026666666666667	7.6	0.4504966269578632	3.4	0
2154367007	0	1	0	0	0	0	34.2	3.8	0.8093748308043056	0.6	0
2236599932	0	1	0	0	0	0	21.426666666666673	7.0	3.116475072422428	1.8	0
2095892170	0	1	0	0	0	0	2.0	7.0	0.12179364863023034	0.4	0
2239686435	0	1	0	0	0	0	3.675	7.8	1.4334169396204428	4.0	0
2150962668	0	1	0	0	0	0	4.734285714285714	4.6	0.15049007714442586	4.8	0
1979207691	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2666000811	0	1	0	0	0	0	7.066666666666667	9.2	0.6449520243702744	4.0	0
2305287551	0	1	0	0	0	0	4.4	5.0	0.4798009950248757	0.6	0
2238150253	0	1	0	0	0	0	24.1	1.4	0.7078930702897146	1.6	0
2130371764	0	1	0	0	0	0	18.15714285714285	15.2	2.0219634629819745	6.6	0
8167851	0	1	0	0	0	0	0.0	3.0	0.0	0.2	0
2612818936	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2691119769	0	1	0	0	0	0	0.0	2.0	0.0	0.0	0
2307335826	0	1	0	0	0	0	0.0	4.0	0.0	0.0	0
2652834205	0	1	0	0	0	0	1.2	14.0	0.6158385093167702	0.6	0
2151111624	0	1	0	0	0	0	0.0	8.0	0.0	0.0	0
2138515857	0	1	0	0	0	0	16.93333333333333	1.6	1.0188985000246067	1.0	0
2141557542	0	1	0	0	0	0	9.79	11.2	0.9703533282935752	4.8	0
2125682841	0	1	0	0	0	0	18.066666666666674	3.6	0.4561961479354998	1.6	0
2096386199	0	1	0	0	0	0	14.32	8.4	5.821142011209908	3.0	0
2120971950	0	1	0	0	0	0	0.0	12.0	0.0	0.0	0
2599974333	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2241452699	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2605386677	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2098712983	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2652397350	0	1	0	0	0	0	9.133333333333336	1.4	1.3933215992816912	1.0	0
2625163221	0	1	0	0	0	0	1.3	9.0	1.9631368828095048	1.2	0
2171793099	0	1	0	0	0	0	9.6	0.2	1.0403940886699508	0.2	0
2304020625	0	1	0	0	0	0	1.3	8.0	0.8657730241964409	0.6	0
2161282059	0	1	0	0	0	0	185.89333333333332	10.6	1.9018190653766616	4.2	0
2120048231	0	1	0	0	0	0	50.4	16.4	3.962522306252029	1.6	0
2130687195	0	0	1	0	0	0	11.972793148880106	30.2	3.6408269957318575	14.2	0
2609137751	0	1	0	0	0	0	2.8	3.0	0.2550408719346049	0.2	0
2113496154	0	0	1	0	0	0	18.25357142857143	27.4	3.2062729584408927	7.6	0
2107094063	1	0	0	0	0	0	3.3566972243442827	10.6	1.1860420145966175	11.4	0
2626025562	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2607622088	0	1	0	0	0	0	40.6	0.4	0.13579881656804732	0.2	0
2655940493	0	1	0	0	0	0	0.0	4.0	0.0	0.0	0
2167901638	0	1	0	0	0	0	27.2	8.6	1.272272456645435	1.2	0
2130233059	0	1	0	0	0	0	5.14	11.8	2.714223891743053	2.0	0
2113648768	0	1	0	0	0	0	9.09	9.8	1.85053229176144	2.8	0
2117310676	0	1	0	0	0	0	29.2	1.8	2.3422273406977334	1.0	0
2735341471	0	1	0	0	0	0	0.0	1.0	0.0	0.0	0
2107521940	0	0	1	0	0	0	24.312600732600732	35.0	7.774213856633144	17.6	0
2129036690	0	1	0	0	0	0	2.68	5.0	0.9341988667253108	8.0	0
2168149035	0	1	0	0	0	0	1.7416666666666665	3.4	0.17942841478010446	3.6	0
2160530418	0	1	0	0	0	0	1.4333333333333331	2.8	0.533166292790302	2.2	0
2129285711	0	1	0	0	0	0	1.6	4.6	0.9700890729168016	0.6	0
2169842180	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2150662063	0	0	1	0	0	0	19.05412698412698	22.0	2.3488134328965304	6.6	0
2106228171	0	0	1	0	0	0	13.78772893772894	25.2	2.5655402328359287	11.4	0
2164157085	0	1	0	0	0	0	10.997619047619047	8.8	1.496150695967333	6.8	0
2140193922	1	0	0	0	0	0	3.858333333333333	23.0	1.8071679618270384	5.4	0
2657060330	0	1	0	0	0	0	20.545454545454547	4.8	1.1801346568972586	2.6	0
2153333472	0	1	0	0	0	0	6.0666666666666655	2.8	0.8234248882322015	1.6	0
2193636198	0	1	0	0	0	0	26.9	3.4	3.0172508530820066	0.8	0
2212034063	0	1	0	0	0	0	0.0	7.0	0.0	0.0	0
2572299092	0	1	0	0	0	0	19.125	15.4	5.775531975512051	7.2	0
2154147473	0	1	0	0	0	0	29.113636363636363	24.2	3.6372853899099327	5.4	0
2112394150	0	1	0	0	0	0	12.229953379953384	16.4	2.1036802100709524	11.4	0
2610136632	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0
2267357186	0	1	0	0	0	0	39.52666666666666	5.6	3.197449440412572	2.4	0
2167716309	0	1	0	0	0	0	4.866666666666667	10.8	1.0599233581419452	0.8	0
2126887540	0	1	0	0	0	0	2.9833333333333334	2.6	0.4807902573664403	2.4	0
2145588887	0	1	0	0	0	0	4.73	14.2	3.8488382108313033	3.0	0
2096321700	1	0	0	0	0	0	3.0875	26.0	1.3920473894416734	5.8	0
2637569646	0	1	0	0	0	0	3.542857142857143	2.0	1.7205222199571757	3.4	0
2130924367	0	1	0	0	0	0	0.0	6.0	0.0	0.2	0
2615102315	0	1	0	0	0	0	2.1	6.6	2.5654235013220803	1.0	0
2685909078	0	1	0	0	0	0	24.29523809523809	5.4	5.080473432540658	3.8	0
2138774193	0	1	0	0	0	0	14.8	5.6	3.21776647331274	0.4	0
2570467540	0	1	0	0	0	0	30.8	0.8	2.9952498598164565	0.4	0
2583332178	0	1	0	0	0	0	8.603846153846153	16.8	2.2257555919358363	6.0	0
2145699650	0	1	0	0	0	0	1.1333333333333335	10.0	0.6191604291536332	0.6	0
2122193271	0	0	1	0	0	0	17.76175824175824	30.8	3.0264239271506534	5.8	0
2118483151	0	1	0	0	0	0	6.4833333333333325	3.2	1.0521316906903349	2.4	0
2323686043	0	1	0	0	0	0	20.033333333333328	5.4	2.1990505978136694	1.6	0
2431455375	0	1	0	0	0	0	8.8	12.0	2.1951535068160317	1.2	0
2714818106	0	1	0	0	0	0	18.8	1.8	1.4725569901208957	0.8	0
2160587199	0	1	0	0	0	0	5.2	1.0	0.4732625902224766	0.6	0
2761242835	0	1	0	0	0	0	0.6	5.8	0.5201451364337019	0.4	0
2549424322	0	1	0	0	0	0	11.633333333333333	10.8	2.102658932679866	2.0	0
2099460795	0	1	0	0	0	0	47.43333333333334	8.8	4.081684581529236	2.6	0
2731373980	0	1	0	0	0	0	9.566666666666666	5.2	2.177630282068853	1.6	0
2170085096	0	1	0	0	0	0	26.3	11.6	2.4815484355289983	2.2	0
2150822877	0	1	0	0	0	0	6.663095238095237	5.2	1.5831386196727972	6.2	0
2097649935	0	1	0	0	0	0	7.760000000000002	8.2	1.3465798611101698	3.0	0
2105361934	0	1	0	0	0	0	26.16666666666667	9.2	1.6718172169682706	2.2	0
2095885832	0	1	0	0	0	0	20.980499325236167	17.4	2.6906913974047892	9.0	0
2101881875	0	1	0	0	0	0	5.9766666666666675	10.0	4.1622726681992965	4.6	0
2157899901	0	1	0	0	0	0	11.213333333333335	34.0	0.8136882857922438	3.6	0
2156061973	0	1	0	0	0	0	6.933333333333333	0.8	1.1880778675566712	0.8	0
2670541404	0	1	0	0	0	0	0.0	7.0	0.0	0.0	0
2021996926	0	1	0	0	0	0	5.6083333333333325	15.0	1.7493343311107126	3.6	0
2512611275	0	1	0	0	0	0	0.0	5.0	0.0	0.0	0
2128579718	0	1	0	0	0	0	16.6	4.4	3.0649039078312907	1.2	0
2309691742	0	1	0	0	0	0	16.161904761904765	17.8	2.95535927470824	5.0	0
2444411017	0	1	0	0	0	0	6.6	2.0	1.2751564798235182	0.8	0
2099480643	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2121523516	0	1	0	0	0	0	1.4	3.8	0.1575083426028921	0.2	0
2184041548	0	1	0	0	0	0	0.0	4.0	0.0	0.0	0
2131079553	0	1	0	0	0	0	6.133333333333335	13.0	0.613754149327219	0.8	0
2122576518	0	1	0	0	0	0	2.1	7.8	1.8121633076920407	1.2	0
2144983540	0	1	0	0	0	0	10.4	3.4	3.8193238250033015	1.6	0
2581456552	0	1	0	0	0	0	6.8	8.0	1.7968040244994037	0.8	0
2110984307	0	1	0	0	0	0	13.919999999999998	10.6	3.4747468383943034	1.4	0
2651831884	0	1	0	0	0	0	0.0	6.0	0.0	0.0	0
2036025750	0	1	0	0	0	0	0.0	1.0	0.0	0.2	0
2127909259	0	1	0	0	0	0	1.143333333333333	1.6	0.4591067621359821	3.0	0
2147480086	0	1	0	0	0	0	3.8	9.0	5.729426895788218	1.4	0
2161281631	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2046677457	0	1	0	0	0	0	0.0	3.0	0.0	0.0	0
2165129454	0	0	1	0	0	0	6.487301587301588	20.6	1.9688820315799904	6.8	0
2665688544	0	1	0	0	0	0	8.057142857142857	12.0	2.0775159365045246	5.0	0
2114362624	0	0	1	0	0	0	0.8483333333333333	11.0	1.5121691342136685	7.0	0
2103274962	0	1	0	0	0	0	16.765714285714285	27.4	3.5875541142718683	6.6	0
2747122479	0	1	0	0	0	0	0.06666666666666668	1.0	0.5502881089575694	0.8	0
