18086	185592680	chemistry
100769	185592680	chemistry
101595	185592680	chemistry
16522	185592680	chemistry
100426	185592680	chemistry
11259	185592680	chemistry
13326	185592680	chemistry
12505	127413603	engineering
100926	185592680	chemistry
2057	185592680	chemistry
100526	185592680	chemistry
13814	185592680	chemistry
1766	121332964	physics
101017	185592680	chemistry
17109	185592680	chemistry
12245	185592680	chemistry
14298	185592680	chemistry
20016	185592680	chemistry
100658	121332964	physics
100223	71924100	medicine
11902	127313418	geology
1843	185592680	chemistry
1067	185592680	chemistry
25124	185592680	chemistry
10270	185592680	chemistry
19724	185592680	chemistry
20546	185592680	chemistry
16456	185592680	chemistry
10319	185592680	chemistry
14179	185592680	chemistry
10442	41008148	computer science
19063	185592680	chemistry
10892	185592680	chemistry
10074	185592680	chemistry
15035	185592680	chemistry
101733	41008148	computer science
19956	121332964	physics
18202	127313418	geology
100532	127313418	geology
11070	185592680	chemistry
10658	71924100	medicine
11521	127313418	geology
17604	71924100	medicine
100296	71924100	medicine
100306	185592680	chemistry
11119	185592680	chemistry
10708	185592680	chemistry
20145	86803240	biology
18894	121332964	physics
10339	185592680	chemistry
100782	185592680	chemistry
14468	185592680	chemistry
19804	71924100	medicine
16496	71924100	medicine
21825	86803240	biology
101589	185592680	chemistry
14530	86803240	biology
12888	185592680	chemistry
101289	185592680	chemistry
19897	121332964	physics
101689	185592680	chemistry
12566	86803240	biology
100074	185592680	chemistry
15837	185592680	chemistry
100567	185592680	chemistry
101039	185592680	chemistry
11018	185592680	chemistry
26253	121332964	physics
16327	127313418	geology
101099	185592680	chemistry
10242	127313418	geology
1070	185592680	chemistry
101502	121332964	physics
1510	71924100	medicine
101187	185592680	chemistry
22223	185592680	chemistry
101570	127313418	geology
100791	185592680	chemistry
16540	127413603	engineering
100467	121332964	physics
10836	185592680	chemistry
19087	185592680	chemistry
15408	185592680	chemistry
100966	185592680	chemistry
107	121332964	physics
16714	185592680	chemistry
10230	185592680	chemistry
1857	185592680	chemistry
11080	127313418	geology
100269	33923547	mathematics
24242	71924100	medicine
25116	71924100	medicine
100276	185592680	chemistry
15227	185592680	chemistry
19378	185592680	chemistry
101579	185592680	chemistry
100391	185592680	chemistry
14521	185592680	chemistry
101611	185592680	chemistry
14117	41008148	computer science
23560	185592680	chemistry
23128	121332964	physics
101259	185592680	chemistry
14936	185592680	chemistry
18575	185592680	chemistry
14153	185592680	chemistry
15752	127413603	engineering
15376	121332964	physics
10478	121332964	physics
15791	185592680	chemistry
10080	185592680	chemistry
10106	33923547	mathematics
1737	185592680	chemistry
15455	86803240	biology
11416	185592680	chemistry
101399	185592680	chemistry
17529	185592680	chemistry
14325	185592680	chemistry
15121	121332964	physics
12348	185592680	chemistry
16393	185592680	chemistry
14413	185592680	chemistry
101507	121332964	physics
100313	127313418	geology
18461	71924100	medicine
19357	185592680	chemistry
16047	185592680	chemistry
101196	121332964	physics
11185	86803240	biology
100377	71924100	medicine
10780	127313418	geology
12863	127313418	geology
15292	185592680	chemistry
20697	71924100	medicine
10828	121332964	physics
11316	185592680	chemistry
101703	41008148	computer science
12165	185592680	chemistry
15072	185592680	chemistry
101034	127313418	geology
13094	185592680	chemistry
16735	185592680	chemistry
11882	185592680	chemistry
13915	71924100	medicine
101855	185592680	chemistry
15543	185592680	chemistry
101100	185592680	chemistry
13182	185592680	chemistry
101152	185592680	chemistry
22195	185592680	chemistry
101945	121332964	physics
101556	121332964	physics
101201	185592680	chemistry
101974	185592680	chemistry
10361	185592680	chemistry
11250	185592680	chemistry
100427	185592680	chemistry
100435	185592680	chemistry
15756	121332964	physics
14983	86803240	biology
10890	71924100	medicine
19075	185592680	chemistry
100047	71924100	medicine
10502	121332964	physics
21979	185592680	chemistry
12186	185592680	chemistry
10542	185592680	chemistry
132	185592680	chemistry
17552	185592680	chemistry
19213	127313418	geology
10652	185592680	chemistry
11920	86803240	biology
11546	41008148	computer science
14011	185592680	chemistry
10742	185592680	chemistry
11993	121332964	physics
1540	185592680	chemistry
101566	185592680	chemistry
12009	185592680	chemistry
11622	185592680	chemistry
1972	185592680	chemistry
14911	86803240	biology
24388	185592680	chemistry
100455	185592680	chemistry
16603	121332964	physics
16196	86803240	biology
100948	121332964	physics
15811	185592680	chemistry
101725	185592680	chemistry
100117	185592680	chemistry
13046	185592680	chemistry
10143	185592680	chemistry
12654	185592680	chemistry
101057	185592680	chemistry
101080	121332964	physics
17597	185592680	chemistry
12366	185592680	chemistry
101536	185592680	chemistry
101555	185592680	chemistry
22653	86803240	biology
17737	127313418	geology
10388	185592680	chemistry
19442	127313418	geology
100900	185592680	chemistry
100024	86803240	biology
10862	121332964	physics
10048	185592680	chemistry
100052	185592680	chemistry
10072	86803240	biology
15018	121332964	physics
12271	185592680	chemistry
18359	71924100	medicine
20050	185592680	chemistry
1047	121332964	physics
17589	185592680	chemistry
14765	121332964	physics
2239	185592680	chemistry
15986	185592680	chemistry
11137	185592680	chemistry
100781	185592680	chemistry
100372	185592680	chemistry
101985	185592680	chemistry
16508	185592680	chemistry
26842	71924100	medicine
10387	185592680	chemistry
11749	121332964	physics
12557	86803240	biology
13804	185592680	chemistry
10519	127313418	geology
13033	185592680	chemistry
19147	121332964	physics
10194	121332964	physics
12316	127413603	engineering
101880	121332964	physics
2236	71924100	medicine
15577	71924100	medicine
21783	185592680	chemistry
10343	121332964	physics
17720	71924100	medicine
101988	185592680	chemistry
101239	185592680	chemistry
100007	185592680	chemistry
15356	185592680	chemistry
17011	185592680	chemistry
19893	185592680	chemistry
10067	185592680	chemistry
10084	71924100	medicine
10099	121332964	physics
17471	185592680	chemistry
123	86803240	biology
20858	185592680	chemistry
14189	41008148	computer science
17044	41008148	computer science
14613	185592680	chemistry
10083	71924100	medicine
15825	185592680	chemistry
1340	185592680	chemistry
100113	127313418	geology
10536	185592680	chemistry
10994	86803240	biology
100185	185592680	chemistry
14717	121332964	physics
14752	185592680	chemistry
19609	185592680	chemistry
1005	185592680	chemistry
10205	185592680	chemistry
11071	185592680	chemistry
15151	86803240	biology
12703	71924100	medicine
100271	121332964	physics
13946	71924100	medicine
11754	127313418	geology
13402	185592680	chemistry
100560	121332964	physics
11384	121332964	physics
14261	185592680	chemistry
23262	185592680	chemistry
101806	185592680	chemistry
15896	121332964	physics
13091	185592680	chemistry
10192	86803240	biology
14725	71924100	medicine
25882	127313418	geology
100272	185592680	chemistry
101138	127413603	engineering
100891	185592680	chemistry
101678	185592680	chemistry
12340	41008148	computer science
118	185592680	chemistry
10105	185592680	chemistry
1319	185592680	chemistry
17121	185592680	chemistry
14527	185592680	chemistry
17989	185592680	chemistry
100780	121332964	physics
13132	71924100	medicine
10776	121332964	physics
17771	127313418	geology
11387	185592680	chemistry
100237	127313418	geology
13137	121332964	physics
12398	185592680	chemistry
100406	121332964	physics
13684	121332964	physics
14220	185592680	chemistry
10018	121332964	physics
19468	71924100	medicine
10634	71924100	medicine
101915	127313418	geology
21150	185592680	chemistry
13139	71924100	medicine
100283	41008148	computer science
17710	121332964	physics
22503	185592680	chemistry
100727	185592680	chemistry
16528	185592680	chemistry
14562	185592680	chemistry
19749	185592680	chemistry
11200	185592680	chemistry
101164	127313418	geology
26772	121332964	physics
12109	127313418	geology
18299	71924100	medicine
1038	121332964	physics
10040	121332964	physics
15152	127413603	engineering
12964	71924100	medicine
12008	185592680	chemistry
101841	127313418	geology
17144	71924100	medicine
100408	185592680	chemistry
16787	185592680	chemistry
12421	33923547	mathematics
100662	121332964	physics
13536	185592680	chemistry
1553	185592680	chemistry
1516	121332964	physics
100166	185592680	chemistry
100543	185592680	chemistry
11073	121332964	physics
19320	121332964	physics
18882	162324750	economics
18529	185592680	chemistry
16663	121332964	physics
1475	185592680	chemistry
18033	121332964	physics
1605	121332964	physics
12014	185592680	chemistry
16296	185592680	chemistry
100619	121332964	physics
1462	121332964	physics
101249	185592680	chemistry
12576	185592680	chemistry
20184	185592680	chemistry
17682	185592680	chemistry
11428	127313418	geology
16366	121332964	physics
17847	185592680	chemistry
14242	121332964	physics
10077	185592680	chemistry
15655	127313418	geology
100866	71924100	medicine
1428	41008148	computer science
11012	127413603	engineering
15635	185592680	chemistry
13662	71924100	medicine
100175	33923547	mathematics
10555	127313418	geology
100152	185592680	chemistry
176	185592680	chemistry
14450	185592680	chemistry
17124	185592680	chemistry
19043	185592680	chemistry
100740	121332964	physics
101730	185592680	chemistry
18853	185592680	chemistry
100310	185592680	chemistry
10952	71924100	medicine
20586	121332964	physics
11364	121332964	physics
18232	71924100	medicine
13954	127313418	geology
10003	71924100	medicine
100960	71924100	medicine
14800	121332964	physics
1430	71924100	medicine
18032	185592680	chemistry
11651	86803240	biology
16194	185592680	chemistry
13807	71924100	medicine
12603	185592680	chemistry
134	121332964	physics
21052	127413603	engineering
101815	185592680	chemistry
19760	121332964	physics
100732	121332964	physics
17886	121332964	physics
102034	185592680	chemistry
100157	185592680	chemistry
15861	121332964	physics
18445	185592680	chemistry
12885	127413603	engineering
24486	185592680	chemistry
18965	185592680	chemistry
11845	121332964	physics
1815	121332964	physics
101481	71924100	medicine
19495	185592680	chemistry
101129	185592680	chemistry
101597	185592680	chemistry
19448	185592680	chemistry
1089	185592680	chemistry
15690	185592680	chemistry
101505	185592680	chemistry
12642	185592680	chemistry
1090	121332964	physics
17896	185592680	chemistry
100084	127413603	engineering
15626	121332964	physics
17444	162324750	economics
15523	185592680	chemistry
100908	185592680	chemistry
100513	121332964	physics
100139	185592680	chemistry
100683	185592680	chemistry
100915	127313418	geology
16838	185592680	chemistry
12093	121332964	physics
12036	185592680	chemistry
101789	127413603	engineering
11043	185592680	chemistry
13661	127313418	geology
17354	121332964	physics
14061	71924100	medicine
15937	127313418	geology
1415	185592680	chemistry
12686	185592680	chemistry
26247	185592680	chemistry
10325	185592680	chemistry
12039	71924100	medicine
1327	127313418	geology
21438	86803240	biology
11296	185592680	chemistry
10378	185592680	chemistry
14499	185592680	chemistry
15402	121332964	physics
101453	71924100	medicine
12993	121332964	physics
1027	185592680	chemistry
20007	185592680	chemistry
100499	185592680	chemistry
17123	127313418	geology
100788	185592680	chemistry
14188	127313418	geology
11782	71924100	medicine
25085	127313418	geology
1680	121332964	physics
17170	185592680	chemistry
12785	185592680	chemistry
15765	185592680	chemistry
11703	185592680	chemistry
101391	185592680	chemistry
16064	185592680	chemistry
21835	86803240	biology
101513	185592680	chemistry
10578	185592680	chemistry
10966	127313418	geology
1637	71924100	medicine
100684	71924100	medicine
100062	185592680	chemistry
16794	33923547	mathematics
19047	185592680	chemistry
19333	185592680	chemistry
100281	121332964	physics
11554	185592680	chemistry
101665	71924100	medicine
100914	121332964	physics
10707	121332964	physics
14715	185592680	chemistry
18718	127413603	engineering
100242	127313418	geology
15110	185592680	chemistry
101631	86803240	biology
17056	185592680	chemistry
100187	71924100	medicine
1678	71924100	medicine
101036	71924100	medicine
101373	185592680	chemistry
10456	127313418	geology
100494	86803240	biology
11271	185592680	chemistry
143	121332964	physics
101150	185592680	chemistry
13460	121332964	physics
13013	185592680	chemistry
101862	185592680	chemistry
12869	121332964	physics
18185	71924100	medicine
17361	71924100	medicine
10898	185592680	chemistry
1184	121332964	physics
10679	185592680	chemistry
18127	185592680	chemistry
10504	121332964	physics
10571	71924100	medicine
100172	185592680	chemistry
12019	185592680	chemistry
12789	121332964	physics
1623	41008148	computer science
17461	127313418	geology
13290	185592680	chemistry
15316	121332964	physics
15926	185592680	chemistry
100896	185592680	chemistry
15814	185592680	chemistry
14718	185592680	chemistry
14321	185592680	chemistry
101596	121332964	physics
100167	185592680	chemistry
101232	71924100	medicine
101932	185592680	chemistry
18615	185592680	chemistry
100775	185592680	chemistry
102019	127313418	geology
18944	185592680	chemistry
101501	121332964	physics
10666	185592680	chemistry
14571	41008148	computer science
100611	86803240	biology
101742	71924100	medicine
13957	185592680	chemistry
101548	185592680	chemistry
100471	185592680	chemistry
100130	127313418	geology
15405	185592680	chemistry
15827	185592680	chemistry
12652	71924100	medicine
19209	185592680	chemistry
12985	185592680	chemistry
10908	185592680	chemistry
100897	121332964	physics
12610	127313418	geology
14430	121332964	physics
11656	185592680	chemistry
101528	185592680	chemistry
1856	185592680	chemistry
11211	185592680	chemistry
100160	185592680	chemistry
13812	121332964	physics
100168	121332964	physics
14472	121332964	physics
12435	185592680	chemistry
16694	185592680	chemistry
1138	185592680	chemistry
100722	71924100	medicine
100553	71924100	medicine
13238	121332964	physics
10728	86803240	biology
100929	71924100	medicine
10146	185592680	chemistry
15294	71924100	medicine
16330	121332964	physics
15233	185592680	chemistry
21038	185592680	chemistry
10326	185592680	chemistry
100579	185592680	chemistry
16002	121332964	physics
14005	127313418	geology
12530	185592680	chemistry
100219	185592680	chemistry
15503	86803240	biology
20163	86803240	biology
10808	185592680	chemistry
13342	185592680	chemistry
12203	33923547	mathematics
101800	127313418	geology
101499	121332964	physics
14128	185592680	chemistry
100608	33923547	mathematics
13146	185592680	chemistry
18835	127313418	geology
101514	185592680	chemistry
13639	71924100	medicine
101986	71924100	medicine
16143	185592680	chemistry
13654	127413603	engineering
27227	185592680	chemistry
100138	185592680	chemistry
100253	121332964	physics
10990	185592680	chemistry
101026	185592680	chemistry
19152	41008148	computer science
101609	127313418	geology
17338	185592680	chemistry
18385	185592680	chemistry
100299	127313418	geology
12527	121332964	physics
15010	121332964	physics
17463	185592680	chemistry
22809	121332964	physics
16639	185592680	chemistry
11034	185592680	chemistry
13510	86803240	biology
100417	185592680	chemistry
17188	86803240	biology
100699	127313418	geology
2622	121332964	physics
11004	121332964	physics
16401	185592680	chemistry
21231	121332964	physics
10289	185592680	chemistry
101918	185592680	chemistry
19001	185592680	chemistry
14132	185592680	chemistry
12081	127313418	geology
15363	185592680	chemistry
13757	71924100	medicine
12133	121332964	physics
12137	185592680	chemistry
10949	185592680	chemistry
14700	185592680	chemistry
101096	185592680	chemistry
12379	185592680	chemistry
100754	121332964	physics
1963	185592680	chemistry
10765	121332964	physics
101425	121332964	physics
12285	86803240	biology
11623	185592680	chemistry
22234	185592680	chemistry
11691	71924100	medicine
100962	127313418	geology
13069	185592680	chemistry
1484	185592680	chemistry
12540	121332964	physics
11326	185592680	chemistry
11021	121332964	physics
13506	121332964	physics
14421	185592680	chemistry
10029	121332964	physics
18227	71924100	medicine
15843	185592680	chemistry
13569	185592680	chemistry
10088	185592680	chemistry
11478	71924100	medicine
16353	185592680	chemistry
12738	121332964	physics
11715	71924100	medicine
14222	121332964	physics
12411	127313418	geology
18149	185592680	chemistry
17918	41008148	computer science
16659	185592680	chemistry
18394	121332964	physics
12219	185592680	chemistry
12403	127313418	geology
100010	71924100	medicine
11587	185592680	chemistry
11781	185592680	chemistry
1884	185592680	chemistry
15891	71924100	medicine
100127	121332964	physics
100778	185592680	chemistry
100367	185592680	chemistry
20633	185592680	chemistry
13877	121332964	physics
100091	185592680	chemistry
14251	127313418	geology
13774	127313418	geology
22230	144133560	business
13753	121332964	physics
14986	121332964	physics
10439	127313418	geology
17545	121332964	physics
19197	71924100	medicine
16945	121332964	physics
