affID	sortedName	awardYear	fieldID	fieldName	bf_jif	bf_citation	bf_hindex	bf_papercnt	L	M	H	af_jif	af_citation	af_hindex	af_papercnt
126520041	jun wang	2011	185592680	chemistry	2.48424120123	4.15064176903	10.2	14.2	0	0	1	5.91034013468	8.91877749596	36.8	23.4
126520041	junxian wang	2008	121332964	physics	3.3966107831	3.22476190476	2.6	4.8	0	0	1	3.99904408908	6.1927024827	11.2	4.8
126520041	kong xu	2012	121332964	physics	3.42680150235	8.44733333333	8.4	5.6	0	1	0	4.29917034201	7.14925453515	19.0	10.4
126520041	li tao	2012	127313418	geology	1.54645859916	1.39047619048	3.0	4.4	0	1	0	3.9251782137	2.90066876593	10.0	6.4
126520041	liwen niu	2000	185592680	chemistry	1.3226712657	1.16666666667	1.8	2.6	0	1	0	1.92045603058	1.83785714286	3.8	5.2
126520041	qijin zhang	2000	185592680	chemistry	0.846161788651	0.95	1.0	3.2	0	1	0	0.68227168604	2.27166666667	6.6	13.6
126520041	qinghua shi	2007	86803240	biology	3.0253267863	6.77666666667	3.0	0.4	0	1	0	3.18274369846	7.99984683932	6.4	6.4
126520041	qun wang	2011	121332964	physics	1.25823124697	1.9753968254	5.4	6.4	0	1	0	2.00503748534	2.22369419952	9.4	5.2
126520041	qunke xia	2012	127313418	geology	1.9156070328	2.47679487179	6.4	2.6	1	0	0	3.06989539139	4.6773015873	13.4	3.4
126520041	shao xueguang	2003	185592680	chemistry	0.820304550746	2.04166666667	3.0	8.0	0	1	0	0.879506443822	2.36783380866	10.6	8.4
126520041	shiqiang wei	2007	185592680	chemistry	1.45596039172	1.68206349206	3.8	5.2	0	1	0	3.15300418578	2.61013708514	10.6	20.2
126520041	su yucai	2008	33923547	mathematics	0.456868943437	1.20666666667	1.8	3.0	1	0	0	0.639881175015	2.41918391994	7.0	3.8
126520041	tian zhigang	2001	71924100	medicine	0.0	0.4	0.4	0.2	1	0	0	2.70623748581	3.6149122807	5.8	10.2
126520041	wenbin wu	2003	185592680	chemistry	0.784666262601	1.53654623155	7.2	4.2	1	0	0	1.96921450776	2.20717948718	9.6	3.2
126520041	xie zhouqing	2010	127313418	geology	2.08875713808	3.19326923077	6.4	5.4	0	1	0	2.8591212024	3.9791598635	15.0	6.0
126520041	yongfei zheng	1994	127313418	geology	0.589978131502	0.9	1.2	1.0	1	0	0	0.534905208868	2.81388888889	3.6	5.2
126520041	zhao zifu	2011	127313418	geology	2.49417782358	7.54998404477	16.8	7.0	1	0	0	3.24148586621	9.82241937419	33.6	5.8
139660479	chen xiaohong	2001	41008148	computer science	0.0118538324421	0.2	1.0	1.2	1	0	0	0.0806986446307	0.4	1.2	4.6
139660479	chunhua yang	2010	41008148	computer science	0.3129941727	1.51025641026	2.0	18.6	0	0	1	1.18123012305	1.76007432181	7.4	22.4
139660479	huaming yang	2012	185592680	chemistry	1.69329913801	3.05168570817	9.4	6.4	1	0	0	3.42815681242	4.49665509929	22.4	19.8
139660479	luo xianghang	2011	71924100	medicine	2.89347206063	3.96250730645	9.4	7.0	0	1	0	3.91191737867	5.39057648338	20.0	4.0
139759216	ji yuefeng	2003	41008148	computer science	0.0	0.2	0.2	3.6	1	0	0	0.175989416203	0.969696969697	1.6	20.6
143413998	shusheng zhang	2010	185592680	chemistry	1.50320970901	2.91733333333	7.4	50.2	0	0	1	4.16675558761	5.38989831829	30.6	5.2
143593769	feng qian	2006	41008148	computer science	0.903618428898	0.44	0.4	5.6	0	1	0	0.972813142037	2.2517165593	6.6	22.4
143593769	jiaping lin	2009	185592680	chemistry	1.64765254294	1.86822510823	3.8	7.2	0	1	0	3.22919729441	4.08130749246	16.4	11.0
146620803	huang shaoming	2010	185592680	chemistry	1.49448711355	2.675	2.6	3.8	0	1	0	4.47023612666	7.29420485481	16.4	19.6
149594827	jiao licheng	2002	41008148	computer science	0.43992402867	1.03333333333	1.2	11.0	0	0	1	0.70477028458	2.78029816189	7.4	58.8
149594827	li zhiwu	2011	41008148	computer science	0.768977774703	5.43311727595	5.6	9.0	0	1	0	2.73241465234	6.80674242424	21.6	10.4
149594827	yang yintang	2007	127413603	engineering	0.500697206545	0.6	0.6	11.8	0	0	1	0.593325268601	1.57607868728	4.8	43.6
151075929	huang yuesheng	2001	185592680	chemistry	0.301949860724	1.33333333333	2.8	0.4	1	0	0	0.542210829412	1.7	4.2	1.6
151075929	jiang jianxin	2003	71924100	medicine	0.146153846154	5.73333333333	2.2	0.8	1	0	0	1.61203620218	2.27142857143	3.8	4.2
151075929	liangming liu	2006	71924100	medicine	0.839128187877	1.3	0.8	2.0	0	1	0	1.85645818132	2.56785714286	5.0	9.0
153473198	cui xiang	2003	127413603	engineering	0.540747435597	0.6	1.0	3.8	0	1	0	0.499042091725	1.6430952381	4.8	13.4
154099455	huaijin zhang	2010	121332964	physics	1.50605438622	2.62948331487	13.4	38.6	0	0	1	2.12743815118	2.67210568038	27.0	37.0
154099455	li yuezhong	2008	185592680	chemistry	2.16422300459	1.85	2.0	3.4	0	1	0	3.35611803231	2.54963364274	8.8	6.0
154099455	liu xiangfa	2006	185592680	chemistry	0.598084979189	1.19393939394	2.4	7.8	0	1	0	1.48792714836	2.16899629272	7.4	13.4
154099455	longwei yin	2010	185592680	chemistry	2.33985833218	3.34182484182	7.0	3.4	1	0	0	4.10719339411	6.5838235984	18.0	11.0
154099455	shishen yan	2011	121332964	physics	1.44470058327	2.22251192497	5.0	11.0	0	0	1	2.88531465123	3.4306328487	17.0	17.8
154099455	yuzhong zhang	2010	185592680	chemistry	2.32068810662	2.44736024845	5.2	9.6	0	0	1	3.45536557922	3.82243942209	19.2	17.0
157773358	chen hao	2002	71924100	medicine	0.635714356964	0.9	1.8	2.6	1	0	0	0.642031407636	1.63333333333	3.0	0.6
157773358	chen wen	2009	71924100	medicine	0.672363660853	0.3	0.2	1.4	1	0	0	3.69487235815	3.75837978447	7.2	7.0
157773358	chengxin wang	2011	185592680	chemistry	1.59473639244	1.98833333333	5.8	0.4	1	0	0	6.79378629409	5.09374492168	13.8	12.4
157773358	dan xie	2012	71924100	medicine	3.59955946843	3.98756684492	11.6	16.4	0	0	1	3.90136640763	4.93339671659	31.4	23.4
157773358	deng shaozhi	2007	185592680	chemistry	1.78328747745	3.33590785349	6.8	8.8	0	1	0	2.22257886652	4.84239710111	16.8	13.4
157773358	fan wang	2012	41008148	computer science	1.57163350546	3.15380952381	2.6	3.0	0	1	0	2.24502623787	5.78529559192	8.4	2.6
157773358	fan zhong	2006	121332964	physics	0.26566083283	1.1	2.2	0.2	1	0	0	0.695129874622	1.66363636364	3.2	1.2
157773358	gangfeng ouyang	2012	185592680	chemistry	5.00565100924	4.44563768355	11.0	8.2	0	0	1	4.57474860444	6.01000124001	28.2	16.8
157773358	gu jieruo	2003	71924100	medicine	0.0	0.0	0.0	0.2	1	0	0	0.649914519225	0.8	0.8	1.6
157773358	guo xianping	2009	33923547	mathematics	0.697249604073	1.90115007541	5.0	4.6	1	0	0	1.05694828611	2.29588385752	11.6	6.4
157773358	he mingguang	2011	71924100	medicine	2.52175613415	4.87365942029	6.2	14.6	0	0	1	3.04349024158	4.69658435059	24.4	35.6
157773358	hu jianxun	2008	33923547	mathematics	0.14597557772	1.8	1.4	0.6	1	0	0	0.351327659885	2.20666666667	3.6	0.4
157773358	jingxuan pan	2010	71924100	medicine	3.16987490714	4.47380952381	2.8	2.4	0	1	0	2.87360295403	5.50173567352	12.6	3.4
157773358	lixin yan	2009	33923547	mathematics	0.547788834541	1.85714285714	2.4	3.0	1	0	0	0.983100025357	3.02956992283	8.0	3.0
157773358	lu tongbu	2006	185592680	chemistry	1.30275701098	2.08857142857	5.2	5.8	0	1	0	2.52957529373	4.8068479275	15.4	8.6
157773358	mao zongwan	2007	185592680	chemistry	0.844082977779	2.47307359307	4.0	2.6	1	0	0	2.64406816818	3.26709477181	11.0	10.2
157773358	qingjiong zhang	2007	86803240	biology	1.23144444444	0.742857142857	2.2	2.6	0	1	0	3.18054860911	3.23393925645	10.6	13.8
157773358	qiu rongliang	2012	185592680	chemistry	1.84583459732	3.28955453149	5.4	9.2	0	1	0	3.4416748502	6.29457890261	22.4	13.8
157773358	shuai xintao	2012	185592680	chemistry	3.4133376855	3.96092796093	4.4	5.2	0	0	1	4.66265803099	7.93311693908	23.6	10.2
157773358	wu zhongkai	2005	71924100	medicine	1.78246842011	2.08428571429	3.4	3.6	0	1	0	1.39546379908	2.80826923077	11.0	1.6
157773358	xiaopei yan	2001	162324750	economics	0.0131954022989	1.2	0.6	1.4	1	0	0	0.0347985347985	0.8	1.0	4.0
158842170	fusheng pan	2007	185592680	chemistry	0.339403908634	0.666666666667	1.6	6.6	0	1	0	1.07153819334	2.18466348482	7.2	41.8
158842170	yongxing zhang	2006	121332964	physics	0.107814128775	0.8	0.4	4.6	0	1	0	0.514854796886	1.27333333333	2.4	6.8
158842170	zhang zongyi	2005	144133560	business	0.183413461538	0.4	0.4	1.0	1	0	0	0.255063291139	2.59111111111	4.0	6.8
159948400	baiou guan	2012	121332964	physics	0.930467531007	3.64012265512	7.0	6.8	1	0	0	2.54361886518	3.25141259268	16.8	47.2
162868743	chunfeng wang	2002	144133560	business	0.16279809221	0.4	1.0	0.2	1	0	0	0.0	2.56666666667	2.0	6.2
162868743	denghua zhong	2005	127413603	engineering	0.0	0.0	0.0	2.0	1	0	0	0.335491581781	1.03571428571	1.6	4.2
162868743	he zhen	2012	127413603	engineering	0.570911435003	1.36284382284	2.6	12.8	0	0	1	0.683910090757	2.48037518038	8.2	4.4
162868743	jiang zhongyi	2011	185592680	chemistry	2.24485597042	3.53058076228	10.4	27.0	0	0	1	5.28580279219	5.57382867939	37.8	41.2
162868743	junan ma	2012	185592680	chemistry	2.25556348895	9.15565876153	7.0	8.6	0	1	0	3.03311123624	8.05878687371	21.0	16.6
162868743	li yali	2006	185592680	chemistry	0.205245211991	1.0	1.0	1.0	1	0	0	2.26149004492	2.19	4.0	4.6
162868743	yingjin yuan	2004	185592680	chemistry	0.776175348915	0.755555555556	2.0	6.6	0	1	0	1.74304183193	2.76797078099	11.0	15.2
163340411	chen wen	2011	121332964	physics	0.587864691615	2.91973684211	1.8	6.8	0	1	0	1.64822113293	4.104620618	15.6	27.8
163340411	hongwu tang	2011	127313418	geology	0.581634128938	1.34	1.6	3.4	1	0	0	1.16702804981	1.94735294118	5.8	6.8
163340411	ju ping	2007	127413603	engineering	0.140178571429	2.93333333333	4.0	1.8	1	0	0	1.36817700109	3.06233333333	8.0	7.6
16609230	guilin wen	2012	127413603	engineering	1.45501322078	2.20952380952	2.2	3.8	0	1	0	1.94396723201	3.95483405483	9.4	8.4
16609230	he yigang	2009	127413603	engineering	0.282607214283	1.35750915751	3.2	12.2	0	0	1	0.597537512841	2.2287394958	9.8	10.4
16609230	jiang jianhui	2010	185592680	chemistry	2.36456949694	3.25848024506	13.8	26.2	0	0	1	4.20366631	5.80352849277	36.0	22.4
16609230	shuangchun wen	2010	121332964	physics	1.36269250062	2.17262183041	4.2	38.8	0	0	1	2.01722508747	3.96682360001	17.0	27.2
170215575	dou yong	2011	41008148	computer science	0.279009717195	1.32615384615	2.2	10.0	0	1	0	0.931691358934	1.7773677759	7.0	16.6
170215575	jianmin yuan	2000	121332964	physics	0.199959052179	0.4	2.0	0.6	1	0	0	0.694435121797	0.913333333333	2.4	6.2
170215575	zhaowen zhuang	2000	127413603	engineering	0.0	0.2	1.0	2.0	1	0	0	0.0606861191641	2.0	1.0	8.8
17145004	hejun li	2002	185592680	chemistry	0.665277301209	0.65	0.6	2.6	0	1	0	1.13867577869	2.19985569986	6.2	18.2
17145004	xiaopeng zhao	2000	121332964	physics	0.109336332958	0.4	2.0	0.6	1	0	0	0.915814826622	1.9280952381	4.2	11.0
173759888	kuang leman	2003	121332964	physics	0.282226924755	0.745454545455	1.4	4.2	1	0	0	0.418848120566	1.75871794872	5.2	8.8
173759888	liu shaojun	2007	86803240	biology	1.10355855707	2.45939393939	3.6	4.4	1	0	0	1.60564986955	1.99506817828	8.6	9.6
173899330	chunpeng song	2006	185592680	chemistry	1.15513078471	0.9	0.6	1.2	0	1	0	3.08096444569	7.55952380952	5.4	4.2
177933477	an huazhang	2008	71924100	medicine	5.61969302065	6.6704040404	5.8	4.2	0	0	1	3.55054024458	9.16626242723	16.8	1.6
177933477	cao guangwen	2010	71924100	medicine	1.39897260463	2.31444911298	10.2	10.2	1	0	0	3.25223458513	6.64538839539	19.8	19.6
177933477	jiang yuanying	2008	185592680	chemistry	1.45654320219	2.26153846154	3.2	8.2	0	1	0	1.84431354254	3.0446982498	12.2	15.8
177933477	qian qijun	2009	71924100	medicine	2.409147582	3.00857142857	3.8	5.0	0	1	0	1.92156168507	3.63671122995	8.0	8.4
177933477	sun yinghao	2002	71924100	medicine	0.783944720303	1.4	1.2	1.2	1	0	0	1.07242830264	2.0980952381	5.4	1.8
177933477	weiping zhang	2010	71924100	medicine	1.58216233348	2.74809572473	12.6	2.4	1	0	0	4.10643702189	3.23052280322	20.2	6.6
183067930	chen xianfeng	2011	121332964	physics	1.54078416782	2.0373950687	8.0	22.8	0	0	1	2.62276799269	2.69601761857	18.6	28.8
183067930	dong yi	2012	121332964	physics	1.24876826634	2.25965811966	5.8	8.0	0	1	0	1.76881063372	1.88278388278	10.0	9.0
183067930	dongmei xiao	2009	33923547	mathematics	1.16035646426	2.87619047619	3.2	4.0	0	1	0	1.21177023527	4.56872754383	10.4	3.2
183067930	fu yuxi	2002	41008148	computer science	0.0885653647126	1.62087912088	2.4	3.6	1	0	0	0.536909270991	2.70873015873	6.6	5.2
183067930	guo minyi	2007	41008148	computer science	0.153563685637	1.76904761905	2.4	7.2	0	1	0	0.8321076981	2.8029273183	11.0	25.8
183067930	haiguang xu	2011	121332964	physics	2.08244006388	3.16933954934	8.0	2.4	1	0	0	3.09852494173	2.19352564103	10.4	4.6
183067930	he xianghuo	2011	71924100	medicine	2.90239264346	2.82547619048	3.8	3.4	0	1	0	4.31623074235	9.51280447663	18.0	7.6
183067930	hu weisheng	2008	121332964	physics	1.42979994285	1.11521879022	2.6	27.8	0	0	1	1.26510028948	2.3858097549	13.8	37.6
183067930	hu wenbin	2011	185592680	chemistry	1.38151080725	2.10981424149	6.0	11.0	0	1	0	3.00025295913	3.34434288436	19.0	8.0
183067930	huang qian	2003	71924100	medicine	0.22437994723	1.05	0.6	2.4	1	0	0	1.06681127456	4.63116883117	6.2	5.4
183067930	huiying wu	2009	121332964	physics	1.37009515443	3.64166666667	2.0	2.8	0	1	0	2.10245000538	4.34296071575	10.0	3.8
183067930	jianguo li	2001	185592680	chemistry	0.0	0.0	0.0	0.0	1	0	0	0.866094011399	1.20238095238	2.2	11.0
183067930	li shaoyuan	2008	127413603	engineering	0.491751299384	1.83843873518	2.8	14.4	0	0	1	1.39251668753	3.03884846076	13.0	23.6
183067930	lin yi	2011	71924100	medicine	1.38498442368	0.2	0.2	0.6	0	1	0	2.52093658994	3.99412698413	4.0	2.0
183067930	lu qinghua	2009	185592680	chemistry	1.93660667603	2.16392779334	8.0	8.0	0	1	0	4.02798046862	4.66509977784	21.0	8.4
183067930	nan shen	2010	71924100	medicine	1.28852579735	5.51696114343	6.4	3.6	1	0	0	5.1841368788	6.44206059589	17.4	11.2
183067930	saixing zeng	2010	144133560	business	0.0	0.2	0.2	2.8	1	0	0	0.766138552345	3.5	1.6	0.4
183067930	shankai yin	2009	71924100	medicine	0.964581702296	0.685714285714	0.8	5.6	0	1	0	2.20015675614	2.06278898039	7.0	10.0
183067930	xinyuan zhu	2010	185592680	chemistry	1.84720178704	2.26691609552	10.0	7.2	1	0	0	5.0868560296	6.10608015719	23.6	22.4
183067930	xu yuhong	2008	185592680	chemistry	2.29432063342	2.32	3.0	5.2	0	1	0	3.54149472799	3.53090800478	11.8	7.0
183067930	yongfeng zhou	2012	185592680	chemistry	2.42861769811	4.93957874967	10.4	12.6	0	1	0	6.0210604487	8.12337915616	32.0	11.4
183067930	yumin zhao	2012	121332964	physics	0.117582132257	0.0	0.0	0.6	1	0	0	0.0	0.0	0.0	0.0
184983240	liu yichun	2007	185592680	chemistry	0.924895298147	2.55428571429	3.8	10.2	0	1	0	2.47566135153	4.26081444561	18.4	24.2
189210763	hongbin zhang	2009	185592680	chemistry	0.731813689527	1.7260975136	4.0	11.4	0	1	0	2.19786188216	4.33058968059	12.8	17.4
191208505	bangqin huang	2009	127313418	geology	1.40552499339	1.87904761905	4.2	6.0	0	1	0	1.75112763304	3.35928030303	11.0	7.4
191208505	chen min	2011	127313418	geology	1.25907209539	3.74748044353	5.8	5.0	1	0	0	2.4072156318	5.75887402635	11.8	9.2
191208505	dongliang peng	2008	185592680	chemistry	0.673738958722	1.32	2.2	2.0	1	0	0	1.74072099363	3.17547357405	9.4	14.2
191208505	haiping xia	2009	185592680	chemistry	2.04511827888	2.53833333333	4.8	3.6	0	1	0	4.08908239199	3.83051571522	15.2	10.2
191208505	hong zhao	2009	41008148	computer science	0.532124289066	1.7	3.2	2.0	1	0	0	0.685173787449	1.33333333333	5.6	2.2
191208505	jiang yunbao	2004	185592680	chemistry	0.979042822556	1.26602339181	4.6	3.8	1	0	0	1.49505732554	3.2770220282	10.2	4.2
191208505	jianwei shuai	2011	185592680	chemistry	1.1835815759	2.95	2.6	1.6	1	0	0	2.15567606454	5.63786450478	8.2	3.2
191208505	lasheng long	2008	185592680	chemistry	1.19998024478	2.23222222222	4.8	12.2	0	0	1	3.98442659358	6.90878043525	18.4	11.6
191208505	liu xingjun	2004	185592680	chemistry	0.0	0.2	0.2	1.0	1	0	0	0.970870358308	1.375	2.0	9.0
191208505	lu xin	2004	185592680	chemistry	1.2707976336	1.59	3.2	7.0	0	1	0	3.38098580172	3.12184536691	11.8	7.2
191208505	ningshao xia	2009	71924100	medicine	2.38580275808	5.1833492823	6.4	14.2	0	0	1	3.50781970265	5.07724604214	15.6	20.0
191208505	qiao wu	2004	185592680	chemistry	1.29632653061	1.76	1.8	1.8	0	1	0	1.89082421979	2.06404761905	5.8	0.8
191208505	wang ye	2006	185592680	chemistry	1.14645589274	2.65454545455	3.2	8.4	0	1	0	2.38839351899	3.90484668153	16.6	14.4
191208505	xiaomei yan	2012	185592680	chemistry	1.9754963918	3.17692307692	5.6	4.2	0	1	0	4.42731084416	4.61695465454	15.2	6.0
191208505	yunwu zhang	2012	185592680	chemistry	2.31829349786	5.63333333333	2.8	2.0	0	1	0	2.16613223752	9.74772727273	7.2	1.0
194450716	chen hong	2007	127413603	engineering	0.235457327454	1.73333333333	3.0	4.8	1	0	0	0.685040515071	2.68943982275	7.8	22.6
194450716	chen qijun	2006	71924100	medicine	3.27601521815	9.75825396825	6.2	1.2	1	0	0	3.55044510128	6.87303118908	13.8	4.2
194450716	geyu lu	2006	185592680	chemistry	0.0	3.1	2.0	0.0	1	0	0	2.07629819047	3.50857142857	3.6	7.2
194450716	hongwei song	2009	185592680	chemistry	1.02822819409	1.4	0.6	1.6	0	1	0	3.40852303081	3.50265734266	8.0	13.2
194450716	hu ping	2001	121332964	physics	0.122741107498	1.2	1.8	1.8	1	0	0	0.43536487054	1.36	2.6	2.6
194450716	liu mingyuan	2008	185592680	chemistry	0.898166059251	1.50666666667	2.6	2.2	1	0	0	1.90707181516	2.36666666667	6.6	6.8
194450716	lu zhongyuan	2010	185592680	chemistry	1.83052051843	1.94920559317	4.2	7.2	0	1	0	3.61480256739	3.38302016302	14.0	12.8
194450716	wensheng yang	2008	185592680	chemistry	1.73467078212	2.46574712644	6.8	10.4	0	1	0	2.68778565464	4.75210836307	20.2	12.8
196699116	hua lin	2007	127413603	engineering	0.244242522121	0.0	0.0	2.0	1	0	0	0.999457885986	2.20351190476	4.8	13.2
196699116	jiaguo yu	2006	185592680	chemistry	1.16537760585	3.64077922078	6.2	9.2	0	1	0	2.63057072507	9.43337833764	30.4	26.0
19820366	ai yinshuang	2011	127313418	geology	1.79256409691	3.62333333333	5.0	0.6	1	0	0	2.3999320798	3.67717171717	8.6	1.0
19820366	aihui zhou	2004	33923547	mathematics	0.502638117789	1.55833333333	2.0	3.4	1	0	0	0.857670971531	1.52705048575	4.6	7.0
19820366	andong xia	2008	185592680	chemistry	1.69506267358	2.86	2.4	4.8	0	1	0	2.3122090528	3.05152492669	11.0	5.6
19820366	bai fengyan	2008	86803240	biology	1.74603310552	2.02839105339	5.0	3.8	1	0	0	3.23518713202	2.23166315166	10.6	4.6
19820366	bai haiyang	2002	121332964	physics	0.0311377245509	0.2	0.4	0.4	1	0	0	0.0	0.2	1.0	0.0
19820366	bai xuedong	2007	185592680	chemistry	2.23635335648	3.9108724217	8.2	6.4	0	1	0	4.06021421287	6.93192323603	20.8	11.4
19820366	bai yongfei	2008	86803240	biology	2.05889197953	3.42	1.4	3.4	0	1	0	3.55267050952	5.85483620277	11.4	9.0
19820366	bai zhongzhi	2005	33923547	mathematics	0.381407602916	1.38541062802	5.4	4.0	1	0	0	0.810259780603	2.78535438739	11.0	6.4
19820366	baifei shen	2011	121332964	physics	1.07120632645	2.25965367965	4.8	8.8	0	1	0	1.70861553068	2.13622191762	9.6	11.8
19820366	baiqing xu	2011	127313418	geology	1.88906050249	3.02819548872	5.6	5.2	0	1	0	3.00032995881	6.16771929825	15.8	10.6
19820366	bao lan	2003	71924100	medicine	0.885730712907	2.75	1.8	0.6	1	0	0	7.42002505391	7.9102020202	7.6	2.4
19820366	baochun huang	2005	127313418	geology	1.19787295189	2.18333333333	4.0	2.8	1	0	0	2.35622252827	2.57211233211	9.2	3.6
19820366	baolong shen	2008	121332964	physics	0.979610130802	2.25111111111	4.2	2.0	1	0	0	1.22140537494	2.04679089027	8.8	6.4
19820366	baonian wan	2007	121332964	physics	0.487546258252	1.32222222222	3.2	14.0	0	0	1	0.465812811558	1.52834698635	7.6	7.6
19820366	beiying wu	1995	127313418	geology	0.0570019723866	0.2	0.4	0.2	1	0	0	0.212980418188	0.4	1.0	0.6
19820366	benzhan zhu	2009	185592680	chemistry	1.62270933801	9.53333333333	3.0	0.6	1	0	0	3.80351087895	4.28161616162	7.6	8.2
