dzFxID	dzAssumeAwardYear	aveCIIBF	aveCIIAF
100003	2008	0.045454545454545456	0.047619047619047616
100007	2009	0.007644072644072644	0.001024562591420672
100010	2006	0.004032258064516129	0.004166666666666667
100021	2009	0.006035348144397684	0.003835773033512861
100022	2008	0.01818181818181818	0.006348020911127707
100024	2006	0.07236227824463118	0.021800825593395256
10003	2000	0.06064739080364081	0.01107004445613862
100030	2006	0.027492559523809523	0.007986542443064182
100047	2001	0.25	0.0625
100052	2005	0.12777777777777777	0.1419753086419753
100062	2008	0.0239223337049424	0.024997702417057257
100074	2009	0.04328935103128651	0.016942703305569833
100084	2011	0.02631578947368421	0.2
100091	2010	0.3333333333333333	1.0
100113	2010	0.07916666666666666	0.05512820512820513
100114	2009	0.01836734693877551	0.00808080808080808
100117	2002	0.029522017837235227	0.010112468360419182
100121	2005	0.011296847827112105	0.01384348833328425
100127	2010	0	0
100130	2007	0.025709081446786363	0.0326371609704943
100132	2012	0.029185992578849723	0.09651360544217687
100138	2010	0	0
100139	2010	0.03172839506172839	0.0022757216433105763
100152	2012	0.01460253023124325	0.003469809467754709
100154	2011	0	0
100157	2006	0.021739130434782608	0.0035398230088495575
100160	2011	0.13333333333333333	0.1
100166	2009	0.012492848681373273	0.05477182539682539
100167	2002	0.07559523809523809	0.02537492165816098
100168	2007	0	0
100171	2012	0.050170068027210885	0.14772727272727273
100172	2012	0.05296990591108238	0.026908541194255477
100175	2002	0.14285714285714285	0.07692307692307693
10018	2012	0	0
100185	2012	0.046245827984595644	0.02253168547385035
100187	2009	0.013333478909911978	0.011233831369963445
100205	2011	0.01692541092336691	0.007241400389805857
10021	2005	0	0
100218	2008	0.04142786561264822	0.1484848484848485
100219	2012	0.012564281235375781	0.009206288376594656
10022	2012	0.0625	0.012765957446808512
100223	2008	0.011751825176750387	0.007105722267932815
100237	2012	0.018890959349289433	0.007745052580377106
100242	2012	0	0
100253	2003	0	0
100258	2002	0.0020072628567665133	0.005165197054702131
100269	2005	0.047058823529411764	0.0175
100271	2003	0.5357142857142857	0.02169898430286242
100272	2012	0.5714285714285714	0.05714285714285714
100276	2011	0.044756524400793175	0.034392503440122485
100281	2007	0.07142857142857142	1.0
100283	2009	0	0
10029	2012	0	0
100296	2006	0	0
100299	2012	0	0
100306	2009	0.0029727866535843106	0.0014830637093412797
100308	2005	0.125	0.02291666666666667
100310	2004	0	0
100313	2009	0.10978835978835977	0.024050285209658618
100355	2009	0.007686803165799065	0.0070172977116177045
100360	2007	0.14285714285714285	0.04285714285714286
100367	2004	0	0
100370	2002	0	0
100372	2010	0.008023521167305266	0.003228790634027292
100377	2008	0.10449090638044126	0.018238196988196988
100391	2001	0.09876543209876543	0.04034391534391534
10040	1998	0.015151515151515152	0.0012345679012345679
100406	2011	0	0
100408	2012	0.004912706700037016	0.005469680792258935
100409	2011	0.022481406355645706	0.03146581411366132
100417	2002	0.20833333333333331	0.017439406318082787
100425	2006	0	0
100426	2008	0.03349068022270637	0.007483818770226536
100427	2006	0.03666666666666667	0.023399014778325122
100435	2007	0	0
100455	2012	0.05144032921810699	0.029868197278911563
100467	2003	0.01456782817620256	0.01976123748953543
100471	2008	0.016555966168607585	0.04052284917010945
100475	2009	0	0
10048	2011	0.18783068783068782	0.058812260536398465
100487	2011	0.024369358830722623	0.039111074150499456
100494	2012	0.06465126811594203	0.10145372645372645
100499	2012	0.004621226231395724	0.006570574101071483
1005	2011	0.020491779333416157	0.03130593226114216
100509	2009	0.008360973730576931	0.007499450250901362
100510	2010	0	0
100513	2009	0.250814332247557	0.501004016064257
100526	2012	0.013278992097015071	0.02605107199462333
100532	2006	0.01268627450980392	0.030657918054039935
100542	2006	0.13970588235294118	0.19047619047619047
100543	2012	0.05082819021923062	0.024770579001266606
100553	2010	0.009846573583154173	0.02864868735001032
100560	2011	0.21967032967032968	0.03134120567877374
100567	2012	0.05474095796676442	0.05197772657450077
100579	2011	0.007314198862397977	0.015421364621208503
100608	2012	0	0
100611	2012	0	0
100619	2004	0.005594171087128834	0.026477146042363436
10064	2010	0.03571428571428571	0.016483516483516484
100640	2008	0	0
100642	2011	0.050676394588843286	0.015443376068376067
100658	2007	0.03483267188807544	0.03853169856459329
100662	2011	0	0
10067	2005	0.015669856459330143	0.007450674974039459
100683	2005	0.02007562079938089	0.02349714165881463
100684	2011	0.013953488372093023	0.038461538461538464
100699	2010	0.0015026296018031556	0.0014619883040935672
100704	2012	0	0
100711	2012	0.014423687423687421	0.010241301907968575
10072	2002	0.005586469004500691	0.008059533698232027
100722	2008	0.03853485400222727	0.008565467042163561
100727	2002	0.013924873913178006	0.09200878266248913
100732	2002	0.25	0.06666666666666667
10074	2010	0.008365170209603093	0.005327137285426433
100740	2006	0.025078369905956112	0.009523809523809525
100754	2011	0	0
100767	2003	0.017857142857142856	0.0058823529411764705
100769	2010	0	0
10077	2003	0.09259259259259259	0.028066528066528068
100775	2010	0.025969101893578064	0.018334809130263675
100778	2007	0.16666666666666666	0.1
100780	2011	0.10471222247538038	0.07096715648966688
100781	2007	0.04758201257798682	0.0006830012713472916
100782	2011	0.09615384615384615	0.01283068783068783
100788	2005	0.02881864988558352	0.017706326767331554
100791	2011	0.009874767787555862	0.01534199770674117
100796	2007	0	0
10080	2007	0	0
10083	2010	0	0
100833	2010	0	0
10084	2010	0.09444444444444447	0.14107142857142857
100853	2001	0.08333333333333333	0.009569377990430622
100866	2004	0.3095238095238095	0.038888888888888896
10088	2011	0.01707328087294805	0.013189444078640207
100882	2009	0.015520696631642152	0.008354063145562746
100891	2010	0.03416854738747132	0.013403703596673705
100895	2000	0.14285714285714285	0.06818181818181818
100896	2003	0	0
100897	2008	0.01950883084874818	0.0022372251896564843
100900	2011	0.04714285714285714	0.05113636363636363
100908	2005	0.3333333333333333	0.01818181818181818
100914	2012	0	0
100915	2011	0.31340909090909086	0.08440746753246753
100926	2012	0.01746779725177606	0.024593994238881856
100929	2010	0.03506936163443394	0.019788763764615164
100948	2010	0	0
100960	2012	0.005944655951738673	0.004131277494425702
100962	2007	0	0
100966	2009	0.04457002549107812	0.007422030350601778
100971	2008	0.020465389317629496	0.004430278168242049
10099	2012	0.012740211143452664	0.010179285448291936
101015	2011	0.024657083522529603	0.030097991288657845
101017	2012	0.012724575989236686	0.0038505646452491145
101018	2010	0	0
101026	2004	0	0
101034	2010	0.07606359649122807	0.02826366341991342
101036	2010	0.14403841041998935	0.05266356107660455
101039	2012	0.011301829169983237	0.004192374423707839
101046	2002	0.06585240156668727	0.0455330617095323
10105	2005	0.036762155842729245	0.0035535011008498755
101057	2007	0.0033518682662092444	0.0034369917031871903
10106	2003	0.027815525248560964	0.006419401622430129
101080	2011	0.06469298245614034	0.03776190476190476
101096	2006	0.045165659315835514	0.22948572180921345
101099	2007	0.05853778939819326	0.05897856430352053
101100	2012	0.03125	0.009615384615384616
101101	2010	0.016169942929613188	0.00244140625
101129	2009	0.06427240611691831	0.015286963036963036
101138	2003	0	0
101150	2010	0	0
101152	2007	0.0625	0.01896551724137931
101154	2008	0	0
101164	2011	0	0
101165	2009	0	0
101187	2011	0.021856201893266383	0.011595590256304541
101190	2002	0.018145009292020425	0.002140351266892723
101194	2010	0.04191247349142087	0.014462164199198402
101196	2004	0.009293307750788569	0.012977070756648149
101201	2009	0.005849358974358974	0.004323899371069182
101212	2006	0	0
101221	2009	0.01272980001793561	0.014162257495590828
101230	2003	0.0414021164021164	0.03265306122448979
101232	2011	0.0045696244599534724	0.009673852957435048
101239	2009	0.03978149551066217	0.027501887376857177
101249	2008	0.03237123745819398	0.019400149145290323
101259	2012	0	0
101289	2009	0.08333333333333333	0.04
10133	2006	0.5	0.05208333333333333
101373	2008	0.009810126582278481	0.002413515687851971
101376	2010	0.019238437001594895	0.010540203878845068
101391	2009	0	0
101399	2010	0.03482551487414188	0.011104265359584508
101425	2009	0.02093311323144513	0.016801368539645208
101429	2009	0.0625	0.07695997807017543
10143	2011	0.003717602393697329	0.0021629775945515056
10145	2012	0.008743178752384544	0.005028639312855724
101453	2012	0.01595238095238095	0.005996110619766534
101459	2004	0.5	0.25
10146	2010	0.023809523809523808	0.002758620689655172
101481	2007	0	0
101499	2012	0	0
101501	2008	0.01434051881622214	0.0012891679558346225
101502	2002	0	0
101505	2012	0.009109394565608398	0.002569154263830519
101507	2011	0	0
101513	2012	0	0
101514	2010	0.0290786795267306	0.041268178236263345
101528	2005	0.027777777777777776	0.004629629629629629
101536	2006	0.1611111111111111	0.1884920634920635
101548	2003	0.014979161830221426	0.016124750137277773
101555	2006	0.12081128747795412	0.04022410091250671
101556	2003	0.03042924114557906	0.0059065828950680115
101561	2005	0	0
