dzFxID	dzAssumeAwardYear	dzCoFxID	CIIBF	CIIAF
100130	2007	47626	0.005952380952380952	0.009259259259259259
100130	2007	99187	0.041666666666666664	0.1111111111111111
100130	2007	58478	0.0625	0.015873015873015872
100130	2007	62715	0.0006830601092896175	0.0018018018018018018
100130	2007	47629	0.026785714285714284	0.013333333333333334
100132	2012	28838	0.01948051948051948	0
100132	2012	155587	0.03571428571428571	0.16666666666666666
100132	2012	94459	0.026785714285714284	0.16666666666666666
100132	2012	49405	0.029017857142857144	0.0625
100132	2012	115961	0.03571428571428571	0.041666666666666664
100132	2012	49406	0.029017857142857144	0.07142857142857142
100132	2012	109118	0.02857142857142857	0.16666666666666666
100139	2010	30512	0.001851851851851852	0.0018365472910927456
100139	2010	66657	0.08333333333333333	0.0013175230566534915
100139	2010	45640	0.01	0.0036730945821854912
100152	2012	40692	0.007692307692307693	0.0002914602156805596
100152	2012	13966	0.0040650406504065045	0.0028320383414421613
100152	2012	13965	0.00516795865633075	0.0040967358266155674
100152	2012	43975	0.008333333333333333	0.0013297872340425532
100152	2012	40691	0.010256410256410256	0.00425531914893617
100152	2012	42016	0.0035087719298245615	0.000425531914893617
100152	2012	13967	0.03333333333333333	0.0070921985815602835
100152	2012	40694	0.0035087719298245615	0.0007736943907156673
100152	2012	114183	0.03333333333333333	0.0009250693802035153
100152	2012	13968	0.018095238095238095	0.009053870529651425
100152	2012	114181	0.03333333333333333	0.0070921985815602835
100157	2006	25836	0.021739130434782608	0.0035398230088495575
100160	2011	121017	0.13333333333333333	0.1
100166	2009	26050	0.01639344262295082	0.041666666666666664
100166	2009	46221	0.014344262295081968	0.08333333333333333
100166	2009	26048	0.014406358668653751	0.07142857142857142
100166	2009	155666	0.004098360655737705	0.010416666666666666
100166	2009	26049	0.013114754098360656	0.08333333333333333
100166	2009	43962	0.00351288056206089	0.006944444444444444
100166	2009	33846	0.01366120218579235	0.03333333333333333
100166	2009	26047	0.01639344262295082	0.0625
100166	2009	26046	0.012610340479192938	0.07142857142857142
100166	2009	155663	0.01639344262295082	0.08333333333333333
100167	2002	33003	0.1	0.021241830065359478
100167	2002	125400	0.13333333333333333	0.058823529411764705
100167	2002	34308	0.03571428571428571	0.009669621273166801
100167	2002	41673	0.03333333333333333	0.011764705882352941
100171	2012	62739	0.05952380952380952	0.045454545454545456
100171	2012	64812	0.04081632653061224	0.25
100172	2012	55872	0.038461538461538464	0.02040816326530612
100172	2012	44099	0.049019607843137254	0.031746031746031744
100172	2012	44100	0.07142857142857142	0.02857142857142857
100175	2002	73587	0.14285714285714285	0.07692307692307693
100185	2012	35478	0.1	0.03896103896103896
100185	2012	126290	0.03333333333333333	0.061224489795918366
100185	2012	26354	0.025	0.011428571428571429
100185	2012	16266	0.012195121951219513	0.0052732502396931925
100185	2012	26596	0.016666666666666666	0.0016233766233766235
100185	2012	78976	0.1	0.03571428571428571
100185	2012	25929	0.05	0.00927643784786642
100185	2012	46782	0.005263157894736842	0.004842615012106538
100185	2012	25934	0.02	0.003401360544217687
100185	2012	35477	0.1	0.05357142857142857
100187	2009	77611	0.0011627906976744186	0.00045372050816696913
100187	2009	48189	0.0004948045522018803	0.0009569377990430622
100187	2009	62238	0.01744186046511628	0.0043859649122807015
100187	2009	36365	0.012311901504787962	0.006578947368421052
100187	2009	41597	0.023255813953488372	0.05263157894736842
100187	2009	62454	0.023255813953488372	0.008771929824561403
100187	2009	134874	0.011627906976744186	0.007518796992481203
100187	2009	16851	0.01820020222446916	0.010121457489878543
100187	2009	48372	0.015503875968992248	0.01238390092879257
100187	2009	28292	0.0188953488372093	0.019138755980861243
100187	2009	155583	0.0011074197120708748	0.001644736842105263
100187	2009	48562	0.011627906976744186	0.005012531328320802
100187	2009	152855	0.023255813953488372	0.02631578947368421
100187	2009	134872	0.007751937984496124	0.017543859649122806
100187	2009	28293	0.016611295681063124	0.007518796992481203
100187	2009	16852	0.015047879616963064	0.009569377990430622
100187	2009	16850	0.015047879616963064	0.017543859649122806
100187	2009	36366	0.018604651162790697	0.013729977116704805
100187	2009	124931	0.011627906976744186	0.008310249307479225
100187	2009	105649	0.005366726296958855	0.007518796992481203
100187	2009	28294	0.016415868673050615	0.007739938080495356
100187	2009	118641	0.00872093023255814	0.0017543859649122807
100205	2011	38791	0.024	0.0025252525252525255
100205	2011	142601	0.005	0.002066115702479339
100205	2011	165353	0.0007142857142857143	0.0025252525252525255
100205	2011	34054	0.04	0.007575757575757576
100205	2011	89875	0.0018181818181818182	0.00487012987012987
100205	2011	70885	0.04	0.012237762237762238
100205	2011	98750	0.04	0.006493506493506494
100205	2011	61773	0.04	0.022727272727272728
100205	2011	32777	0.011428571428571429	0.015151515151515152
100205	2011	70884	0.007272727272727273	0.005131964809384164
100205	2011	24971	0.001081081081081081	0.0006402048655569782
100205	2011	61638	0.013333333333333334	0.003246753246753247
100205	2011	40806	0.013333333333333334	0.005681818181818182
100205	2011	119585	0.04	0.022727272727272728
100205	2011	68720	0.04	0.022727272727272728
100205	2011	38792	0.0175	0.003246753246753247
100205	2011	120160	0.01	0.001466275659824047
100205	2011	38649	0.006666666666666667	0.011363636363636364
100205	2011	32776	0.005555555555555556	0.0024857954545454545
100205	2011	32971	0	0
100205	2011	26527	0.0014814814814814814	0.0008741258741258741
100205	2011	32773	0.007640449438202248	0.005588673621460507
100205	2011	34055	0.02	0.004132231404958678
100205	2011	152993	0.04	0.011363636363636364
100205	2011	126350	0.02	0.007575757575757576
100205	2011	142602	0.004705882352941176	0.005411255411255411
100205	2011	32775	0.005454545454545455	0.005681818181818182
100218	2008	37313	0.03125	0.00909090909090909
100218	2008	28171	0.045454545454545456	0.2
100218	2008	28172	0.045454545454545456	0.2
100218	2008	37858	0.045454545454545456	0.2
100218	2008	28170	0.039525691699604744	0.13333333333333333
100219	2012	6315	0.009505171931786413	0.0008503401360544217
100219	2012	71319	0.00024009603841536616	0.00035714285714285714
100219	2012	98931	0.0074211502782931356	0.0012755102040816326
100219	2012	104079	0.02040816326530612	0.017857142857142856
100219	2012	24853	0.0027210884353741495	0.0018796992481203006
100219	2012	89838	0.02040816326530612	0.017857142857142856
100219	2012	145829	0.01020408163265306	0.001488095238095238
100219	2012	22796	0.02040816326530612	0.017857142857142856
100219	2012	22797	0.014577259475218658	0.017857142857142856
100219	2012	81269	0.014842300556586271	0.002232142857142857
100219	2012	40110	0.02040816326530612	0.017857142857142856
100219	2012	69908	0.02040816326530612	0.017857142857142856
100219	2012	6312	0.006802721088435374	0.0003720238095238095
100219	2012	71321	0.00510204081632653	0.0035714285714285713
100219	2012	71322	0.01020408163265306	0.017857142857142856
100219	2012	31389	0.02040816326530612	0.017857142857142856
100219	2012	63636	0.009523809523809525	0.0016233766233766235
10022	2012	64970	0.0625	0.005673758865248227
10022	2012	81788	0.0625	0.019858156028368795
100223	2008	48645	0.022222222222222223	0.01694915254237288
100223	2008	35033	0.012345679012345678	0.001059322033898305
100223	2008	14909	0.011555555555555555	0.005374121537825548
100223	2008	128631	0.022222222222222223	0.00847457627118644
100223	2008	58492	0.00014064697609001407	0.0001513317191283293
100223	2008	108112	0.022222222222222223	0.01694915254237288
100223	2008	87045	0.022222222222222223	0.010169491525423728
100223	2008	119498	0.008333333333333333	0.00423728813559322
100223	2008	93150	0.022222222222222223	0.014527845036319613
100223	2008	53294	0.016666666666666666	0.009778357235984355
100223	2008	30256	0.014141414141414142	0.01694915254237288
100223	2008	14907	0.013675213675213675	0.013380909901873328
100223	2008	24667	0.016666666666666666	0.009970089730807577
100223	2008	30254	0.011764705882352941	0.0036646816307833257
100223	2008	41511	0.015384615384615385	0.013720742534301856
100223	2008	49110	0.022222222222222223	0
100223	2008	108111	0.007407407407407408	0.004842615012106538
100223	2008	121010	0.022222222222222223	0.01694915254237288
100223	2008	110299	0.018518518518518517	0.005649717514124294
100223	2008	139791	0.000966183574879227	0.00048426150121065375
100223	2008	27175	0.006837606837606838	0.00031387319522912746
100223	2008	26052	0.011555555555555555	0.011556240369799691
100223	2008	87042	0.0011396011396011395	0.0008227743952608195
100223	2008	61800	0.022222222222222223	0.01694915254237288
100223	2008	44192	0.017777777777777778	0.01694915254237288
100223	2008	41510	0.013675213675213675	0.01533494753833737
100223	2008	14904	0.0012345679012345679	0.002607561929595828
100223	2008	93146	0.0006006006006006006	0.0008267879288962381
100223	2008	28146	0.00516795865633075	0.0014830508474576272
100223	2008	172522	0.002962962962962963	0.00016142050040355126
100223	2008	93148	0.022222222222222223	0.00423728813559322
100223	2008	44190	0.005555555555555556	0.004842615012106538
100223	2008	41509	0.015873015873015872	0.009244992295839754
100223	2008	198179	0.0031746031746031746	0.00211864406779661
100223	2008	26054	0.005128205128205128	0.0038937242327072834
100223	2008	65796	0.007407407407407408	0.002607561929595828
100223	2008	58015	0.007407407407407408	0.007369196757553427
100223	2008	28265	0.012345679012345678	0.00903954802259887
100223	2008	66496	0.008888888888888889	0.0061633281972265025
100223	2008	30257	0.022222222222222223	0.00423728813559322
100223	2008	47968	0.006837606837606838	0.0015766653527788726
100223	2008	14906	0.013026819923371647	0.015952143569292122
100223	2008	61799	0.0006944444444444445	0.0010818608005769925
100223	2008	24493	0	0
100237	2012	98921	0.0005467468562055768	0.0016835016835016834
100237	2012	78273	0.016129032258064516	0.015151515151515152
100237	2012	55479	0.03225806451612903	0.012987012987012988
100237	2012	86066	0.03225806451612903	0.015151515151515152
100237	2012	98919	0.0005865102639296188	0.001893939393939394
100237	2012	17122	0.012903225806451613	0.0007974481658692185
100237	2012	35027	0.0011947431302270011	0.0030303030303030303
100237	2012	36427	0.03225806451612903	0.015151515151515152
100237	2012	106279	0.0015360983102918587	0.0003367003367003367
100237	2012	46851	0.03225806451612903	0.015151515151515152
100237	2012	47978	0.0001966955153422502	0.0008417508417508417
100237	2012	78274	0.03225806451612903	0.015151515151515152
100237	2012	36425	0.03225806451612903	0.015151515151515152
100237	2012	38830	0.0006791171477079797	0.00048484848484848484
100237	2012	36426	0.020737327188940093	0.00691699604743083
100237	2012	46852	0.03225806451612903	0.015151515151515152
100237	2012	36424	0.03225806451612903	0.015151515151515152
100237	2012	37868	0.017921146953405017	0.0011961722488038277
100237	2012	35646	0.016129032258064516	0.0021645021645021645
100237	2012	17121	0.004608294930875576	0.0007974481658692185
100237	2012	30433	0.03225806451612903	0.014204545454545454
100237	2012	36428	0.03225806451612903	0.013685239491691105
100237	2012	42047	0.016129032258064516	0.0006184291898577613
100237	2012	35650	0.021505376344086023	0.0030303030303030303
100258	2002	45248	0.00034153005464480874	0.00015964240102171138
100258	2002	16308	0.0007183908045977011	0.008641975308641974
100258	2002	13421	0.005456349206349206	0.011111111111111112
100258	2002	53069	0.0010964912280701754	0.0010482180293501049
100258	2002	13423	0.0023148148148148147	0.0097340930674264
100258	2002	24639	0.003472222222222222	0.0013041210224308817
100258	2002	45887	0.0006510416666666666	0.0041572184429327285
100269	2005	34627	0.047058823529411764	0.0175
100271	2003	24560	1.0	0.03508771929824561
100271	2003	24561	0.07142857142857142	0.008310249307479225
100272	2012	62902	1.0	0.08571428571428572
100272	2012	53030	0.14285714285714285	0.02857142857142857
100276	2011	6232	0.007905138339920948	0.0009157509157509158
100276	2011	51296	0.03305785123966942	0.047619047619047616
100276	2011	64885	0.09090909090909091	0.047619047619047616
100276	2011	51297	0.06060606060606061	0.047619047619047616
100276	2011	93029	0.09090909090909091	0.031746031746031744
100276	2011	48052	0.01818181818181818	0.047619047619047616
100276	2011	51294	0.045454545454545456	0.034013605442176874
100276	2011	48054	0.045454545454545456	0.047619047619047616
100276	2011	47998	0.010330578512396695	0.004761904761904762
100281	2007	16797	0.07142857142857142	1.0
100306	2009	13401	0.000225022502250225	0.002723867892407218
100306	2009	25432	0.003201024327784891	0.0015371102327624067
100306	2009	63560	0.003071253071253071	0.0008596604341285192
100306	2009	25431	0.00487012987012987	0.0019688409518917992
100306	2009	33187	0.0034965034965034965	0.00032583903551645487
100308	2005	70576	0.125	0.03125
100308	2005	29907	0.125	0.014583333333333334
100313	2009	32766	0.16666666666666666	0.03508771929824561
100313	2009	32767	0.16666666666666666	0.04024767801857585
100313	2009	81382	0.16666666666666666	0.05263157894736842
100313	2009	45565	0.03571428571428571	0.0054988216810683424
100313	2009	99068	0.1111111111111111	0.009287925696594427
100313	2009	62052	0.011904761904761904	0.0015479876160990713
100355	2009	28693	0.009297520661157025	0.0044444444444444444
100355	2009	23599	0.010416666666666666	0.015873015873015872
100355	2009	46143	0.0005827505827505828	0.00101010101010101
100355	2009	51230	0.01065340909090909	0.007716049382716049
100355	2009	30260	0.011363636363636364	0.009259259259259259
100355	2009	46141	0.011363636363636364	0.018518518518518517
100355	2009	129682	0.00018628912071535022	0.0007407407407407407
100355	2009	30259	0.011363636363636364	0.018518518518518517
100355	2009	23598	0.00946969696969697	0.009259259259259259
100355	2009	76784	0.011363636363636364	0.018518518518518517
100355	2009	39790	0.00878099173553719	0.005208333333333333
100355	2009	39791	0.009297520661157025	0.00257201646090535
100355	2009	79916	0.0010330578512396695	0.0010582010582010583
100355	2009	109098	0.011363636363636364	0.001763668430335097
100355	2009	59059	0.00946969696969697	0.006613756613756613
100355	2009	47704	0.0006142506142506142	0.00030864197530864197
100355	2009	28694	0.011363636363636364	0.004629629629629629
100355	2009	59060	0.0003787878787878788	0.0002986857825567503
100360	2007	53969	0.03571428571428571	0.014285714285714285
100360	2007	115104	0.25	0.07142857142857142
100372	2010	57505	0.00037362226788716606	0.0002875629043853343
100372	2010	35405	0.000924898261191269	8.08298531591001e-05
100372	2010	53083	0.009433962264150943	0.0057692307692307696
100372	2010	35888	0.0017969451931716084	0.0010256410256410256
100372	2010	53320	0.0004601932811780948	0.0005305039787798408
100372	2010	60863	0.018867924528301886	0.005128205128205128
100372	2010	41005	0.018867924528301886	0.003076923076923077
100372	2010	41006	0.0011098779134295228	0.0003108003108003108
100372	2010	124390	0.0026954177897574125	0.0038461538461538464
100372	2010	16725	0.018867924528301886	0.014335664335664336
100372	2010	41163	0.0035938903863432167	0.0006153846153846154
100372	2010	35403	0.018867924528301886	0.006993006993006993
100372	2010	27036	0.002774694783573807	0.0007578628268283441
100372	2010	18768	0.0033542976939203353	0.002122015915119363
100372	2010	51006	0.006289308176100629	0.0020512820512820513
100372	2010	41008	0.018867924528301886	0.0057692307692307696
100372	2010	51005	0.0047169811320754715	0.0005698005698005698
100372	2010	27035	0.018867924528301886	0.006153846153846154
100372	2010	35406	0.0017152658662092624	0.0019230769230769232
100377	2008	89431	0.16666666666666666	0.025
100377	2008	87404	0.1111111111111111	0.02
100377	2008	97688	0.05	0.025
100377	2008	191070	0.16666666666666666	0.025
100377	2008	69580	0.16666666666666666	0.01730769230769231
100377	2008	54062	0.004273504273504274	0.007407407407407408
100377	2008	54063	0.003875968992248062	0.005357142857142857
100377	2008	41818	0.16666666666666666	0.020833333333333332
100391	2001	13074	0.1111111111111111	0.031746031746031744
100391	2001	37411	0.1111111111111111	0.047619047619047616
100391	2001	37409	0.07407407407407407	0.041666666666666664
10040	1998	31952	0.015151515151515152	0.0012345679012345679
100408	2012	22565	0.005494505494505495	0.000946969696969697
100408	2012	94112	0.0004807692307692308	0.0008928571428571428
100408	2012	27465	0.0008012820512820513	0.0015190972222222222
100408	2012	42599	0.0017094017094017094	0.0025614754098360654
100408	2012	1220	0.0002465483234714004	0.00010416666666666667
100408	2012	27463	0.004437869822485207	0.0030809859154929575
100408	2012	132262	0.006868131868131868	0.005208333333333333
100408	2012	27464	0.00024240465416936006	0.0013204225352112676
100408	2012	40379	0.019230769230769232	0.0078125
100408	2012	42596	0.009615384615384616	0.03125
100409	2011	124417	0.05555555555555555	0.08333333333333333
100409	2011	6009	0.008620689655172414	0.00975177304964539
100409	2011	55971	0.0032679738562091504	0.0013123359580052493
100417	2002	42661	0.25	0.00980392156862745
100417	2002	42662	0.08333333333333333	0.01273148148148148
100417	2002	92801	0.25	0.019444444444444445
100417	2002	99945	0.25	0.027777777777777776
100426	2008	14785	0.0030864197530864196	0.0016181229773462784
100426	2008	110526	0.0196078431372549	0.010416666666666666
100426	2008	113339	0.07777777777777778	0.010416666666666666
100427	2006	44960	0.025714285714285714	0.022988505747126436
100427	2006	44961	0.047619047619047616	0.023809523809523808
100455	2012	70826	0.037037037037037035	0.03571428571428571
100455	2012	33421	0.006172839506172839	0.00701530612244898
100455	2012	70827	0.1111111111111111	0.046875
100467	2003	40479	0.005952380952380952	0.00784313725490196
100467	2003	123	0.014285714285714285	0.058823529411764705
100467	2003	125	0.023809523809523808	0.058823529411764705
100467	2003	45627	0.021164021164021163	0.03431372549019608
100467	2003	45928	0.013605442176870748	0.0106951871657754
100467	2003	16279	0.011904761904761904	0.0012787723785166241
100467	2003	24935	0.018518518518518517	0.0106951871657754
100467	2003	24933	0.020833333333333332	0.016591251885369532
100467	2003	169	0.00041050903119868636	0.0018527095877721167
100467	2003	26848	0.023809523809523808	0.012254901960784314
100467	2003	45929	0.005952380952380952	0.004201680672268907
100471	2008	55623	0.012531328320802004	0.011904761904761904
100471	2008	204620	0.02631578947368421	0.125
100471	2008	38656	0.010964912280701754	0.013888888888888888
100471	2008	10741	0.008853910477127398	0.011986301369863013
100471	2008	91033	0.014354066985645933	0.017857142857142856
100471	2008	10740	0.02631578947368421	0.0625
10048	2011	26045	0.2222222222222222	0.05
10048	2011	124531	0.3333333333333333	0.125
10048	2011	42007	0.007936507936507936	0.0014367816091954023
100487	2011	70029	0.00392156862745098	0.012987012987012988
100487	2011	45849	0.006060606060606061	0.004329004329004329
100487	2011	6152	0.0030303030303030303	0.0018181818181818182
100487	2011	121356	0.06666666666666667	0.09090909090909091
100487	2011	100238	0.0017094017094017094	0.009569377990430622
100487	2011	184	0.009929078014184398	0.011056511056511056
100487	2011	31301	0.013333333333333334	0.09090909090909091
100487	2011	35408	0.044444444444444446	0.045454545454545456
100487	2011	42852	0.027777777777777776	0.09090909090909091
100487	2011	70030	0.06666666666666667	0.045454545454545456
100487	2011	35410	0.06666666666666667	0.09090909090909091
100487	2011	35412	0.06153846153846154	0.07954545454545454
100487	2011	38786	0.0043859649122807015	0.0009569377990430622
100487	2011	25324	0.009523809523809525	0.045454545454545456
100487	2011	17056	0.0033333333333333335	0.002840909090909091
100487	2011	4269	0.0009216589861751152	0.00267379679144385
100494	2012	63775	0.08333333333333333	0.08333333333333333
100494	2012	31357	0.019021739130434784	0.02702702702702703
100494	2012	100787	0.03125	0.045454545454545456
100494	2012	197121	0.125	0.25
100499	2012	127061	0.0018315018315018315	0.0007092198581560284
100499	2012	35684	0.007692307692307693	0.006
100499	2012	127060	0.001303780964797914	0.0004219409282700422
100499	2012	126206	0.009615384615384616	0.013333333333333334
100499	2012	34319	0.0008741258741258741	0.007194244604316547
100499	2012	42135	0.00641025641025641	0.011764705882352941
1005	2011	51299	0.009230769230769232	0.0017241379310344827
1005	2011	14799	0.0032733224222585926	0.0012121212121212121
1005	2011	70814	0.05128205128205128	0.00909090909090909
1005	2011	41239	0.002284843869002285	0.0010869565217391304
1005	2011	127368	0.019230769230769232	0.03333333333333333
1005	2011	66097	0.038461538461538464	0.1
1005	2011	130200	0.0017094017094017094	0.004
1005	2011	66096	0.038461538461538464	0.1
100509	2009	28843	0.006097560975609756	0.005813953488372093
100509	2009	19452	0.018970189701897018	0.01744186046511628
100509	2009	96328	0.024390243902439025	0.01937984496124031
100509	2009	22016	0.01951219512195122	0.023255813953488372
100509	2009	28844	0.001682085786375105	0.002250562640660165
100509	2009	21014	0.00045167118337850043	0.00029437739181630853
100509	2009	15986	0.024390243902439025	0.015503875968992248
100509	2009	48168	0.0008710801393728223	0.0011627906976744186
100509	2009	16977	0.014634146341463415	0.023255813953488372
100509	2009	36568	0.0007173601147776184	0.00132890365448505
100509	2009	50442	0.024390243902439025	0.014311270125223614
100509	2009	64215	0.0006968641114982578	0.0004472271914132379
100509	2009	22344	0.0008557980316645272	0.00017618040873854828
100509	2009	46210	0.0016260162601626016	0.0017889087656529517
100509	2009	146598	0.0024390243902439024	0.0009689922480620155
100509	2009	103759	0.0020325203252032522	0.0010570824524312897
100509	2009	19453	0.016260162601626018	0.011627906976744186
100509	2009	17119	0.00038714672861014324	0.0013679890560875513
100509	2009	112301	0.0007173601147776184	0.0005055611729019212
100509	2009	15985	0.006097560975609756	0.008050089445438283
100513	2009	11877	0.0016286644951140066	0.002008032128514056
100513	2009	164790	0.5	1.0
100526	2012	89216	0.021551724137931036	0.025974025974025976
100526	2012	41431	0.009512485136741973	0.02040816326530612
100526	2012	31476	0.008620689655172414	0.015873015873015872
100526	2012	35657	0.0042116346406949196	0.005772005772005772
100526	2012	115395	0.008620689655172414	0.026785714285714284
100526	2012	120262	0.01293103448275862	0.02857142857142857
100526	2012	89212	0.004497751124437781	0.01020408163265306
100526	2012	89214	0.007836990595611285	0.012422360248447204
100526	2012	24616	0.005747126436781609	0.01020408163265306
100526	2012	153902	0.034482758620689655	0.047619047619047616
100526	2012	153903	0.020689655172413793	0.011904761904761904
100526	2012	197155	0.017241379310344827	0.14285714285714285
100526	2012	89213	0.005997001499250375	0.011904761904761904
100526	2012	120907	0.015915119363395226	0.025974025974025976
100526	2012	25663	0.015172413793103448	0.011428571428571429
100526	2012	89217	0.021220159151193633	0.02197802197802198
100526	2012	33478	0.011494252873563218	0.012987012987012988
100532	2006	100793	0.004	0.004784688995215311
100532	2006	48419	0.008	0.031578947368421054
100532	2006	22630	0.04	0.05263157894736842
100532	2006	48422	0.013333333333333334	0.05263157894736842
100532	2006	100794	0.000784313725490196	0.0013850415512465374
100532	2006	130	0.01	0.04093567251461988
100542	2006	50138	0.25	0.3333333333333333
100542	2006	50143	0.029411764705882353	0.047619047619047616
100543	2012	24617	0.05	0.05263157894736842
100543	2012	138629	0.0007633587786259542	0.0008771929824561404
100543	2012	33476	0.006896551724137931	0.002506265664160401
100543	2012	99437	0.05	0.05263157894736842
100543	2012	17229	0.05333333333333334	0.027164685908319185
100543	2012	99438	0.03333333333333333	0.004210526315789474
100543	2012	144007	0.0034482758620689655	0.001670843776106934
100543	2012	104356	0.1	0.039473684210526314
100543	2012	24616	0.06666666666666667	0.03383458646616541
100543	2012	64187	0.04285714285714286	0.011695906432748537
100543	2012	64186	0.1	0.017543859649122806
100543	2012	17230	0.06666666666666667	0.043859649122807015
100543	2012	33477	0.014285714285714285	0.013157894736842105
100543	2012	39283	0.025	0.0015037593984962407
100543	2012	64184	0.1	0.05263157894736842
100543	2012	88305	0.1	0.04093567251461988
100553	2010	71125	0.006111111111111111	0.0017241379310344827
100553	2010	175965	0.013888888888888888	0.017857142857142856
100553	2010	77910	0.041666666666666664	0.125
100553	2010	182339	0.0006313131313131314	0.002551020408163265
100553	2010	182326	0.004629629629629629	0.006944444444444444
100553	2010	182341	0.0005341880341880342	0.0021929824561403508
100553	2010	182271	0.0003360215053763441	0.0015822784810126582
100553	2010	182315	0.041666666666666664	0.125
100553	2010	132695	0.025	0.08333333333333333
100553	2010	182382	0.0012626262626262627	0.003676470588235294
100553	2010	182375	0.0023148148148148147	0.011363636363636364
100553	2010	182293	0.020833333333333332	0.025
100553	2010	182359	0.004629629629629629	0.0125
100553	2010	31909	0.011029411764705883	0.015625
100553	2010	132696	0.020833333333333332	0.08333333333333333
100553	2010	182372	0.003472222222222222	0.009615384615384616
100553	2010	182277	0.0011904761904761906	0.008333333333333333
100553	2010	182317	0.020833333333333332	0.125
100553	2010	71126	0.003875968992248062	0.009057971014492754
100553	2010	182325	0.0013440860215053765	0.0020491803278688526
100553	2010	182306	0.020833333333333332	0.125
100553	2010	182348	0.005952380952380952	0.005681818181818182
100553	2010	182321	0.0010162601626016261	0.006944444444444444
100553	2010	182379	0.041666666666666664	0.017857142857142856
100553	2010	71123	0.0375	0.09375
100553	2010	86288	0.0013440860215053765	0.0016666666666666668
