1370	3	6	3	3	1	1	1	0	3	1	2
1395	1	0	0	1	5	2	2	2	3	5	4
1410	1	0	0	0	0	0	0	0	0	0	1
1415	0	0	0	0	0	0	4	4	8	6	4
1423	1	3	13	17	14	13	15	4	2	3	13
1428	0	0	0	2	2	9	3	2	4	5	6
1430	0	2	1	1	4	6	12	8	11	17	23
1439	2	1	0	4	2	6	3	3	6	4	6
1445	11	6	7	4	6	9	9	18	13	10	7
1447	2	3	1	1	8	3	3	5	2	2	5
1455	1	7	4	2	0	1	0	2	6	12	12
1462	10	2	0	1	0	5	8	33	48	27	5
1468	5	7	3	4	1	3	1	1	7	2	0
1474	1	0	0	0	1	1	7	2	12	3	1
1475	3	3	4	1	2	1	5	0	1	2	4
1484	2	1	0	0	0	1	0	0	0	0	0
1487	1	2	0	3	1	0	0	3	2	1	9
1503	2	2	4	1	0	0	0	0	0	2	0
1504	1	1	8	6	3	8	2	7	8	13	10
1506	2	6	0	7	5	1	5	12	15	24	8
1510	0	1	1	0	0	2	1	0	0	0	0
1512	8	11	9	8	10	12	14	6	10	12	8
1513	0	8	15	4	1	3	4	1	1	2	1
1516	0	0	0	1	2	1	0	3	0	3	3
1523	0	1	0	7	2	2	1	0	0	0	0
1526	1	0	1	1	2	0	0	0	1	1	0
1527	3	1	0	1	5	1	2	5	4	8	7
1535	1	2	8	6	9	6	5	4	15	6	1
1540	0	0	1	4	9	1	1	0	0	0	0
1547	2	2	4	2	0	1	2	2	1	3	1
1553	0	0	0	7	0	0	0	0	0	0	0
1562	1	2	3	3	0	1	1	4	0	0	2
1581	1	1	3	4	2	6	13	1	11	9	10
1583	1	1	1	3	3	5	1	2	1	1	1
1593	2	2	1	7	7	1	7	5	11	9	6
1594	0	1	0	0	0	0	0	0	0	0	0
1598	1	5	5	7	13	6	7	8	6	7	11
1600	0	0	3	0	4	5	5	3	1	0	3
1605	0	0	0	0	0	0	0	0	0	0	2
1617	2	7	13	18	11	9	15	15	16	11	12
1623	0	0	0	0	0	0	4	4	4	2	6
1626	0	0	0	0	0	0	2	5	11	26	38
1630	9	7	2	8	5	4	2	5	2	2	0
1633	0	0	0	0	2	3	10	12	16	24	27
1635	4	0	0	0	0	6	2	0	0	4	20
1637	0	0	0	1	0	0	0	0	0	0	0
1638	4	1	0	1	0	0	1	0	0	2	0
1639	14	11	3	0	0	3	1	0	0	0	0
1642	3	2	1	17	16	16	17	34	34	28	27
1673	1	0	1	0	0	2	1	0	3	1	0
1678	0	0	0	0	0	0	2	1	4	4	8
1680	19	12	15	32	20	31	37	34	31	24	23
1683	0	0	0	1	3	4	3	5	3	2	6
1684	1	2	5	2	3	5	6	1	4	7	9
1685	1	1	0	0	0	0	0	0	0	2	6
1688	0	1	0	1	0	1	0	0	0	0	1
1696	0	0	0	1	0	0	0	0	0	2	3
1704	1	3	2	6	10	7	5	1	7	9	9
1708	1	1	0	0	0	0	0	1	0	0	0
1733	5	7	9	8	8	8	5	6	9	1	4
1735	3	1	1	0	0	0	0	0	0	0	1
1736	2	3	2	3	4	0	1	2	0	0	0
1737	4	5	4	3	14	19	12	11	14	19	20
1738	1	0	1	3	0	0	0	3	2	1	0
1753	1	3	1	0	1	1	1	0	1	1	2
1754	3	0	0	0	0	0	0	0	0	1	0
1766	1	0	0	0	2	2	2	6	12	10	4
1767	1	2	2	2	0	2	3	2	7	3	5
1788	3	4	8	9	9	1	0	10	4	2	2
1812	2	1	0	0	0	0	0	0	1	0	6
1815	16	14	10	18	10	31	20	22	19	25	33
1820	3	4	0	3	2	4	48	83	56	94	56
1824	1	0	1	4	0	1	1	11	13	17	9
1837	1	0	0	0	0	0	1	3	1	1	1
1839	0	0	1	0	0	0	0	0	4	0	1
1843	1	0	0	0	3	9	4	0	4	1	1
1844	28	34	20	24	24	48	48	56	72	72	60
1853	1	1	4	7	2	1	0	0	0	0	1
1856	1	3	3	3	2	4	7	4	7	7	5
1857	1	1	0	0	0	0	0	3	0	5	8
1861	1	0	1	0	3	2	3	0	3	3	3
1866	0	0	1	1	8	0	4	2	6	5	5
1870	1	0	1	1	0	1	0	4	6	0	1
1884	0	0	0	0	0	0	0	0	0	0	0
1911	1	1	3	1	1	1	0	1	3	1	1
1922	0	0	0	0	0	1	1	1	0	0	0
1930	1	3	4	8	2	4	6	10	6	4	4
1942	0	1	0	0	0	0	2	1	2	0	1
1945	8	10	5	8	1	3	5	6	9	5	1
1963	0	1	1	0	0	0	1	0	0	0	1
1971	0	0	1	2	9	4	10	14	12	12	14
1972	0	2	2	8	8	6	12	6	18	20	12
1979	1	0	0	0	0	0	0	0	1	0	0
1980	1	8	11	13	16	22	24	24	17	27	20
1981	0	1	4	4	2	0	0	2	2	3	7
1997	0	0	0	0	0	0	0	0	1	1	0
2003	1	0	0	0	0	1	2	1	0	1	1
2004	1	0	0	0	0	0	0	0	0	0	0
2008	1	0	0	0	0	0	0	0	0	0	0
2023	0	0	0	0	0	1	0	0	0	0	0
2037	2	4	7	5	6	1	2	7	10	7	7
2038	1	0	0	1	2	6	13	17	21	34	27
2047	5	3	8	8	10	4	5	3	13	9	7
2051	0	1	4	10	24	65	92	58	100	74	81
2057	1	1	0	3	2	0	0	2	2	1	2
2059	0	1	0	0	0	0	0	0	1	1	2
2062	1	1	1	0	0	2	1	0	0	1	0
2063	2	3	1	3	2	3	4	8	1	3	12
2067	4	5	5	6	4	7	8	6	3	8	11
2072	0	0	0	0	3	6	5	2	5	2	3
2077	1	0	0	0	0	0	0	0	0	0	3
2088	0	0	0	0	0	0	0	0	2	2	3
2090	3	2	0	2	2	0	2	8	4	5	8
2091	0	0	0	0	0	0	0	0	0	0	0
2104	11	17	19	20	11	13	5	15	12	22	13
2111	1	2	3	0	0	0	1	1	1	1	1
2113	0	0	0	0	0	0	0	3	5	4	2
2114	0	1	0	0	0	0	0	1	0	0	0
2122	2	1	1	0	0	0	0	1	3	4	8
2131	1	0	0	0	0	0	0	0	0	4	15
2143	1	0	0	0	1	0	0	0	0	0	1
2144	1	0	0	1	3	14	4	12	13	21	9
2149	1	0	1	2	0	5	3	0	1	1	3
2162	1	2	4	3	0	0	4	0	2	3	3
2163	0	2	9	7	2	0	2	1	1	7	5
2166	1	0	0	0	2	2	7	1	1	3	3
2169	1	0	3	3	3	2	0	0	6	3	1
2171	5	1	5	4	4	4	5	1	7	3	3
2176	0	3	3	5	1	0	0	7	1	2	3
2177	0	1	0	2	4	12	7	5	10	11	12
2178	0	1	0	1	6	3	4	2	3	2	1
2190	1	2	10	17	10	11	8	8	12	12	4
2196	0	0	0	0	0	0	0	0	0	2	0
2199	1	0	2	0	3	0	0	2	2	2	1
2205	0	0	0	0	0	0	0	1	2	0	0
2206	0	1	0	3	3	2	4	2	0	4	3
2208	1	0	0	0	3	3	0	7	0	1	3
2210	0	0	0	5	7	8	11	14	26	30	24
2213	1	2	0	0	0	2	7	6	0	6	4
2217	2	5	3	5	15	18	13	18	17	22	44
2235	0	1	1	0	2	1	1	1	0	0	1
2236	9	12	6	7	4	10	17	12	18	20	21
2237	1	0	0	0	0	0	0	0	0	1	0
2239	0	1	3	4	9	8	3	6	7	10	5
2241	3	5	1	1	3	43	37	14	22	17	11
2248	0	0	0	0	0	0	4	18	22	46	33
2252	3	2	3	13	0	1	1	1	10	15	0
2256	6	10	5	7	10	8	9	6	19	7	6
2266	6	7	6	6	7	0	1	1	1	2	0
2267	2	3	1	3	3	2	3	3	6	4	4
2270	3	2	8	4	2	6	2	4	5	6	6
2277	1	4	8	15	12	17	12	2	9	8	5
2280	3	4	2	2	0	1	1	2	1	4	2
2288	0	1	2	0	6	2	2	3	2	1	1
2289	1	3	2	9	5	5	10	5	2	11	7
2297	8	2	6	2	4	4	2	1	0	1	0
2298	2	4	7	6	3	7	7	7	5	7	9
2309	14	6	12	14	12	8	12	0	2	0	0
2320	0	0	0	0	0	0	0	0	0	1	1
2331	1	1	1	0	0	1	5	3	3	1	1
2336	1	1	7	3	4	4	6	2	3	14	6
2346	1	7	5	5	7	6	3	5	9	9	13
2370	8	4	10	6	10	6	8	12	10	10	9
2380	0	0	3	0	1	0	0	0	0	0	0
2382	3	3	3	5	13	9	11	10	7	3	1
2384	3	8	0	1	2	0	0	2	2	5	4
2385	6	5	11	8	0	2	0	3	5	1	1
2386	0	0	0	0	0	0	0	0	1	3	3
2389	0	0	0	0	0	0	3	2	4	3	3
2390	4	3	2	4	2	4	2	6	6	9	10
2391	0	0	0	0	0	0	0	2	2	1	1
2409	2	2	2	1	4	6	8	5	7	6	12
2416	8	12	17	23	15	16	23	40	28	41	37
2422	1	1	3	1	0	1	0	1	0	0	0
2426	3	4	2	9	5	5	14	8	5	3	6
2433	2	4	9	3	5	9	7	17	8	10	10
2438	0	0	0	0	0	0	0	0	6	0	0
2448	2	1	1	0	0	0	0	0	0	0	0
2449	3	4	2	0	0	1	0	0	0	0	1
2450	0	0	0	1	2	0	1	0	2	1	4
2451	1	1	1	4	5	6	2	5	2	4	3
2481	4	7	5	4	8	8	7	8	11	11	9
2490	1	0	1	0	0	4	1	3	5	3	5
2491	0	9	14	10	7	6	4	2	3	5	3
2509	1	0	1	0	0	2	0	2	2	2	3
2514	0	0	2	3	2	1	2	6	0	4	5
2519	3	6	4	4	4	2	1	4	4	1	1
2523	0	0	0	1	1	1	0	1	1	0	0
2527	0	0	1	0	1	1	0	0	0	0	0
2529	1	0	0	4	0	4	3	0	0	6	5
2543	18	31	34	21	24	32	30	32	37	17	20
2547	1	0	0	1	8	3	8	4	7	8	7
2550	0	0	0	0	0	0	0	0	0	0	0
2555	1	1	0	0	0	0	0	0	0	0	0
2557	5	10	14	28	30	17	29	10	17	14	13
2564	1	4	2	0	0	0	4	2	1	4	0
2568	0	0	0	0	0	1	0	1	0	0	0
2572	1	2	6	2	2	2	0	0	3	3	3
2575	1	1	1	0	1	3	1	1	1	2	3
2581	1	0	0	0	0	0	0	0	0	2	3
2582	7	10	3	10	11	11	19	23	30	34	35
2592	1	4	1	1	4	2	2	1	2	0	1
2609	8	4	9	9	7	10	7	7	9	13	8
2612	2	4	3	1	11	13	20	14	21	32	33
2616	15	9	11	7	7	4	5	8	2	9	11
2621	1	4	1	0	1	0	0	2	10	4	3
2622	2	1	0	0	0	0	0	0	0	0	0
2626	1	0	2	0	1	4	6	2	3	2	8
2628	23	9	31	19	13	9	17	20	16	23	22
2632	1	5	6	7	16	6	14	5	15	8	3
2643	8	16	10	13	7	7	3	3	7	7	2
2653	0	2	1	2	2	0	5	9	10	5	3
2654	0	0	0	0	0	0	0	0	0	0	0
2659	1	0	0	0	0	0	0	0	0	1	1
2662	1	4	4	1	4	2	5	0	1	1	0
2663	2	3	2	0	2	0	0	3	2	1	3
2688	2	2	5	5	3	1	10	15	9	19	15
2689	3	1	3	1	0	0	4	2	3	0	2
2690	1	0	0	0	1	0	1	0	0	0	0
2703	2	0	2	0	0	4	0	6	4	3	5
2709	2	4	3	6	16	8	11	15	18	26	10
2713	0	0	0	0	0	2	6	8	12	10	10
2714	0	0	0	1	0	1	1	1	2	1	1
2719	0	0	0	2	2	1	1	0	5	3	0
2723	3	4	1	3	13	7	17	32	39	8	2
2731	2	2	2	4	6	2	8	10	8	2	4
2739	0	0	2	7	2	5	3	7	9	8	16
2747	3	7	11	7	12	7	11	10	8	11	10
2752	7	1	6	2	4	5	5	9	14	6	4
2758	0	1	0	4	1	7	1	3	1	1	1
2769	3	5	1	0	0	0	1	0	2	2	0
2770	2	2	1	0	0	0	0	0	0	0	0
2783	2	2	0	4	2	3	0	1	0	1	1
2787	2	4	6	2	3	3	2	3	5	7	9
2794	1	2	1	9	4	7	5	9	10	11	10
2798	1	0	0	0	0	0	0	0	0	0	0
2802	6	11	10	9	20	6	13	26	11	3	5
2803	6	12	9	9	3	9	9	0	0	6	9
2804	9	10	10	6	9	10	10	14	12	5	15
2808	8	15	12	7	9	35	21	29	22	17	2
2818	1	1	0	0	0	0	1	0	0	4	9
2826	0	0	0	1	0	6	2	7	6	4	4
2854	0	3	4	7	12	9	3	4	8	13	10
2855	2	1	2	2	3	1	3	2	8	2	6
2858	1	0	0	0	2	3	5	1	7	9	9
2864	3	13	21	15	22	14	14	13	12	11	15
2866	2	0	8	8	3	2	7	10	9	24	30
2871	1	0	0	0	1	0	1	0	1	3	3
2873	8	2	1	1	2	1	2	2	1	2	2
2876	4	0	1	2	1	2	3	2	0	1	0
2878	1	2	5	3	3	8	4	3	4	7	6
2890	1	2	0	1	1	1	4	3	5	7	6
2892	1	0	0	0	0	0	0	0	0	0	1
2893	1	0	1	0	0	0	1	1	2	2	0
2895	1	0	1	0	1	1	0	2	4	0	3
2906	1	1	3	5	1	1	9	6	8	14	24
2930	0	0	0	0	0	7	0	0	0	0	0
2933	1	1	7	1	2	1	3	1	2	1	1
2955	1	0	0	0	0	0	0	0	0	0	0
2959	2	1	8	2	2	4	4	2	5	2	1
2961	1	0	0	2	1	2	9	7	7	4	4
2974	2	3	1	1	3	1	15	11	9	15	21
2980	0	0	0	0	1	3	1	0	0	1	0
2988	0	0	1	2	3	4	4	9	10	1	2
2991	1	0	1	1	0	1	0	0	1	1	1
2992	1	3	1	2	3	3	2	3	0	1	2
3003	11	0	4	4	6	7	7	5	2	4	4
3010	3	0	0	1	0	4	2	4	5	5	8
3020	2	2	4	6	10	16	26	16	32	28	38
3021	0	0	1	0	1	1	1	0	7	1	5
3027	0	0	0	0	1	7	0	6	8	5	0
3044	1	5	5	4	2	4	6	7	8	13	20
3048	4	4	12	8	3	4	4	10	10	4	2
3053	3	1	2	6	3	3	8	4	2	3	1
3056	0	0	0	0	0	0	0	0	3	9	5
3067	4	2	10	6	4	4	10	6	6	8	6
3083	3	1	1	0	1	0	0	0	0	3	2
3088	2	1	1	0	1	2	7	1	4	1	4
3092	2	3	1	3	9	5	2	4	6	7	3
3095	1	0	0	1	1	1	4	2	4	13	13
3104	1	1	1	14	3	7	9	14	7	13	12
3115	4	1	6	3	7	3	3	3	11	10	12
3118	2	2	4	0	2	2	2	6	2	4	2
3120	0	0	0	0	0	1	1	0	2	1	0
3143	16	17	20	16	9	10	13	19	20	26	23
3146	0	1	1	0	0	2	0	0	0	0	1
3151	1	1	5	1	6	0	1	1	1	2	1
3153	1	3	0	1	1	1	0	0	3	0	1
3157	3	13	8	6	5	3	1	1	0	0	1
3163	3	0	0	0	10	16	15	32	19	15	34
3164	1	1	1	5	4	4	1	3	5	5	4
3167	1	0	0	0	0	0	0	0	1	0	0
3172	3	0	1	3	3	7	2	3	5	7	6
3174	0	0	0	1	0	0	0	0	0	0	11
3182	3	0	0	2	0	0	0	1	0	1	0
3184	1	0	2	0	0	3	2	0	0	0	0
3193	0	0	0	0	1	2	1	0	1	1	3
3205	1	0	1	0	0	0	0	0	0	2	1
3212	1	0	2	4	5	1	4	2	3	5	4
3215	2	3	3	3	5	7	5	9	9	11	23
3219	0	2	1	4	0	1	0	1	0	1	0
3224	26	23	26	23	62	113	75	44	81	46	59
3225	3	2	1	0	2	2	9	9	5	3	3
3269	3	0	1	2	2	4	3	5	2	1	1
3272	0	0	0	0	0	0	0	1	1	2	0
3276	0	2	2	4	4	2	2	2	4	0	1
3284	5	1	4	11	8	6	10	7	8	24	19
3291	3	2	1	4	1	1	3	1	2	1	6
3296	0	0	0	4	6	10	10	9	12	6	12
3307	1	0	0	0	0	0	3	6	8	7	6
3318	0	0	0	0	0	0	0	0	0	6	6
3328	3	7	4	5	3	8	6	9	1	3	4
3329	1	1	0	1	7	12	14	6	0	1	0
3334	0	0	0	0	0	0	0	0	2	0	0
3336	4	1	3	2	4	0	1	0	0	0	0
3340	0	0	0	0	0	0	1	1	1	1	3
3341	0	0	3	0	1	2	1	4	3	5	6
3342	0	2	0	2	4	3	12	17	13	5	3
3355	0	0	0	0	0	0	0	0	1	2	2
3370	1	6	5	1	5	1	4	2	0	2	3
3372	1	1	0	0	2	0	2	1	4	3	1
3374	0	0	1	0	0	1	2	0	0	1	1
3379	1	1	5	5	8	2	5	5	5	7	5
3382	0	0	0	0	0	0	0	0	0	0	2
3386	2	1	0	4	1	1	1	1	1	0	0
3389	4	1	2	2	8	4	5	9	14	6	22
3394	1	5	1	5	4	1	2	1	2	4	1
3396	0	1	1	2	2	5	7	2	4	4	3
3401	1	0	0	4	2	2	5	3	2	6	2
3402	3	0	3	2	2	4	6	3	3	4	3
3407	1	4	2	7	11	11	11	10	9	10	4
3415	0	1	1	0	1	1	4	10	7	7	1
3427	2	2	2	4	2	3	5	8	6	10	13
3447	0	0	0	0	1	2	0	1	0	0	2
3450	1	0	1	0	0	0	0	0	0	0	3
3454	2	0	0	5	6	1	1	1	0	1	1
3455	4	5	5	7	13	10	7	3	7	4	1
3456	7	7	9	34	6	8	15	13	26	19	9
3463	1	2	0	0	1	2	0	0	0	2	0
3464	2	1	4	2	2	2	0	2	2	0	7
3470	3	4	5	6	7	6	5	3	4	3	7
3475	4	2	1	4	3	4	1	3	0	0	0
3476	0	0	0	0	0	1	5	9	3	4	12
3479	0	2	3	2	2	0	0	2	5	2	1
3482	4	0	3	5	3	0	4	3	6	7	2
3495	2	1	1	3	1	0	0	5	1	2	7
3498	4	9	4	7	1	2	3	0	2	2	9
3502	3	0	0	2	3	2	0	0	4	3	1
3510	5	6	1	3	3	9	6	1	5	4	3
3524	0	0	0	0	0	0	0	0	0	0	0
3527	3	5	2	2	3	6	7	10	3	9	7
3529	2	3	1	3	2	1	1	3	4	3	4
3540	1	5	6	2	2	12	11	5	2	0	2
3541	1	0	0	1	0	2	2	2	0	1	3
3545	6	2	1	1	1	1	0	1	1	0	0
3548	5	1	0	1	6	12	1	6	3	0	0
3550	1	1	1	5	6	9	8	4	5	5	2
3562	2	5	1	3	3	6	19	28	114	36	36
3566	0	0	1	0	1	0	1	2	1	4	4
3574	0	4	2	1	2	2	2	0	10	2	6
