15744967	psychology	13.3666666667	12.2061904762	0.502431761787	1.90091470243	2.8	10.2	1.4	4.6
33923547	mathematics	17.327736416	12.062358963	0.600491929958	0.916756964008	8.81290322581	14.7548387097	3.96129032258	5.15483870968
41008148	computer science	18.5780085616	9.36309564454	0.67726701809	1.4452723581	10.6208333333	20.8	11.525	19.2541666667
71924100	medicine	26.4963602392	17.7715840223	2.21980993225	3.42684261326	8.53157894737	18.6	4.54473684211	8.44473684211
86803240	biology	39.7288579108	27.2037169642	1.84250964585	3.1078522033	7.41132075472	17.9849056604	3.29433962264	7.22641509434
121332964	physics	11.3051038365	8.38267037596	1.10278836608	1.73249841887	8.30540540541	14.8256756757	7.28783783784	11.4743243243
127313418	geology	34.5789405147	21.2793790897	1.29063135276	2.12593397401	10.820754717	20.958490566	4.93962264151	9.28490566038
127413603	engineering	16.0036462862	7.96137539062	0.6802668529	1.2954841702	8.51034482759	16.5034482759	9.43448275862	18.5517241379
144133560	business	31.3687936508	7.22904395604	1.21254502411	0.767637045492	4.48	10.2	3.88	3.52
162324750	economics	28.5823039923	23.9169325736	0.790181703467	1.94183491622	6.15555555556	17.1111111111	3.31111111111	5.48888888889
185592680	chemistry	30.682629388	20.5888322867	1.6997520918	3.00630281932	12.5990147783	26.1985221675	7.55221674877	15.2142857143
